artist_name,artist_id,followers,popularity,avg_top_track_popularity,estimated_revenue,date
Chappell Roan,7GlBOeep6PqTfFi59PTUUN,6432916,86,82.9,42663.098912,2025-06-19
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,23487848,92,89.2,167609.28332800002,2025-06-19
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,22108668,91,83.7,148039.640928,2025-06-19
Anitta,7FNnA9vBm6EKceENgCGRMb,13185062,82,74.1,78161.047536,2025-06-19
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2128882,79,75.3,12824.385168,2025-06-19
RAC,4AGwPDdh1y8hochNzHy5HC,170096,56,51.5,700.79552,2025-06-19
Clairo,3l0CmX0FuQjFxr8SK7Vqag,6180025,82,72.2,35695.8244,2025-06-19
GloRilla,2qoQgPAilErOKCwE2Y8wOG,2267414,81,75.4,13677.041248,2025-06-19
