artist_name,artist_id,followers,popularity,avg_top_track_popularity,estimated_revenue,date
Chappell Roan,7GlBOeep6PqTfFi59PTUUN,6438278,86,82.9,42698.659696,2025-06-20
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,23509016,92,89.2,167760.338176,2025-06-20
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,22123229,91,83.7,148137.14138400002,2025-06-20
Anitta,7FNnA9vBm6EKceENgCGRMb,13185702,82,74.1,78164.841456,2025-06-20
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2129671,79,75.3,12829.138104,2025-06-20
RAC,4AGwPDdh1y8hochNzHy5HC,170095,56,51.5,700.7914000000001,2025-06-20
Clairo,3l0CmX0FuQjFxr8SK7Vqag,6183112,82,72.2,35713.654912,2025-06-20
GloRilla,2qoQgPAilErOKCwE2Y8wOG,2270041,81,75.4,13692.887312,2025-06-20
