artist_name,artist_id,followers,popularity,avg_top_track_popularity,estimated_revenue,date
Chappell Roan,7GlBOeep6PqTfFi59PTUUN,6456869,86,83.0,42873.61016,2025-06-24
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,23573700,92,89.4,168599.1024,2025-06-24
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,22147794,91,83.9,148655.993328,2025-06-24
Anitta,7FNnA9vBm6EKceENgCGRMb,13184559,82,74.0,78052.58928,2025-06-24
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2131664,79,75.4,12858.197248,2025-06-24
RAC,4AGwPDdh1y8hochNzHy5HC,170032,57,51.5,700.53184,2025-06-24
Clairo,3l0CmX0FuQjFxr8SK7Vqag,6190737,82,77.5,38382.5694,2025-06-24
GloRilla,2qoQgPAilErOKCwE2Y8wOG,2279137,82,76.9,14021.250824,2025-06-24
