artist_name,artist_id,followers,popularity,avg_top_track_popularity,estimated_revenue,date
Chappell Roan,7GlBOeep6PqTfFi59PTUUN,6480809,86,82.9,42980.725288,2025-06-29
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,23664575,92,89.5,169438.357,2025-06-29
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,22211696,92,84.1,149440.290688,2025-06-29
Anitta,7FNnA9vBm6EKceENgCGRMb,13186675,82,74.0,78065.116,2025-06-29
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2134760,79,73.2,12501.15456,2025-06-29
RAC,4AGwPDdh1y8hochNzHy5HC,170014,57,51.5,700.4576800000001,2025-06-29
Clairo,3l0CmX0FuQjFxr8SK7Vqag,6204633,82,78.1,38766.546984,2025-06-29
GloRilla,2qoQgPAilErOKCwE2Y8wOG,2290750,82,77.9,14275.954,2025-06-29
