SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,POSITION,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,GAMES_PLAYED,GOALS,ASSISTS,POINTS,WINS,LOSSES,WL_RATIO,OT_WINS,OT_LOSSES,SO_WINS,SO_LOSSES,SO_WL_RATIO,GOALS_AGAINST,EVEN_STR_GOALS_AGAINST,PP_GOALS_AGAINST,SH_GOALS_AGAINST,SHOTS_AGAINST,EVEN_STR_SHOTS_AGAINST,PP_SHOTS_AGAINST,SH_SHOTS_AGAINST,OT_GOALS_AGAINST,SAVES,SAVESPG,EVEN_STR_SAVES,PP_SAVES,SH_SAVES,GAA,SAVE_PCT,BRICK_WALL,SHUTOUTS,GAMES_STARTED,CREDIT_FOR_GAME,SO_SAVE_PCT,SO_GA,MIN_PLAYED,PENALTIES,PIM,GOONY_BIG_PADS,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20260228,12,TOR,56666,Artur Akhtyamov,G,ASSIGNED_TO_MINORS,24,"6'2""",170,Russia,Kazan,True,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,5,5,0,0,0,5,5.0,5,0,0,0.0,1.0,100.0,0,0,0,0.0,0,11,0,0,0.0,0,1,0,0,0,632,0,0,0,TOR,Atlantic,Eastern
2025-2026,20260228,7,NJD,5107,Jake Allen,G,ROSTER,35,"6'2""",195,Canada,"Fredericton, NB",False,29,0,1,1,12,15,0.8,1,1,3,0,inf,75,67,8,0,797,687,94,16,1,723,24.93,621,86,16,2.641,0.907,80.67777778,1,24,28,0.88,1,1704,0,0,0.0,0,109,0,0,0,102245,0,0,0,NJD,Metropolitan,Eastern
2025-2026,20260228,3,CAR,5109,Frederik Andersen,G,ROSTER,36,"6'4""",238,Denmark,Herning,False,22,0,0,0,7,10,0.7,1,5,1,2,0.5,72,57,13,2,560,458,79,23,3,488,22.18,401,66,21,3.26,0.871,75.43888889,0,22,22,0.75,3,1325,2,4,2.5,0,92,0,0,0,79499,0,0,0,CAR,Metropolitan,Eastern
2025-2026,20260228,18,NSH,28463,Justus Annunen,G,ROSTER,25,"6'4""",210,Finland,Kempele,True,19,0,0,0,6,7,0.86,0,2,0,0,,51,39,12,0,445,358,76,11,2,395,20.79,320,64,11,3.156,0.888,76.86666667,0,8,15,0.0,0,970,0,0,0.0,0,67,0,0,0,58174,0,0,0,NSH,Central,Western
2025-2026,20260228,26,SJS,28527,Yaroslav Askarov,G,ROSTER,23,"6'3""",176,Russia,Omsk,True,36,0,0,0,17,16,1.06,6,2,2,0,inf,115,89,22,4,1026,814,183,29,2,912,25.33,726,161,25,3.517,0.889,74.91111111,0,33,35,1.0,0,1962,0,0,0.0,0,136,0,0,0,117712,0,0,0,SJS,Pacific,Western
2025-2026,20260228,17,STL,5908,Jordan Binnington,G,ROSTER,32,"6'1""",174,Canada,"Richmond Hill, ON",False,32,0,1,1,8,17,0.47,0,6,0,2,0.0,108,82,25,1,794,674,100,20,4,686,21.44,592,75,19,3.652,0.864,72.91111111,1,30,31,0.5,2,1775,2,4,2.5,0,111,0,0,0,106472,0,0,0,STL,Central,Western
2025-2026,20260228,22,COL,15438,Mackenzie Blackwood,G,ROSTER,29,"6'4""",225,Canada,"Thunder Bay, ON",False,23,0,0,0,16,6,2.67,2,1,0,0,,51,37,11,3,606,486,103,17,1,555,24.13,449,92,14,2.285,0.916,83.10555556,3,21,23,0.0,0,1339,0,0,0.0,0,86,0,0,0,80352,0,0,0,COL,Central,Western
2025-2026,20260228,4,FLO,4890,Sergei Bobrovsky,G,ROSTER,37,"6'2""",187,Russia,Novokuznetsk,False,41,0,1,1,22,17,1.29,2,1,3,0,inf,122,92,27,3,968,780,153,35,1,846,20.63,688,126,32,3.078,0.874,76.6,3,40,40,0.75,2,2378,3,9,5.62,1,153,0,0,0,142671,0,0,0,FLA,,
2025-2026,20260228,3,CAR,38744,Brandon Bussi,G,ROSTER,27,"6'5""",205,USA,"South Beach, NY",True,28,0,1,1,24,3,8.0,4,1,2,1,2.0,63,46,16,1,659,555,84,20,0,597,21.32,509,69,19,2.226,0.906,82.93333333,2,26,28,0.75,2,1698,1,2,1.25,0,105,0,0,0,101895,0,0,0,CAR,Metropolitan,Eastern
2025-2026,20260228,29,ANA,56256,Vyacheslav Buteyets,G,ASSIGNED_TO_OTHER,23,"6'4""",185,Russia,,False,1,0,0,0,0,0,,0,0,0,0,,3,2,1,0,13,12,1,0,0,10,10.0,10,0,0,9.0,0.769,38.45,0,0,0,0.0,0,20,0,0,0.0,0,1,0,0,0,1200,0,0,0,ANA,Pacific,Western
2025-2026,20260228,20,CHI,38004,Drew Commesso,G,ASSIGNED_TO_MINORS,23,"6'2""",180,USA,"Norwell, MA",True,2,0,0,0,1,1,1.0,0,0,0,0,,5,5,0,0,60,51,7,2,0,55,27.5,46,7,2,2.5,0.917,81.96111111,1,2,2,0.0,0,120,0,0,0.0,0,6,0,0,0,7200,0,0,0,CHI,Central,Western
2025-2026,20260228,2,WPJ,12468,Eric Comrie,G,ROSTER,30,"6'1""",175,Canada,"Edmonton, AB",False,20,0,0,0,10,9,1.11,1,1,0,1,0.0,56,38,16,2,523,440,69,14,0,467,23.35,402,53,12,3.006,0.893,77.95,0,17,20,0.67,1,1118,0,0,0.0,0,68,0,0,0,67055,0,0,0,WPG,,
2025-2026,20260228,23,CGY,28510,Devin Cooley,G,ROSTER,28,"6'5""",190,USA,"Los Gatos, CA",True,19,0,1,1,7,6,1.17,0,3,1,1,1.0,40,34,5,1,509,414,83,12,2,469,24.68,380,78,11,2.267,0.921,83.45555556,0,14,16,0.4,3,1059,1,2,1.25,0,69,0,0,0,63532,0,0,0,CGY,Pacific,Western
2025-2026,20260228,28,LAK,5571,Pheonix Copley,G,ASSIGNED_TO_MINORS,34,"6'4""",200,USA,"North Pole, AK",False,1,0,0,0,0,1,0.0,0,0,0,0,,3,2,1,0,28,22,5,1,0,25,25.0,20,4,1,3.073,0.893,77.57777778,0,0,1,0.0,0,59,0,0,0.0,0,5,0,0,0,3514,0,0,0,LAK,Pacific,Western
2025-2026,20260228,143,SEA,5794,Joey Daccord,G,ROSTER,29,"6'2""",197,USA,"Boston, MA",False,34,0,3,3,16,13,1.23,3,5,1,2,0.5,94,61,28,5,956,792,143,21,3,863,25.38,732,115,16,2.843,0.903,79.35555556,1,32,34,0.62,3,1984,2,4,2.5,0,128,0,0,0,119023,0,0,0,SEA,Pacific,Western
2025-2026,20260228,7,NJD,30089,Nicolas Daws,G,ASSIGNED_TO_MINORS,25,"6'4""",199,Germany,München,True,1,0,0,0,1,0,inf,0,0,0,0,,1,1,0,0,31,26,5,0,0,30,30.0,25,5,0,1.0,0.968,92.84444444,0,1,1,0.0,0,60,0,0,0.0,0,3,0,0,0,3600,0,0,0,NJD,Metropolitan,Eastern
2025-2026,20260228,21,VAN,13876,Thatcher Demko,G,ROSTER,30,"6'4""",192,USA,"San Diego, CA",False,20,0,1,1,8,10,0.8,2,1,0,1,0.0,54,40,12,2,514,422,79,13,0,461,23.05,383,67,11,2.904,0.897,78.71666667,1,19,19,0.67,1,1116,0,0,0.0,0,73,0,0,0,66952,0,0,0,VAN,Pacific,Western
2025-2026,20260228,27,DAL,13873,Casey DeSmith,G,ROSTER,34,"6'0""",181,USA,"Rochester, NH",False,22,0,0,0,12,4,3.0,0,5,1,2,0.5,50,37,13,0,572,460,91,21,3,522,23.73,423,78,21,2.308,0.913,82.82777778,1,19,21,0.5,4,1300,1,2,1.25,0,88,0,0,0,77989,0,0,0,DAL,Central,Western
2025-2026,20260228,11,BOS,15473,Michael DiPietro,G,ROSTER,26,"6'0""",200,Canada,"Windsor, ON",False,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,2,1,0,1,0,2,2.0,1,0,1,0.0,1.0,100.0,0,0,0,0.0,0,6,0,0,0.0,0,1,0,0,0,363,0,0,0,BOS,Atlantic,Eastern
2025-2026,20260228,14,MTL,120083,Jakub Dobes,G,ROSTER,24,"6'4""",205,Czechia,Ostrava,True,27,0,0,0,18,5,3.6,4,4,2,2,1.0,77,58,18,1,710,602,95,13,2,633,23.44,544,77,12,2.956,0.892,78.17777778,0,25,27,0.5,5,1563,1,2,1.25,0,109,0,0,0,93773,0,0,0,MTL,Atlantic,Eastern
2025-2026,20260228,29,ANA,29748,Lukas Dostal,G,ROSTER,25,"6'2""",191,Czech Republic,Brno,True,40,0,0,0,23,13,1.77,4,2,3,0,inf,115,90,24,1,1094,903,164,27,2,979,24.48,813,140,26,2.998,0.895,78.09444444,0,38,38,0.75,2,2302,2,4,2.5,0,150,0,0,0,138096,0,0,0,ANA,Pacific,Western
2025-2026,20260228,15,BUF,30005,Colten Ellis,G,ROSTER,25,"6'1""",188,Canada,"Whycocomagh, NS",True,13,0,1,1,7,4,1.75,1,1,1,0,inf,38,31,7,0,367,310,49,8,1,329,25.31,279,42,8,3.114,0.896,77.5,0,12,12,0.0,2,732,0,0,0.0,0,48,0,0,0,43932,0,0,0,BUF,Atlantic,Eastern
2025-2026,20260228,6,PHI,34527,Samuel Ersson,G,ROSTER,26,"6'2""",176,Sweden,Falun,True,25,0,0,0,9,10,0.9,1,5,4,2,2.0,83,66,15,2,588,463,112,13,3,505,20.2,397,97,11,3.443,0.859,73.82222222,0,21,24,0.57,6,1446,1,2,1.25,0,95,0,0,0,86777,0,0,0,PHI,Metropolitan,Eastern
2025-2026,20260228,28,LAK,5481,Anton Forsberg,G,ROSTER,33,"6'3""",192,Sweden,Härnösand,False,24,0,0,0,9,8,1.12,1,5,2,1,2.0,63,43,18,2,624,499,105,20,4,561,23.38,456,87,18,2.801,0.899,79.38888889,1,19,22,0.78,2,1350,2,4,2.5,0,94,0,0,0,80970,0,0,0,LAK,Pacific,Western
2025-2026,20260228,14,MTL,184123,Jacob Fowler,G,ASSIGNED_TO_MINORS,21,"6'1""",223,USA,"Melbourne, FL",True,10,0,0,0,4,4,1.0,0,2,0,1,0.0,26,18,7,1,264,202,57,5,1,238,23.8,184,50,4,2.621,0.902,80.53888889,1,9,10,0.0,2,595,0,0,0.0,0,43,0,0,0,35711,0,0,0,MTL,Atlantic,Eastern
2025-2026,20260228,16,DET,5227,John Gibson,G,ROSTER,32,"6'2""",215,USA,"Pittsburgh, PA",False,38,0,1,1,23,12,1.92,6,2,0,1,0.0,95,71,20,4,1005,837,136,32,1,910,23.95,766,116,28,2.571,0.905,80.96666667,4,38,37,0.0,3,2217,2,4,2.5,0,140,0,0,0,133018,0,0,0,DET,Atlantic,Eastern
2025-2026,20260228,19,CBJ,34431,Jet Greaves,G,ROSTER,24,"6'0""",180,Canada,"Cambridge, ON",True,37,0,0,0,18,12,1.5,4,6,2,1,2.0,96,76,19,1,1067,888,160,19,5,971,26.24,812,141,18,2.62,0.91,80.94444444,2,32,36,0.6,4,2198,0,0,0.0,0,140,0,0,0,131896,0,0,0,CBJ,Metropolitan,Eastern
2025-2026,20260228,143,SEA,5176,Philipp Grubauer,G,ROSTER,34,"6'1""",188,Germany,Rosenheim,False,23,0,1,1,11,7,1.57,2,3,0,1,0.0,54,39,13,2,629,531,85,13,2,575,25.0,492,72,11,2.501,0.914,81.80555556,0,17,21,0.0,2,1295,0,0,0.0,0,88,0,0,0,77729,0,0,0,SEA,Pacific,Western
2025-2026,20260228,25,MIN,14120,Filip Gustavsson,G,ROSTER,27,"6'2""",185,Sweden,Skellefteå,False,37,0,1,1,21,9,2.33,7,6,0,1,0.0,95,71,22,2,1049,864,152,33,5,955,25.81,794,130,31,2.595,0.91,81.08333333,3,36,36,0.0,3,2196,0,0,0.0,0,151,0,0,0,131785,0,0,0,MIN,Central,Western
2025-2026,20260228,1,TBL,13687,Brandon Halverson,G,ASSIGNED_TO_MINORS,29,"6'4""",209,USA,"Traverse City, MI",True,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,50.0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,0,0,6,0,0,0,TBL,Atlantic,Eastern
2025-2026,20260228,142,VGK,15154,Carter Hart,G,ROSTER,27,"6'2""",181,Canada,"Edmonton, AB",False,12,0,0,0,5,3,1.67,2,3,1,3,0.33,36,33,3,0,279,243,29,7,0,243,20.25,210,26,7,3.276,0.871,75.35,0,12,11,0.58,5,659,1,2,1.25,0,45,0,0,0,39558,0,0,0,VGK,Pacific,Western
2025-2026,20260228,2,WPJ,5873,Connor Hellebuyck,G,ROSTER,32,"6'4""",207,USA,"Commerce, MI",False,37,0,0,0,13,16,0.81,1,8,1,1,1.0,105,85,20,0,1037,861,149,27,7,932,25.19,776,129,27,2.843,0.899,79.15555556,0,37,37,0.6,2,2216,1,2,1.25,0,146,0,0,0,132970,0,0,0,WPG,,
2025-2026,20260228,12,TOR,43330,Dennis Hildeby,G,ASSIGNED_TO_MINORS,24,"6'6""",234,Sweden,Järfälla,True,19,0,0,0,5,6,0.83,2,4,0,1,0.0,46,41,5,0,511,419,81,11,3,466,24.53,379,76,11,2.903,0.912,79.47222222,1,13,15,0.0,2,951,0,0,0.0,0,68,0,0,0,57036,0,0,0,TOR,Atlantic,Eastern
2025-2026,20260228,142,VGK,5671,Adin Hill,G,ROSTER,29,"6'6""",202,Canada,"Calgary, AB",False,13,0,1,1,5,3,1.67,1,3,0,2,0.0,39,31,6,2,288,251,28,9,1,249,19.15,220,22,7,3.337,0.865,74.71111111,0,13,11,0.0,4,701,1,2,1.25,0,47,0,0,0,42080,0,0,0,VGK,Pacific,Western
2025-2026,20260228,17,STL,20062,Joel Hofer,G,ROSTER,25,"6'3""",161,Canada,"Winnipeg, MB",False,31,0,0,0,13,11,1.18,0,3,1,1,1.0,82,64,17,1,796,656,124,16,2,714,23.03,592,107,15,2.871,0.897,78.9,4,26,27,0.67,2,1714,2,4,2.5,0,113,0,0,0,102835,0,0,0,STL,Central,Western
2025-2026,20260228,8,NYI,15452,Marcus Hogberg,G,ASSIGNED_TO_MINORS,31,"6'5""",209,Sweden,Orebro,False,1,0,0,0,0,0,,0,0,0,0,,2,2,0,0,7,4,3,0,0,5,5.0,2,3,0,8.9,0.714,36.25555556,0,0,0,0.0,0,13,0,0,0.0,0,2,0,0,0,809,0,0,0,NYI,Metropolitan,Eastern
2025-2026,20260228,29,ANA,13661,Ville Husso,G,ROSTER,31,"6'2""",205,Finland,Helsinki,False,12,0,0,0,6,5,1.2,1,1,3,0,inf,36,30,6,0,306,253,44,9,1,270,22.5,223,38,9,3.262,0.882,75.97777778,0,10,12,0.86,1,662,1,2,1.25,0,50,0,0,0,39726,0,0,0,ANA,Pacific,Western
2025-2026,20260228,24,EDM,13942,Connor Ingram,G,ROSTER,28,"6'0""",212,Canada,"Imperial, SK",False,15,0,1,1,7,5,1.4,1,1,0,1,0.0,34,27,7,0,336,280,46,10,0,302,20.13,253,39,10,2.577,0.899,80.63333333,1,13,13,0.5,1,792,1,2,1.25,0,49,0,0,0,47494,0,0,0,EDM,Pacific,Western
2025-2026,20260228,10,PIT,10083,Tristan Jarry,G,ROSTER,30,"6'2""",194,Canada,"Surrey, BC",False,14,0,0,0,9,3,3.0,1,1,0,1,0.0,36,27,8,1,396,323,60,13,0,360,25.71,296,52,12,2.664,0.909,80.65,1,13,13,0.5,1,811,0,0,0.0,0,53,0,0,0,48645,0,0,0,PIT,Metropolitan,Eastern
2025-2026,20260228,10,PIT,10083,Tristan Jarry,G,ROSTER,30,"6'2""",194,Canada,"Surrey, BC",False,14,0,0,0,9,3,3.0,1,1,0,1,0.0,36,27,8,1,396,323,60,13,0,360,25.71,296,52,12,2.664,0.909,80.65,1,13,13,0.5,1,811,0,0,0.0,0,53,0,0,0,48645,0,0,0,PIT,Metropolitan,Eastern
2025-2026,20260228,24,EDM,10083,Tristan Jarry,G,ROSTER,30,"6'2""",194,Canada,"Surrey, BC",False,12,0,0,0,6,4,1.5,1,1,0,0,,40,29,11,0,295,239,47,9,1,255,21.25,210,36,9,3.85,0.864,71.81111111,1,11,11,0.0,0,623,0,0,0.0,0,40,0,0,0,37404,0,0,0,EDM,Pacific,Western
2025-2026,20260228,24,EDM,10083,Tristan Jarry,G,ROSTER,30,"6'2""",194,Canada,"Surrey, BC",False,12,0,0,0,6,4,1.5,1,1,0,0,,40,29,11,0,295,239,47,9,1,255,21.25,210,36,9,3.85,0.864,71.81111111,1,11,11,0.0,0,623,0,0,0.0,0,40,0,0,0,37404,0,0,0,EDM,Pacific,Western
2025-2026,20260228,1,TBL,17380,Jonas Johansson,G,ROSTER,30,"6'4""",205,Sweden,Gävle,False,20,0,0,0,10,8,1.25,0,1,1,1,1.0,58,44,13,1,516,430,75,11,0,458,22.9,386,62,10,3.031,0.888,77.56111111,0,17,19,0.5,2,1148,0,0,0.0,0,74,0,0,0,68886,0,0,0,TBL,Atlantic,Eastern
2025-2026,20260228,20,CHI,30021,Spencer Knight,G,ROSTER,24,"6'3""",193,USA,"Darien, CT",True,40,0,1,1,16,17,0.94,1,7,2,4,0.5,105,87,17,1,1130,949,150,31,3,1025,25.62,862,133,30,2.632,0.907,80.72777778,3,40,40,0.56,8,2394,0,0,0.0,0,155,0,0,0,143642,0,0,0,CHI,Central,Western
