season,snapshot_date,team_id,team,team_abbr,games_played,wins,losses,wl_ratio,gf,ga,gf_pg,ga_pg,gpg_diff,sf_pg,shot_pct,pts,fo_pct,pp,ppg,pp_pct,pk,pkga,pk_pct,st_pct,p,pim,unf_errors,off,def,goal,grit,balance,pyth_win_pct,pyth_wins,wins_above_expected,team_abbr_canon,division,conference,source_file
2024,11/8/2025,18,Nashville Predators,NA,16,5,7,0.71,40,54,2.5,3.38,-0.88,27.38,9.13,14,52,49,7,14.3,50,9,82,96.3,63,135,3.006,26.25,46.88,42.98,40.53,39.16,0.35,5.66,-0.66,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,7,New Jersey Devils,NA,14,10,4,2.5,50,43,3.57,3.07,0.5,28.86,12.38,20,48.1,37,10,27,47,6,87.2,114.2,49,103,2.651,67.2,62.94,55.07,49.98,58.8,0.57,8.05,1.95,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,8,New York Islanders,NA,14,6,6,1,45,49,3.21,3.5,-0.29,30.29,10.61,14,52.4,48,7,14.6,45,10,77.8,92.4,59,149,3.519,49.27,34.38,36.02,52.68,43.09,0.46,6.4,-0.4,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,9,New York Rangers,NA,15,7,6,1.17,35,34,2.33,2.27,0.06,28.4,8.22,16,54.6,39,5,12.8,40,6,85,97.8,47,106,2.287,21.14,77.54,79.03,65.35,60.76,0.51,7.7,-0.7,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,13,Ottawa Senators,NA,14,6,5,1.2,50,54,3.57,3.86,-0.29,28.43,12.56,15,58.9,50,13,26,43,15,65.1,91.1,60,142,3.535,67.27,16.07,17.39,67.48,42.05,0.46,6.45,-0.45,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,6,Philadelphia Flyers,NA,14,8,5,1.6,41,36,2.93,2.57,0.36,25,11.71,17,49.2,44,9,20.5,49,6,87.8,108.3,68,194,3.793,41.69,62.74,69.63,64.6,59.67,0.57,7.91,0.09,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,10,Pittsburgh Penguins,NA,15,9,4,2.25,53,41,3.53,2.73,0.8,27.6,12.8,20,49.9,39,14,35.9,45,7,84.4,120.3,54,143,2.969,72.23,63.22,64.1,24.03,55.9,0.63,9.39,-0.39,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,26,San Jose Sharks,NA,15,6,6,1,50,54,3.33,3.6,-0.27,25.07,13.3,15,48.4,51,10,19.6,48,13,72.9,92.5,54,122,3.038,52.96,32.64,29.63,42.83,39.52,0.46,6.92,-0.92,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,143,Seattle Kraken,NA,13,6,3,2,34,38,2.62,2.92,-0.3,24.38,10.73,16,44.9,40,8,20,34,10,70.6,90.6,41,107,2.792,31.73,45.85,51.67,42.04,42.82,0.45,5.8,0.2,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,17,St. Louis Blues,NA,15,5,8,0.62,41,58,2.73,3.87,-1.14,26.4,10.35,12,49.9,41,9,22,40,12,70,92,49,116,3.065,37.82,23.79,23.29,61.95,36.71,0.33,4.98,0.02,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,1,Tampa Bay Lightning,NA,14,7,5,1.4,43,39,3.07,2.79,0.28,26.71,11.5,16,44.8,48,8,16.7,47,5,89.4,106.1,65,152,3.264,44.05,65.19,64.86,42.78,54.22,0.55,7.67,-0.67,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,12,Toronto Maple Leafs,NA,14,8,5,1.6,52,50,3.71,3.57,0.14,28.07,13.23,17,54.8,34,4,11.8,42,7,83.3,95.1,48,102,2.873,58.29,42.24,38.87,54.81,48.55,0.52,7.27,0.73,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,30,Utah Mammoth,NA,14,9,5,1.8,47,40,3.36,2.86,0.5,29.43,11.41,18,47.1,46,8,17.4,39,9,76.9,94.3,54,130,2.954,54.73,55.16,56.3,29.66,48.96,0.58,8.12,0.88,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,21,Vancouver Canucks,NA,15,7,8,0.88,42,50,2.8,3.33,-0.53,27.07,10.34,14,45.5,47,9,19.1,50,16,68,87.1,58,130,3.04,38.41,33.4,32.93,57.32,40.51,0.41,6.21,0.79,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,142,Vegas Golden Knights,NA,13,7,3,2.33,43,37,3.31,2.85,0.46,28.77,11.5,17,55.4,47,11,23.4,36,8,77.8,101.2,44,102,2.677,58.17,55.28,57.22,46.75,54.35,0.57,7.47,-0.47,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,5,Washington Capitals,NA,14,7,6,1.17,40,34,2.86,2.43,0.43,29.29,9.76,15,47.8,46,7,15.2,44,12,72.7,87.9,56,129,2.81,39.08,56.07,63.93,53.04,53.03,0.58,8.13,-1.13,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/8/2025,2,Winnipeg Jets,NA,14,9,5,1.8,46,35,3.29,2.5,0.79,27.21,12.07,18,52.7,46,10,21.7,57,6,89.5,111.2,65,154,3.147,54.59,74.47,71.67,63.2,65.98,0.63,8.88,0.12,NA,NA,NA,nhl_team_stats_20251108.csv
2024,11/9/2025,29,Anaheim Ducks,NA,14,10,3,3.33,59,45,4.21,3.21,1,30.79,13.69,21,46.6,55,12,21.8,47,12,74.5,96.3,59,147,3.337,82.08,42.46,40.77,65.92,57.81,0.63,8.85,1.15,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,11,Boston Bruins,NA,17,10,7,1.43,57,56,3.35,3.29,0.06,27.06,12.39,20,54,54,12,22.2,64,12,81.2,103.4,81,181,3.409,56.25,45.57,42.1,65.6,52.38,0.51,8.65,1.35,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,15,Buffalo Sabres,NA,15,5,6,0.83,41,49,2.73,3.27,-0.54,28.93,9.45,14,42.8,46,8,17.4,48,5,89.6,107,66,162,3.445,37.03,54.77,51.9,53.41,49.28,0.41,6.16,-1.16,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,23,Calgary Flames,NA,16,4,10,0.4,36,52,2.25,3.25,-1,28.19,7.98,10,46.8,57,7,12.3,57,13,77.2,89.5,75,190,3.666,19.29,38.31,40.67,69.47,41.93,0.32,5.18,-1.18,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,3,Carolina Hurricanes,NA,14,10,4,2.5,54,38,3.86,2.71,1.15,32.43,11.89,20,50.7,39,5,12.8,47,8,83,95.8,60,133,2.933,65.29,65.18,62.91,50.15,60.88,0.67,9.38,0.62,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,20,Chicago Blackhawks,NA,15,7,5,1.4,48,39,3.2,2.6,0.6,25.53,12.53,17,47.2,44,9,20.5,57,10,82.5,103,72,173,3.299,49.32,64.78,63.87,45.19,55.79,0.6,9.04,-2.04,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,22,Colorado Avalanche,NA,15,9,1,9,59,36,3.93,2.4,1.53,34.07,11.55,23,50.4,60,9,15,47,5,89.4,104.4,56,121,2.543,71.63,79.16,78.14,28.72,64.41,0.73,10.93,-1.93,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,19,Columbus Blue Jackets,NA,14,7,7,1,44,45,3.14,3.21,-0.07,32.71,9.61,14,52,34,5,14.7,41,12,70.7,85.4,50,123,2.989,48.86,40.44,40.77,45.33,43.85,0.49,6.85,0.15,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,27,Dallas Stars,NA,15,8,4,2,47,49,3.13,3.27,-0.14,25.8,12.14,19,52.2,55,18,32.7,48,14,70.8,103.5,53,122,2.942,59.64,32.84,37.08,46.01,43.89,0.48,7.17,0.83,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,16,Detroit Red Wings,NA,15,9,6,1.5,45,46,3,3.07,-0.07,28.07,10.69,18,51.5,48,10,20.8,42,6,85.7,106.5,49,112,2.71,46.46,57.18,56.29,29.99,47.48,0.49,7.33,1.67,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,24,Edmonton Oilers,NA,16,6,6,1,47,55,2.94,3.44,-0.5,28.56,10.28,16,52.7,45,15,33.3,44,8,81.8,115.1,45,90,2.505,55.78,44.27,42.66,13.95,39.17,0.42,6.75,-0.75,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,4,Florida Panthers,NA,15,7,7,1,40,45,2.67,3,-0.33,28.67,9.3,15,47.4,57,10,17.5,54,13,75.9,93.4,65,144,3.093,35.89,47.87,46.87,85.6,54.06,0.44,6.63,0.37,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,28,Los Angeles Kings,NA,15,6,5,1.2,42,46,2.8,3.07,-0.27,29.4,9.52,16,49.8,47,8,17,57,13,77.2,94.2,60,135,3.038,39.03,43.62,44.76,45.52,43.23,0.45,6.81,-0.81,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,25,Minnesota Wild,NA,16,6,7,0.86,48,57,3,3.56,-0.56,29.06,10.32,15,47.7,58,18,31,34,10,70.6,101.6,41,107,2.714,57.21,34.41,35.95,47.61,43.8,0.42,6.64,-0.64,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,14,Montreal Canadiens,NA,15,10,3,3.33,57,46,3.8,3.07,0.73,24.87,15.28,22,51.9,43,12,27.9,52,11,78.8,106.7,66,155,3.243,72.07,50.78,48.05,49.21,55.03,0.61,9.08,0.92,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,18,Nashville Predators,NA,17,5,8,0.62,44,59,2.59,3.47,-0.88,27,9.59,14,52.2,53,8,15.1,55,10,81.8,96.9,68,145,3.059,29.29,44.47,39.57,41.87,38.8,0.36,6.08,-1.08,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,7,New Jersey Devils,NA,15,11,4,2.75,52,44,3.47,2.93,0.54,28.53,12.15,22,48.7,39,10,25.6,48,6,87.5,113.1,51,110,2.59,62.73,67.43,60.51,50.47,60.29,0.58,8.76,2.24,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,8,New York Islanders,NA,15,7,6,1.17,50,49,3.33,3.27,0.06,30,11.11,16,52.4,50,8,16,47,10,78.7,94.7,61,153,3.336,52.75,41.25,43.67,51.39,47.26,0.51,7.64,-0.64,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,9,New York Rangers,NA,16,7,7,1,35,39,2.19,2.44,-0.25,28.69,7.63,16,54.2,41,5,12.2,42,7,83.3,95.5,49,110,2.316,17.56,73.15,74.36,61.72,56.7,0.45,7.14,-0.14,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,13,Ottawa Senators,NA,15,7,5,1.4,53,56,3.53,3.73,-0.2,27.4,12.9,17,58.7,52,13,25,45,15,66.7,91.7,64,150,3.453,64.22,19.53,21.56,65.82,42.78,0.47,7.09,-0.09,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,6,Philadelphia Flyers,NA,15,8,5,1.6,43,39,2.87,2.6,0.27,24.8,11.56,18,49,46,9,19.6,51,6,88.2,107.8,72,202,3.724,39.04,63.9,70.46,66.25,59.91,0.55,8.24,-0.24,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,10,Pittsburgh Penguins,NA,16,9,4,2.25,54,42,3.38,2.62,0.76,28,12.05,21,49.4,40,14,35,47,7,85.1,120.1,57,152,2.917,67.82,67.46,68.93,24.75,57.24,0.62,9.99,-0.99,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,26,San Jose Sharks,NA,16,7,6,1.17,53,55,3.31,3.44,-0.13,24.94,13.28,17,48.2,53,10,18.9,53,13,75.5,94.4,59,132,2.997,51.05,38.54,34.94,42.42,41.74,0.48,7.69,-0.69,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,143,Seattle Kraken,NA,14,7,3,2.33,38,41,2.71,2.93,-0.22,24.79,10.95,18,44.8,43,9,20.9,36,11,69.4,90.3,43,111,2.734,35.83,44.39,50.98,38.56,42.44,0.46,6.45,0.55,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,17,St. Louis Blues,NA,16,5,8,0.62,44,62,2.75,3.88,-1.13,25.94,10.6,13,50.3,43,10,23.3,43,13,69.8,93.1,52,122,3.045,39.43,22.37,21.67,64.79,37.06,0.33,5.35,-0.35,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,1,Tampa Bay Lightning,NA,15,8,5,1.6,46,41,3.07,2.73,0.34,26.2,11.7,18,44.7,50,9,18,48,5,89.6,107.6,69,163,3.241,44.36,67.85,68.19,43.38,55.95,0.56,8.38,-0.38,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,12,Toronto Maple Leafs,NA,15,8,6,1.33,55,55,3.67,3.67,0,28.4,12.91,17,54.3,38,6,15.8,43,8,81.4,97.2,51,111,2.934,59.41,37.94,34.9,56.13,47.09,0.5,7.5,0.5,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,30,Utah Mammoth,NA,15,9,6,1.5,49,46,3.27,3.07,0.2,29.27,11.16,18,47.3,48,8,16.7,41,9,78,94.7,56,134,2.967,50.95,51.65,51.35,29.87,45.95,0.53,7.97,1.03,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,21,Vancouver Canucks,NA,16,8,8,1,46,53,2.88,3.31,-0.43,26.94,10.67,16,45.2,50,9,18,53,16,69.8,87.8,63,140,3.048,39.6,34.86,34.23,57.11,41.45,0.43,6.89,1.11,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,142,Vegas Golden Knights,NA,14,7,3,2.33,46,41,3.29,2.93,0.36,29.5,11.14,18,55.4,50,12,24,37,8,78.4,102.4,45,104,2.624,58.7,54.85,56.27,43.92,53.44,0.56,7.81,-0.81,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,5,Washington Capitals,NA,15,7,7,1,42,37,2.8,2.47,0.33,29.33,9.55,15,48.3,47,7,14.9,46,13,71.7,86.6,62,152,3.006,37.1,53.18,62.85,55.23,52.09,0.56,8.44,-1.44,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/9/2025,2,Winnipeg Jets,NA,14,9,5,1.8,46,35,3.29,2.5,0.79,27.21,12.07,18,52.7,46,10,21.7,57,6,89.5,111.2,65,154,3.147,54.34,75.53,72.77,64.64,66.82,0.63,8.88,0.12,NA,NA,NA,nhl_team_stats_20251109.csv
2024,11/10/2025,29,Anaheim Ducks,NA,15,11,3,3.67,63,46,4.2,3.07,1.13,30.13,13.94,23,46.6,59,14,23.7,51,12,76.5,100.2,63,155,3.248,81.8,47.92,45.93,64.85,60.13,0.65,9.78,1.22,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,11,Boston Bruins,NA,17,10,7,1.43,57,56,3.35,3.29,0.06,27.06,12.39,20,54,54,12,22.2,64,12,81.2,103.4,81,181,3.409,56.1,45.15,41.44,66.38,52.27,0.51,8.65,1.35,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,15,Buffalo Sabres,NA,15,5,6,0.83,41,49,2.73,3.27,-0.54,28.93,9.45,14,42.8,46,8,17.4,48,5,89.6,107,66,162,3.445,37.83,55.3,52.17,54.24,49.88,0.41,6.16,-1.16,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,23,Calgary Flames,NA,17,4,11,0.36,36,54,2.12,3.18,-1.06,28.65,7.39,10,47.5,60,7,11.7,61,13,78.7,90.4,79,198,3.589,17.51,41.51,43.37,66.85,42.31,0.31,5.23,-1.23,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,3,Carolina Hurricanes,NA,15,11,4,2.75,59,42,3.93,2.8,1.13,33.4,11.78,22,50,43,6,14,50,9,82,96,64,141,2.95,68.26,62.89,59.99,47.57,59.68,0.66,9.95,1.05,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,20,Chicago Blackhawks,NA,16,8,5,1.6,53,40,3.31,2.5,0.81,25.19,13.15,19,47.3,47,12,25.5,62,10,83.9,109.4,77,183,3.24,56.48,70.4,68.92,44.8,60.15,0.64,10.19,-2.19,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,22,Colorado Avalanche,NA,16,10,1,10,64,40,4,2.5,1.5,33.94,11.79,25,49.8,63,11,17.5,52,6,88.5,106,61,131,2.625,74.52,75.51,75.69,29.58,63.83,0.72,11.51,-1.51,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,19,Columbus Blue Jackets,NA,14,7,7,1,44,45,3.14,3.21,-0.07,32.71,9.61,14,52,34,5,14.7,41,12,70.7,85.4,50,123,2.989,49.06,39.29,39.9,46.02,43.57,0.49,6.85,0.15,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,27,Dallas Stars,NA,16,9,4,2.25,49,50,3.06,3.12,-0.06,25.69,11.92,21,53,58,19,32.8,51,14,72.5,105.3,57,130,2.876,57.96,37.64,42.3,44.42,45.58,0.49,7.84,1.16,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,16,Detroit Red Wings,NA,16,9,7,1.29,46,51,2.88,3.19,-0.31,29.19,9.85,18,51.5,53,10,18.9,45,9,80,98.9,52,118,2.737,43.33,48.16,48.52,30.55,42.64,0.45,7.18,1.82,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,24,Edmonton Oilers,NA,16,6,6,1,47,55,2.94,3.44,-0.5,28.56,10.28,16,52.7,45,15,33.3,44,8,81.8,115.1,45,90,2.505,56.31,43.69,42.21,14.39,39.15,0.42,6.75,-0.75,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,4,Florida Panthers,NA,15,7,7,1,40,45,2.67,3,-0.33,28.67,9.3,15,47.4,57,10,17.5,54,13,75.9,93.4,65,144,3.093,36.79,47.5,46.37,86.5,54.29,0.44,6.63,0.37,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,28,Los Angeles Kings,NA,16,7,5,1.4,45,48,2.81,3,-0.19,29.25,9.62,18,49.8,51,9,17.6,59,14,76.3,93.9,62,139,2.944,40.45,44.63,46.14,41.29,43.13,0.47,7.48,-0.48,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,25,Minnesota Wild,NA,17,7,7,1,50,57,2.94,3.35,-0.41,28.47,10.33,17,47.4,62,18,29,37,10,73,102,44,113,2.622,53.81,41.18,42.7,45.02,45.68,0.44,7.4,-0.4,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,14,Montreal Canadiens,NA,15,10,3,3.33,57,46,3.8,3.07,0.73,24.87,15.28,22,51.9,43,12,27.9,52,11,78.8,106.7,66,155,3.243,71.15,50.69,47.74,49.96,54.88,0.61,9.08,0.92,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,18,Nashville Predators,NA,17,5,8,0.62,44,59,2.59,3.47,-0.88,27,9.59,14,52.2,53,8,15.1,55,10,81.8,96.9,68,145,3.059,30.28,43.92,38.86,42.54,38.9,0.36,6.08,-1.08,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,7,New Jersey Devils,NA,15,11,4,2.75,52,44,3.47,2.93,0.54,28.53,12.15,22,48.7,39,10,25.6,48,6,87.5,113.1,51,110,2.59,62.45,68.8,61.25,51.22,60.93,0.58,8.76,2.24,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,8,New York Islanders,NA,15,7,6,1.17,50,49,3.33,3.27,0.06,30,11.11,16,52.4,50,8,16,47,10,78.7,94.7,61,153,3.336,52.67,40.45,43.14,52.24,47.13,0.51,7.64,-0.64,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,9,New York Rangers,NA,16,7,7,1,35,39,2.19,2.44,-0.25,28.69,7.63,16,54.2,41,5,12.2,42,7,83.3,95.5,49,110,2.316,19.14,74.91,75.92,62.44,58.1,0.45,7.14,-0.14,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,13,Ottawa Senators,NA,16,8,5,1.6,57,58,3.56,3.62,-0.06,27.25,13.07,19,58.9,54,13,24.1,46,15,67.4,91.5,66,154,3.333,63.51,21.05,24.6,66.57,43.93,0.49,7.87,0.13,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,6,Philadelphia Flyers,NA,15,8,5,1.6,43,39,2.87,2.6,0.27,24.8,11.56,18,49,46,9,19.6,51,6,88.2,107.8,72,202,3.724,39.56,65.25,71.81,67.16,60.95,0.55,8.24,-0.24,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,10,Pittsburgh Penguins,NA,17,9,5,1.8,56,45,3.29,2.65,0.64,28.29,11.64,21,49.4,42,15,35.7,51,8,84.3,120,61,160,2.911,66.3,67.38,68.3,25.77,56.94,0.61,10.31,-1.31,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,26,San Jose Sharks,NA,16,7,6,1.17,53,55,3.31,3.44,-0.13,24.94,13.28,17,48.2,53,10,18.9,53,13,75.5,94.4,59,132,2.997,50.88,37.36,33.75,43.12,41.28,0.48,7.69,-0.69,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,143,Seattle Kraken,NA,15,7,4,1.75,39,43,2.6,2.87,-0.27,25.2,10.32,18,44.2,46,9,19.6,39,12,69.2,88.8,47,119,2.71,32.84,45.05,52.34,40.77,42.75,0.45,6.76,0.24,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,17,St. Louis Blues,NA,16,5,8,0.62,44,62,2.75,3.88,-1.13,25.94,10.6,13,50.3,43,10,23.3,43,13,69.8,93.1,52,122,3.045,40.18,19.72,19.66,65.55,36.27,0.33,5.35,-0.35,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,1,Tampa Bay Lightning,NA,15,8,5,1.6,46,41,3.07,2.73,0.34,26.2,11.7,18,44.7,50,9,18,48,5,89.6,107.6,69,163,3.241,44.62,69.44,69.46,44.09,56.9,0.56,8.38,-0.38,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,12,Toronto Maple Leafs,NA,16,8,7,1.14,59,60,3.69,3.75,-0.06,27.88,13.23,17,54.7,41,7,17.1,47,9,80.9,98,56,121,2.995,60.09,34.24,30.59,56.28,45.3,0.49,7.87,0.13,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,30,Utah Mammoth,NA,16,9,7,1.29,51,50,3.19,3.12,0.07,29.38,10.85,18,46.7,49,8,16.3,43,9,79.1,95.4,59,140,2.951,48.63,51.82,50.76,28.19,44.85,0.51,8.18,0.82,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,21,Vancouver Canucks,NA,17,8,8,1,50,58,2.94,3.41,-0.47,27.29,10.78,17,46.2,55,10,18.2,56,18,67.9,86.1,66,146,3.053,42.34,28.69,28.04,57.13,39.05,0.43,7.25,0.75,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,142,Vegas Golden Knights,NA,14,7,3,2.33,46,41,3.29,2.93,0.36,29.5,11.14,18,55.4,50,12,24,37,8,78.4,102.4,45,104,2.624,58.71,55.03,56.6,44.57,53.73,0.56,7.81,-0.81,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,5,Washington Capitals,NA,15,7,7,1,42,37,2.8,2.47,0.33,29.33,9.55,15,48.3,47,7,14.9,46,13,71.7,86.6,62,152,3.006,37.79,53.2,63.34,55.96,52.57,0.56,8.44,-1.44,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/10/2025,2,Winnipeg Jets,NA,15,9,6,1.5,47,39,3.13,2.6,0.53,27,11.6,18,52.8,50,10,20,61,8,86.9,106.9,69,162,3.147,48.65,72.22,68.2,63.98,63.26,0.59,8.88,0.12,NA,NA,NA,nhl_team_stats_20251110.csv
2024,11/11/2025,29,Anaheim Ducks,NA,15,11,3,3.67,63,46,4.2,3.07,1.13,30.13,13.94,23,46.6,59,14,23.7,51,12,76.5,100.2,63,155,3.248,82.83,48.3,45.99,65.84,60.74,0.65,9.78,1.22,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,11,Boston Bruins,NA,17,10,7,1.43,57,56,3.35,3.29,0.06,27.06,12.39,20,54,54,12,22.2,64,12,81.2,103.4,81,181,3.409,56.17,45.64,41.67,66.77,52.56,0.51,8.65,1.35,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,15,Buffalo Sabres,NA,15,5,6,0.83,41,49,2.73,3.27,-0.54,28.93,9.45,14,42.8,46,8,17.4,48,5,89.6,107,66,162,3.445,37.07,56.07,52.86,54.72,50.18,0.41,6.16,-1.16,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,23,Calgary Flames,NA,17,4,11,0.36,36,54,2.12,3.18,-1.06,28.65,7.39,10,47.5,60,7,11.7,61,13,78.7,90.4,79,198,3.589,15.92,41.74,43.49,67.49,42.16,0.31,5.23,-1.23,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,3,Carolina Hurricanes,NA,15,11,4,2.75,59,42,3.93,2.8,1.13,33.4,11.78,22,50,43,6,14,50,9,82,96,64,141,2.95,68.66,63.44,60.23,47.81,60.04,0.66,9.95,1.05,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,20,Chicago Blackhawks,NA,16,8,5,1.6,53,40,3.31,2.5,0.81,25.19,13.15,19,47.3,47,12,25.5,62,10,83.9,109.4,77,183,3.24,56.62,70.9,69.05,44.61,60.3,0.64,10.19,-2.19,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,22,Colorado Avalanche,NA,16,10,1,10,64,40,4,2.5,1.5,33.94,11.79,25,49.8,63,11,17.5,52,6,88.5,106,61,131,2.625,75.15,76.05,76.14,29.03,64.09,0.72,11.51,-1.51,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,19,Columbus Blue Jackets,NA,15,7,7,1,48,50,3.2,3.33,-0.13,31.8,10.06,15,51.9,36,5,13.9,42,12,71.4,85.3,54,134,3.087,48.36,34.42,37.73,42.83,40.84,0.48,7.2,-0.2,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,27,Dallas Stars,NA,16,9,4,2.25,49,50,3.06,3.12,-0.06,25.75,11.89,21,53,58,19,32.8,51,14,72.5,105.3,57,130,2.876,58.12,37.6,42.27,44.09,45.52,0.49,7.84,1.16,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,16,Detroit Red Wings,NA,16,9,7,1.29,46,51,2.88,3.19,-0.31,29.19,9.85,18,51.5,53,10,18.9,45,9,80,98.9,52,118,2.737,42.78,48.56,48.91,29.8,42.51,0.45,7.18,1.82,NA,NA,NA,nhl_team_stats_20251111.csv
2024,11/11/2025,24,Edmonton Oilers,NA,17,7,6,1.17,52,59,3.06,3.47,-0.41,28.29,10.81,18,52.4,46,15,32.6,46,8,82.6,115.2,50,103,2.6,58.31,44.21,42.62,20.7,41.46,0.44,7.44,-0.44,NA,NA,NA,nhl_team_stats_20251111.csv
