RANK,PLAYER,NATION,POSITION,SQUAD,AGE,YEAR_BORN,MP,STARTS,PCT_STARTS,MINUTES,90_MINS,G,GPG,A,APG,PTS,PTSPG,G_PK,G_REG,PK,PK_ATT,CRDY,CRDR,TOT_CRDS,XG,XGPG,NPXG,XAG,NPXG_XAG,PRGC,PRGP,PRGR
55,Danielle Colaprico,us USA,MF,Dash,32-070,1993,13,13,1,1064,11.8,0,0,0,0,0,0,0,0,0,0,2,0,2,0.4,0.030769231,0.4,0.1,0.5,2,32,4
57,Alana Cook,us USA,DF,Current,28-095,1997,7,7,1,586,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
58,Ava Cook,us USA,FW,Chicago Stars,25-010,2000,6,0,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,5
59,Sofia Cook,us USA,"MF,FW",Gotham FC,20-342,2004,5,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.1,0,0.1,4,6,6
62,Brooklyn Courtnall,ca CAN,"DF,FW",Courage,22-199,2002,2,0,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
63,Ana-Maria Crnogor?evi?,ch SUI,"FW,MF",Reign,34-285,1990,9,5,0.555555556,366,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.066666667,0.6,0,0.6,8,10,16
64,McKinley Crone,,GK,Pride,,,1,0,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Chardonnay Curran,us USA,"MF,FW",Chicago Stars,25-331,1999,6,0,0,79,0.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.033333333,0.2,0,0.2,3,3,7
66,Madison Curry,us USA,DF,Reign,24-173,2001,13,11,0.846153846,979,10.9,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.007692308,0.1,0.4,0.5,16,40,44
68,Abby Dahlkemper,us USA,DF,Bay FC,32-063,1993,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,2,0,2,0.8,0.061538462,0.8,0.3,1.1,2,38,2
69,Daiane,br BRA,DF,Thorns,27-311,1997,1,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Tierna Davidson,us USA,DF,Gotham FC,26-300,1998,3,3,1,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.066666667,0.2,0,0.2,3,12,0
75,Margie Detrizio,,MF,Spirit,,,2,0,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Claudia Dickey,us USA,GK,Reign,25-190,2000,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Marisa DiGrande,us USA,MF,Louisville,28-160,1997,10,3,0.3,371,4.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1,0.01,0.1,0.3,0.4,2,17,9
79,Makenzy Doniak,us USA,"FW,MF",Wave,31-140,1994,8,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0625,0.5,0.3,0.8,7,8,17
80,Imani Dorsey,us USA,DF,Royals,29-116,1996,7,1,0.142857143,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11
82,Julie Dufour,fr FRA,"FW,MF",Angel City,24-047,2001,9,4,0.444444444,369,4.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,0.8,9,10,18
83,Kiley Dulaney,,DF,Spirit,,,1,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,Evelina Duljan,se SWE,"FW,MF",Dash,22-064,2003,7,2,0.285714286,208,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.014285714,0.1,0.1,0.2,7,9,18
85,Caprice Dydasco,us USA,DF,Bay FC,31-330,1993,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0.2,0.015384615,0.2,1.1,1.4,22,63,38
87,Favour Emmanuel,ng NGA,MF,Wave,22-311,2002,2,1,0.5,69,0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
89,Bayley Feist,us USA,"MF,FW",Current,28-123,1997,7,0,0,78,0.9,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,6,4
94,Lauren Flynn,us USA,DF,Royals,23-054,2002,7,6,0.857142857,581,6.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0
95,Dana Foederer,nl NED,MF,Royals,22-353,2002,13,9,0.692307692,800,8.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.015384615,0.2,0.3,0.5,3,25,15
97,Macey Fraser,nz NZL,FW,Royals,23-004,2002,5,2,0.4,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.04,0.2,0,0.2,0,8,7
98,Mandy Freeman,us USA,DF,Gotham FC,30-114,1995,9,6,0.666666667,611,6.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.2,0.2,6,28,6
100,Jordan Fusco,us USA,MF,Wave,21-307,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Justina Gaynor,us USA,DF,Chicago Stars,23-206,2001,2,1,0.5,72,0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1,0.1,0,2,0
105,Hanna Glas,se SWE,FW,Reign,32-090,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Sarah Gorden,us USA,DF,Angel City,32-305,1992,13,13,1,1154,12.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.1,11,57,1
112,Ana María Guzmán,co COL,"DF,FW",Royals,20-034,2005,5,0,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
113,Madison Hammond,us USA,MF,Angel City,27-242,1997,12,2,0.166666667,358,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.025,0.3,0.1,0.4,2,24,9
116,Khyah Harper,us USA,"MF,FW",Gotham FC,22-334,2002,6,0,0,71,0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,13
117,Josefine Hasbo,dk DEN,MF,Gotham FC,23-237,2001,1,0,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
118,Ella Hase,us USA,"DF,FW",Louisville,23-003,2002,10,4,0.4,459,5.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1,0.01,0.1,0.4,0.6,6,13,24
120,Manaka Hayashi,jp JPN,MF,Chicago Stars,20-333,2004,6,3,0.5,257,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.016666667,0.1,0.2,0.3,3,4,4
122,Hal Hershfelt,us USA,MF,Spirit,22-285,2002,6,4,0.666666667,374,4.2,0,0,0,0,0,0,0,0,0,0,2,0,2,0.4,0.066666667,0,0.2,0.2,2,21,5
123,Samantha Hiatt,us USA,DF,Thorns,27-190,1998,10,10,1,900,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3,0.03,0.3,0.2,0.5,0,34,2
125,Sophie Hirst,us USA,"MF,FW",Thorns,25-140,2000,3,0,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
131,Kelli Hubly,us USA,DF,Bay FC,30-340,1994,3,2,0.666666667,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.066666667,0.2,0,0.3,0,4,0
136,Simone Jackson,us USA,MF,Pride,22-168,2003,1,0,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
137,Natalie Jacobs,us USA,DF,Dash,27-333,1997,10,9,0.9,818,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0.2,0.2,0.4,5,31,6
138,Angharad James,wls WAL,MF,Reign,31-044,1994,10,9,0.9,755,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.1,0.6,0.7,0,21,12
140,Mwanalima Jereko,ke KEN,MF,Current,27-314,1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,Hannah Johnson,us USA,DF,Angel City,22-145,2003,1,0,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
142,Micayla Johnson,us USA,"MF,FW",Chicago Stars,17-178,2008,10,0,0,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0.2,0.2,0.3,5,3,8
143,Sydney Jones,,FW,Royals,,,1,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
147,Savannah King,us USA,DF,Angel City,20-158,2005,8,8,1,708,7.9,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.0125,0.1,0,0.1,1,11,0
148,Aubrey Kingsbury,us USA,GK,Spirit,33-237,1991,12,12,1,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
149,Cecelia Kizer,us USA,MF,Gotham FC,28-007,1997,3,0,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
154,Natalia Kuikka,fi FIN,DF,Chicago Stars,29-226,1995,3,2,0.666666667,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.033333333,0.1,0,0.1,4,9,0
158,Rose Lavelle,us USA,MF,Gotham FC,30-062,1995,3,1,0.333333333,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.066666667,0.2,0,0.2,1,8,5
160,Ally Lemos,us USA,MF,Pride,21-133,2004,13,4,0.307692308,486,5.4,0,0,0,0,0,0,0,0,0,0,3,0,3,0.5,0.038461538,0.5,0.3,0.8,3,35,15
162,Katie Lind,us USA,DF,Dash,31-150,1994,12,12,1,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.058333333,0.7,0.6,1.3,0,14,0
164,Alex Loera,us USA,MF,Royals,26-026,1999,1,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
165,Mary Long,us USA,FW,Current,18-172,2007,4,0,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7
167,Lorena,br BRA,GK,Current,28-070,1997,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Katie Lund,us USA,GK,Louisville,28-230,1996,6,6,1,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Tyler Lussi,us USA,"FW,MF",Courage,30-170,1995,8,4,0.5,374,4.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.125,1,0.3,1.4,6,13,33
173,Sandy MacIver,sct SCO,GK,Spirit,27-027,1998,1,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Halle Mackiewicz,us USA,GK,Chicago Stars,23-294,2001,4,3,0.75,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Maiara,br BRA,MF,Angel City,20-338,2004,1,0,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0
176,Taylor Malham,us USA,DF,Chicago Stars,26-056,1999,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0.1,0.007692308,0.1,0.2,0.3,11,26,22
179,Lacho Marta,ao ANG,"DF,FW",Current,26-121,1999,5,1,0.2,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.1,0.1,0.2,3,4,8
181,Brianna Martinez,us USA,FW,Pride,25-084,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
182,Emily Mason,us USA,DF,Reign,22-265,2002,8,2,0.25,244,2.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,3
184,Sophia Mattice,us USA,"DF,MF",Angel City,23-020,2002,3,0,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
185,Ainsley Mccammon,us USA,MF,Reign,17-333,2007,7,3,0.428571429,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.014285714,0.1,0,0.1,0,12,2
186,Savannah McCaskill,us USA,MF,Wave,28-349,1996,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2,0.015384615,0.2,0.3,0.4,4,80,13
187,Phoebe McClernon,us USA,DF,Reign,27-214,1997,13,13,1,1159,12.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.015384615,0.2,0,0.3,1,21,0
189,Mallie McKenzie,us USA,DF,Thorns,24-244,2000,11,3,0.272727273,402,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,8,4
191,Quincy McMahon,us USA,DF,Wave,21-292,2003,4,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.025,0.1,0,0.1,1,0,1
193,Emily Menges,us USA,DF,Bay FC,32-352,1992,5,3,0.6,260,2.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,17,0
199,Paige Monaghan,us USA,"DF,FW",Royals,28-244,1996,4,2,0.5,161,1.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3
201,Nérilia Mondésir,ht HAI,"FW,MF",Reign,26-179,1999,8,4,0.5,371,4.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8,0.1,0.8,0.1,0.9,12,10,29
202,Anna Moorhouse,eng ENG,GK,Pride,30-107,1995,13,13,1,1130,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
203,Madeline Moreau,us USA,"DF,MF",Bay FC,24-222,2000,4,2,0.5,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.025,0.1,0.2,0.3,4,1,5
205,Miyabi Moriya,jp JPN,DF,Angel City,28-327,1996,12,3,0.25,470,5.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1,0.008333333,0.1,0.8,0.9,1,22,15
210,Casey Murphy,us USA,GK,Courage,29-081,1996,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,Alyssa Naeher,us USA,GK,Chicago Stars,37-086,1988,10,10,1,899,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Aria Nagai,,MF,Royals,,,1,0,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
213,Leilanni Nesbeth,bm BER,"FW,MF",Chicago Stars,23-363,2001,4,0,0,60,0.7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,4
215,Stella Nyamekye,gh GHA,MF,Gotham FC,19-300,2005,2,0,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Isabella Obaze,dk DEN,DF,Thorns,22-258,2002,9,9,1,748,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.011111111,0.1,0.2,0.3,3,18,3
220,Diana Ordoñez,mx MEX,FW,Dash,23-292,2001,3,1,0.333333333,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.166666667,0.5,0,0.5,1,1,1
221,Asisat Oshoala,ng NGA,FW,Bay FC,30-279,1994,11,5,0.454545455,447,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9,0.081818182,0.9,0.3,1.2,6,8,30
226,Casey Phair,kr KOR,"FW,MF",Angel City,18-016,2007,5,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,1,2
229,Elli Pikkujämsä,fi FIN,MF,Louisville,25-264,1999,1,0,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,Madison Pogarch,us USA,DF,Royals,27-252,1997,13,4,0.307692308,579,6.4,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.007692308,0.1,0.2,0.3,7,19,10
234,Nichelle Prince,ca CAN,"FW,MF",Current,30-146,1995,9,3,0.333333333,340,3.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4,0.044444444,0.4,0.3,0.8,14,2,31
235,Sarah Puntigam,at AUT,MF,Dash,32-275,1992,6,1,0.166666667,127,1.4,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,7,5
236,Margaret Purce,us USA,"MF,FW",Gotham FC,29-300,1995,9,3,0.333333333,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.033333333,0.3,0.3,0.7,15,9,32
237,Nuria Rábano,es ESP,DF,Royals,26-030,1999,10,9,0.9,611,6.8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0.3,0.3,7,15,4
238,Rafaelle,br BRA,DF,Pride,34-027,1991,2,2,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
242,KK Ream,us USA,"FW,MF",Royals,16-008,2009,7,1,0.142857143,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.057142857,0.4,0.1,0.6,2,0,5
243,Megan Reid,us USA,DF,Angel City,29-097,1996,11,5,0.454545455,487,5.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.018181818,0.2,0.1,0.3,0,11,1
245,Chloe Ricketts,us USA,"MF,FW",Spirit,18-053,2007,7,2,0.285714286,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.014285714,0.1,0,0.1,0,3,3
246,Kaleigh Riehl,us USA,DF,Royals,28-267,1996,2,0,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
247,Cari Roccaro,us USA,"DF,MF",Chicago Stars,30-362,1994,13,13,1,1142,12.7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,15,1
248,Trinity Rodman,us USA,"FW,MF",Spirit,23-056,2002,4,1,0.25,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.1,0.5,8,1,19
250,Raquel Rodríguez,cr CRC,MF,Current,31-260,1993,10,4,0.4,456,5.1,0,0,0,0,0,0,0,0,0,0,3,0,3,0.1,0.01,0.1,0.2,0.3,2,28,4
252,Emily Sams,us USA,DF,Pride,26-014,1999,13,12,0.923076923,1103,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,17,68,9
257,Sophie Schmidt,ca CAN,MF,Dash,37-017,1988,5,3,0.6,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.04,0.2,0.4,0.6,0,7,2
264,Jamie Shepherd,us USA,MF,Bay FC,24-279,2000,6,0,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
265,Kailen Sheridan,ca CAN,GK,Wave,29-364,1995,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
266,Jordan Silkowitz,us USA,GK,Bay FC,25-110,2000,11,11,1,990,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
267,Jéssica Silva,pt POR,"MF,DF",Gotham FC,30-216,1994,3,1,0.333333333,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.266666667,0.8,0,0.8,3,3,4
268,Abby Smith,us USA,GK,Dash,31-284,1993,5,5,1,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Aisha Solórzano,gt GUA,FW,Royals,27-093,1998,8,4,0.5,380,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0125,0.1,0.7,0.9,2,10,16
272,Emily Sonnett,us USA,DF,Gotham FC,31-232,1993,13,13,1,1170,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.038461538,0.5,0.2,0.7,7,40,6
273,Alexa Spaanstra,us USA,"FW,MF",Thorns,25-164,2000,8,1,0.125,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0375,0.3,0,0.3,3,8,14
277,Heather Stainbrook,us USA,MF,Spirit,24-123,2001,7,4,0.571428571,282,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.014285714,0.1,0,0.1,1,6,1
278,Talia Staude,us USA,DF,Courage,24-086,2001,7,7,1,616,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.057142857,0.4,0.1,0.4,5,34,5
280,Kylie Strom,us USA,DF,Pride,33-119,1992,12,12,1,1062,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.008333333,0.1,0.2,0.3,7,48,3
282,Kysha Sylla,fr FRA,"DF,MF",Spirit,21-161,2004,9,0,0,141,1.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0
284,Ana Tejada,es ESP,"DF,MF",Royals,23-043,2002,12,12,1,1036,11.5,0,0,0,0,0,0,0,0,0,0,5,1,6,0.1,0.008333333,0.1,0.3,0.4,3,31,6
287,Janni Thomsen,dk DEN,DF,Royals,25-149,2000,13,11,0.846153846,973,10.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8,0.061538462,0.8,0.3,1.2,30,24,36
290,Kaitlyn Torpey,au AUS,DF,Thorns,25-120,2000,10,10,1,772,8.6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0.6,0.7,8,27,19
291,Taryn Torres,us USA,MF,Gotham FC,26-083,1999,11,7,0.636363636,643,7.1,0,0,0,0,0,0,0,0,0,0,3,0,3,0.2,0.018181818,0.2,0.1,0.4,5,24,4
293,Olivia Van der Jagt,us USA,MF,Reign,25-359,1999,3,0,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
294,Kiki Van Zanten,jm JAM,MF,Dash,23-324,2001,5,1,0.2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.06,0.3,0.2,0.5,1,6,7
296,Viviana Villacorta,us USA,"MF,DF",Pride,26-163,1999,4,0,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
299,Dani Weatherholt,us USA,"DF,MF",Courage,31-120,1994,3,0,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
302,Christen Westphal,us USA,DF,Dash,31-316,1993,8,7,0.875,529,5.9,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0.1,0.1,6,28,7
303,Ellie Wheeler,us USA,"DF,MF",Current,23-213,2001,12,8,0.666666667,739,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.041666667,0.5,0,0.5,9,16,14
304,Mak Whitham,us USA,"MF,FW",Gotham FC,14-353,2010,6,0,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.033333333,0.2,0,0.2,1,1,7
305,Kate Wiesner,us USA,MF,Spirit,24-154,2001,1,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
