"MATCH_ID","Team","Opponent","Venue","xG","xG_Opp","Goals","OppGoals","Win_Flag","Draw_Flag","xG_Diff","Home_Flag","Pred_Win_Prob_basic","Pred_Win_Prob_home"
51,"Bay FC","Red Stars","AWAY",1,1.8,1,2,0,0,-0.8,0,0.248543959860245,0.248543959860245
52,"Reign","Current","AWAY",0.2,1.2,0,0,0,1,-1,0,0.215207328329425,0.215207328329425
53,"Wave","Royals","AWAY",2.4,0.7,2,0,1,0,1.7,0,0.774939529452288,0.774939529452288
54,"Dash","Gotham FC","AWAY",0.2,2.4,0,1,0,0,-2.2,0,0.0817828804466562,0.0817828804466562
55,"Pride","Bay FC","AWAY",2,1,1,0,1,0,1,0,0.641166204350392,0.641166204350392
56,"Louisville","Spirit","AWAY",1.4,0.9,1,2,0,0,0.5,0,0.527937776950742,0.527937776950742
57,"Red Stars","Royals","AWAY",2.6,1.1,3,1,1,0,1.5,0,0.740581128544693,0.740581128544693
58,"Angel City","Dash","AWAY",0.9,1.1,0,1,0,0,-0.2,0,0.367229952863915,0.367229952863915
59,"Wave","Gotham FC","AWAY",1.4,1.6,1,1,0,1,-0.2,0,0.367229952863915,0.367229952863915
60,"Current","Courage","AWAY",2.9,0.3,1,0,1,0,2.6,0,0.888926959457115,0.888926959457115
61,"Thorns","Reign","AWAY",1.4,0.8,4,0,1,0,0.6,0,0.551214747043787,0.551214747043787
62,"Dash","Thorns","AWAY",1.1,2.8,0,2,0,0,-1.7,0,0.124574713149773,0.124574713149773
63,"Bay FC","Wave","AWAY",0.4,1.5,2,1,1,0,-1.1,0,0.199802364133541,0.199802364133541
64,"Spirit","Angel City","AWAY",2.7,1.4,4,2,1,0,1.3,0,0.702987828529655,0.702987828529655
65,"Courage","Royals","AWAY",3.1,0.2,1,0,1,0,2.9,0,0.913801778227892,0.913801778227892
66,"Reign","Pride","AWAY",1.6,1.4,2,3,0,0,0.2,0,0.457783392069402,0.457783392069402
67,"Gotham FC","Red Stars","AWAY",1.9,1.2,2,1,1,0,0.7,0,0.574269512671443,0.574269512671443
68,"Current","Louisville","AWAY",2,0.5,3,3,0,1,1.5,0,0.740581128544693,0.740581128544693
69,"Pride","Thorns","AWAY",2.4,2.5,2,1,1,0,-0.1,0,0.3892641211852,0.3892641211852
70,"Angel City","Wave","AWAY",1.1,1.9,0,0,0,1,-0.8,0,0.248543959860245,0.248543959860245
71,"Spirit","Reign","AWAY",2.2,1,3,2,1,0,1.2,0,0.683056510732473,0.683056510732473
72,"Red Stars","Louisville","AWAY",1.4,2.1,0,1,0,0,-0.7,0,0.26645557566802,0.26645557566802
73,"Bay FC","Gotham FC","AWAY",0.8,2.1,0,2,0,0,-1.3,0,0.171511199420616,0.171511199420616
74,"Dash","Courage","AWAY",1.7,1,3,0,1,0,0.7,0,0.574269512671443,0.574269512671443
75,"Royals","Current","AWAY",0.3,3.9,0,1,0,0,-3.6,0,0.0234229143356088,0.0234229143356088
76,"Gotham FC","Angel City","AWAY",1.9,0.5,2,1,1,0,1.4,0,0.722175549795043,0.722175549795043
77,"Royals","Spirit","AWAY",0.8,1.4,0,1,0,0,-0.6,0,0.285168162605529,0.285168162605529
78,"Red Stars","Bay FC","AWAY",1.2,3.2,1,2,0,0,-2,0,0.0970061616146299,0.0970061616146299
79,"Wave","Pride","AWAY",1,0.6,1,1,0,1,0.4,0,0.504538692941293,0.504538692941293
80,"Louisville","Dash","AWAY",1.3,1.5,2,0,1,0,-0.2,0,0.367229952863915,0.367229952863915
81,"Current","Reign","AWAY",2.9,1.9,5,2,1,0,1,0,0.641166204350392,0.641166204350392
82,"Thorns","Courage","AWAY",1.4,0.4,1,0,1,0,1,0,0.641166204350391,0.641166204350391
83,"Louisville","Gotham FC","AWAY",0.4,1.2,0,2,0,0,-0.8,0,0.248543959860245,0.248543959860245
84,"Current","Red Stars","AWAY",2.2,0.3,2,2,0,1,1.9,0,0.805939792888375,0.805939792888375
85,"Spirit","Wave","AWAY",1.5,1,1,1,0,1,0.5,0,0.527937776950742,0.527937776950742
86,"Courage","Pride","AWAY",1,2,0,0,0,1,-1,0,0.215207328329425,0.215207328329425
87,"Reign","Thorns","AWAY",0.5,0.7,0,0,0,1,-0.2,0,0.367229952863915,0.367229952863915
88,"Dash","Angel City","AWAY",0.7,2,0,0,0,1,-1.3,0,0.171511199420616,0.171511199420616
89,"Bay FC","Royals","AWAY",0.8,0.8,0,1,0,0,0,0,0.411760054732995,0.411760054732995
90,"Gotham FC","Wave","AWAY",0.9,0.3,2,1,1,0,0.6,0,0.551214747043787,0.551214747043787
91,"Angel City","Louisville","AWAY",1.5,2,3,2,1,0,-0.5,0,0.304649114812119,0.304649114812119
92,"Dash","Wave","AWAY",0.6,0.5,0,0,0,1,0.1,0,0.434630859384672,0.434630859384672
93,"Pride","Royals","AWAY",3.9,0.4,6,0,1,0,3.5,0,0.948983303939312,0.948983303939312
94,"Thorns","Current","AWAY",0.7,2.2,1,4,0,0,-1.5,0,0.146492579593281,0.146492579593281
95,"Reign","Louisville","AWAY",2,0.7,1,1,0,1,1.3,0,0.702987828529655,0.702987828529655
96,"Gotham FC","Spirit","AWAY",1.2,1.6,0,2,0,0,-0.4,0,0.324856094452748,0.324856094452748
97,"Courage","Red Stars","AWAY",1.2,0.7,3,1,1,0,0.5,0,0.527937776950742,0.527937776950742
98,"Bay FC","Angel City","AWAY",1.1,1.2,1,0,1,0,-0.0999999999999999,0,0.3892641211852,0.3892641211852
99,"Louisville","Bay FC","AWAY",0.5,1.2,0,1,0,0,-0.7,0,0.26645557566802,0.26645557566802
100,"Wave","Red Stars","AWAY",2.1,1.7,0,3,0,0,0.4,0,0.504538692941294,0.504538692941294
101,"Current","Dash","AWAY",3.1,0.3,2,0,1,0,2.8,0,0.906128284801856,0.906128284801856
102,"Spirit","Courage","AWAY",1.3,0.4,0,1,0,0,0.9,0,0.619332746889916,0.619332746889916
103,"Gotham FC","Reign","AWAY",1.1,0.7,1,1,0,1,0.4,0,0.504538692941294,0.504538692941294
104,"Angel City","Pride","AWAY",1.2,2.4,0,3,0,0,-1.2,0,0.185239835812875,0.185239835812875
105,"Royals","Thorns","AWAY",1.8,0.9,0,0,0,1,0.9,0,0.619332746889916,0.619332746889916
106,"Red Stars","Dash","AWAY",0.9,0.8,1,0,1,0,0.1,0,0.434630859384672,0.434630859384672
107,"Current","Pride","AWAY",1.4,2.1,1,2,0,0,-0.7,0,0.26645557566802,0.26645557566802
108,"Thorns","Wave","AWAY",2.4,1,1,0,1,0,1.4,0,0.722175549795043,0.722175549795043
109,"Reign","Royals","AWAY",2.4,1.6,1,1,0,1,0.8,0,0.59700580688996,0.59700580688996
110,"Courage","Louisville","AWAY",1.9,0.8,3,1,1,0,1.1,0,0.66242994510484,0.66242994510484
111,"Angel City","Gotham FC","AWAY",1.6,2.6,1,2,0,0,-1,0,0.215207328329425,0.215207328329425
112,"Bay FC","Spirit","AWAY",1.4,2.4,0,3,0,0,-1,0,0.215207328329425,0.215207328329425
113,"Wave","Angel City","AWAY",0.9,2.7,1,2,0,0,-1.8,0,0.114709141642242,0.114709141642242
114,"Gotham FC","Thorns","AWAY",1,0.4,2,0,1,0,0.6,0,0.551214747043787,0.551214747043787
115,"Dash","Pride","AWAY",1.3,2.6,0,1,0,0,-1.3,0,0.171511199420616,0.171511199420616
116,"Louisville","Red Stars","AWAY",2,0.6,3,1,1,0,1.4,0,0.722175549795043,0.722175549795043
117,"Royals","Bay FC","AWAY",0.8,1.4,2,1,1,0,-0.6,0,0.285168162605529,0.285168162605529
118,"Spirit","Current","AWAY",0.6,0.9,4,1,1,0,-0.3,0,0.345736961895435,0.345736961895435
119,"Reign","Courage","AWAY",2.1,0.4,1,0,1,0,1.7,0,0.774939529452288,0.774939529452288
120,"Thorns","Bay FC","AWAY",1.1,2.3,1,3,0,0,-1.2,0,0.185239835812876,0.185239835812876
121,"Louisville","Reign","AWAY",2,1,2,3,0,0,1,0,0.641166204350392,0.641166204350392
122,"Angel City","Red Stars","AWAY",1.4,1.3,2,1,1,0,0.0999999999999999,0,0.434630859384672,0.434630859384672
123,"Courage","Current","AWAY",1.4,2.2,2,1,1,0,-0.8,0,0.248543959860245,0.248543959860245
124,"Pride","Gotham FC","AWAY",0.8,0.8,2,0,1,0,0,0,0.411760054732995,0.411760054732995
125,"Dash","Royals","AWAY",1.7,3.4,1,3,0,0,-1.7,0,0.124574713149773,0.124574713149773
126,"Wave","Spirit","AWAY",0.6,2.1,1,1,0,1,-1.5,0,0.146492579593281,0.146492579593281
127,"Spirit","Thorns","AWAY",3.3,1.8,2,1,1,0,1.5,0,0.740581128544693,0.740581128544693
128,"Current","Royals","AWAY",1.8,1.2,1,0,1,0,0.6,0,0.551214747043787,0.551214747043787
129,"Angel City","Reign","AWAY",1.3,2.4,2,3,0,0,-1.1,0,0.199802364133541,0.199802364133541
130,"Gotham FC","Dash","AWAY",1.6,0.6,2,1,1,0,1,0,0.641166204350392,0.641166204350392
131,"Red Stars","Pride","AWAY",0.1,1.3,0,1,0,0,-1.2,0,0.185239835812875,0.185239835812875
132,"Bay FC","Louisville","AWAY",1.5,1.1,1,0,1,0,0.4,0,0.504538692941293,0.504538692941293
133,"Wave","Courage","AWAY",1.4,2.1,1,4,0,0,-0.7,0,0.26645557566802,0.26645557566802
134,"Courage","Bay FC","AWAY",0.7,2.1,1,1,0,1,-1.4,0,0.15860196912018,0.15860196912018
135,"Thorns","Red Stars","AWAY",0.8,1.9,0,1,0,0,-1.1,0,0.199802364133541,0.199802364133541
136,"Louisville","Angel City","AWAY",0.5,1.2,2,1,1,0,-0.7,0,0.26645557566802,0.26645557566802
137,"Pride","Current","AWAY",0.7,1,0,0,0,1,-0.3,0,0.345736961895435,0.345736961895435
138,"Spirit","Dash","AWAY",2.2,0.8,3,0,1,0,1.4,0,0.722175549795043,0.722175549795043
139,"Royals","Wave","AWAY",1.1,1.5,1,2,0,0,-0.4,0,0.324856094452748,0.324856094452748
140,"Reign","Gotham FC","AWAY",0.3,1.1,0,2,0,0,-0.8,0,0.248543959860245,0.248543959860245
141,"Current","Spirit","AWAY",1,0.6,3,0,1,0,0.4,0,0.504538692941293,0.504538692941293
142,"Louisville","Courage","AWAY",2.6,1.2,2,1,1,0,1.4,0,0.722175549795043,0.722175549795043
143,"Bay FC","Pride","AWAY",1,1.3,0,1,0,0,-0.3,0,0.345736961895435,0.345736961895435
144,"Gotham FC","Royals","AWAY",0.7,0.7,1,0,1,0,0,0,0.411760054732995,0.411760054732995
145,"Dash","Reign","AWAY",0.8,1.3,1,0,1,0,-0.5,0,0.304649114812119,0.304649114812119
146,"Red Stars","Wave","AWAY",1.3,3.4,1,0,1,0,-2.1,0,0.0891016395839264,0.0891016395839264
147,"Angel City","Thorns","AWAY",1.6,1.6,2,2,0,1,0,0,0.411760054732995,0.411760054732995
148,"Current","Gotham FC","AWAY",2.6,1.1,1,1,0,1,1.5,0,0.740581128544693,0.740581128544693
149,"Royals","Louisville","AWAY",2.1,1.1,1,0,1,0,1,0,0.641166204350392,0.641166204350392
150,"Angel City","Spirit","AWAY",1.7,1.7,1,2,0,0,0,0,0.411760054732995,0.411760054732995
151,"Pride","Dash","AWAY",3.2,1.2,3,1,1,0,2,0,0.820177855658716,0.820177855658716
152,"Reign","Bay FC","AWAY",0.6,2.1,0,1,0,0,-1.5,0,0.146492579593281,0.146492579593281
153,"Red Stars","Courage","AWAY",1.2,1,1,3,0,0,0.2,0,0.457783392069402,0.457783392069402
154,"Wave","Thorns","AWAY",1.7,1,2,0,1,0,0.7,0,0.574269512671443,0.574269512671443
155,"Courage","Wave","AWAY",2.1,2.5,2,1,1,0,-0.4,0,0.324856094452748,0.324856094452748
156,"Reign","Angel City","AWAY",0.6,1.2,0,1,0,0,-0.6,0,0.285168162605529,0.285168162605529
157,"Dash","Red Stars","AWAY",3,1.8,0,2,0,0,1.2,0,0.683056510732473,0.683056510732473
158,"Gotham FC","Bay FC","AWAY",4,1.6,5,1,1,0,2.4,0,0.869029203018943,0.869029203018943
159,"Louisville","Current","AWAY",0.6,1.4,0,2,0,0,-0.8,0,0.248543959860245,0.248543959860245
160,"Pride","Spirit","AWAY",1.5,1,2,0,1,0,0.5,0,0.527937776950742,0.527937776950742
161,"Thorns","Royals","AWAY",2,1.7,1,2,0,0,0.3,0,0.481119710288976,0.481119710288976
162,"Red Stars","Gotham FC","AWAY",0.2,2.2,0,2,0,0,-2,0,0.0970061616146299,0.0970061616146299
163,"Thorns","Pride","AWAY",1.3,0.5,2,0,1,0,0.8,0,0.59700580688996,0.59700580688996
164,"Courage","Angel City","AWAY",1.6,1,1,1,0,1,0.6,0,0.551214747043787,0.551214747043787
165,"Royals","Reign","AWAY",2.5,0.1,3,0,1,0,2.4,0,0.869029203018943,0.869029203018943
166,"Spirit","Louisville","AWAY",3.4,1.4,4,1,1,0,2,0,0.820177855658716,0.820177855658716
167,"Bay FC","Current","AWAY",0.8,1.3,0,1,0,0,-0.5,0,0.304649114812119,0.304649114812119
168,"Wave","Dash","AWAY",1.1,1.5,0,2,0,0,-0.4,0,0.324856094452748,0.324856094452748
169,"Current","Wave","AWAY",2.5,0.8,4,1,1,0,1.7,0,0.774939529452288,0.774939529452288
170,"Reign","Dash","AWAY",1.6,1.5,2,1,1,0,0.1,0,0.434630859384672,0.434630859384672
171,"Louisville","Thorns","AWAY",0.9,1,1,0,1,0,-0.1,0,0.3892641211852,0.3892641211852
172,"Angel City","Royals","AWAY",1.2,1.4,1,1,0,1,-0.2,0,0.367229952863915,0.367229952863915
173,"Spirit","Red Stars","AWAY",2.5,0.6,2,0,1,0,1.9,0,0.805939792888375,0.805939792888375
174,"Gotham FC","Pride","AWAY",2,1.9,3,1,1,0,0.1,0,0.434630859384672,0.434630859384672
175,"Bay FC","Courage","AWAY",1.7,0.7,1,0,1,0,1,0,0.641166204350392,0.641166204350392
176,"Pride","Reign","AWAY",2.9,1.4,3,2,1,0,1.5,0,0.740581128544693,0.740581128544693
177,"Thorns","Angel City","AWAY",1.5,0.9,3,0,1,0,0.6,0,0.551214747043787,0.551214747043787
178,"Royals","Gotham FC","AWAY",1.1,3.4,1,4,0,0,-2.3,0,0.0750157725152201,0.0750157725152201
179,"Courage","Spirit","AWAY",0.4,0.7,0,1,0,0,-0.3,0,0.345736961895435,0.345736961895435
180,"Red Stars","Current","AWAY",1.3,1.9,1,3,0,0,-0.6,0,0.285168162605529,0.285168162605529
181,"Wave","Louisville","AWAY",1.8,1.8,3,1,1,0,0,0,0.411760054732995,0.411760054732995
182,"Dash","Bay FC","AWAY",1.1,2.1,2,3,0,0,-1,0,0.215207328329425,0.215207328329425
183,"Current","Courage","AWAY",1.7,1.4,1,0,1,0,0.3,0,0.481119710288976,0.481119710288976
184,"Pride","Red Stars","AWAY",4.9,1.2,4,1,1,0,3.7,0,0.957330445187479,0.957330445187479
185,"Spirit","Bay FC","AWAY",1.7,1.5,2,1,1,0,0.2,0,0.457783392069402,0.457783392069402
186,"Gotham FC","Thorns","AWAY",0.8,0.7,2,1,1,0,0.1,0,0.434630859384672,0.434630859384672
187,"Spirit","Gotham FC","AWAY",2,0.8,1,1,0,1,1.2,0,0.683056510732473,0.683056510732473
188,"Pride","Current","AWAY",2.4,2.6,3,2,1,0,-0.2,0,0.367229952863915,0.367229952863915
189,"Pride","Spirit","AWAY",0.4,1.8,1,0,1,0,-1.4,0,0.15860196912018,0.15860196912018
190,"Current","Thorns","AWAY",1.9,1.2,3,1,1,0,0.7,0,0.574269512671443,0.574269512671443
191,"Royals","Bay FC","AWAY",1,0.8,1,1,0,1,0.2,0,0.457783392069402,0.457783392069402
192,"Dash","Spirit","AWAY",1,1.4,1,2,0,0,-0.4,0,0.324856094452748,0.324856094452748
193,"Pride","Chicago Stars","AWAY",2.1,1.1,6,0,1,0,1,0,0.641166204350392,0.641166204350392
194,"Angel City","Wave","AWAY",0.7,1.3,1,1,0,1,-0.6,0,0.285168162605529,0.285168162605529
195,"Reign","Gotham FC","AWAY",0.7,1.4,1,1,0,1,-0.7,0,0.26645557566802,0.26645557566802
196,"Louisville","Courage","AWAY",1.7,1.2,1,1,0,1,0.5,0,0.527937776950742,0.527937776950742
197,"Thorns","Angel City","AWAY",1.7,0.5,1,1,0,1,1.2,0,0.683056510732473,0.683056510732473
198,"Courage","Reign","AWAY",1.3,1.1,1,2,0,0,0.2,0,0.457783392069402,0.457783392069402
199,"Spirit","Current","AWAY",1.2,3.1,0,2,0,0,-1.9,0,0.105530680960961,0.105530680960961
200,"Chicago Stars","Dash","AWAY",1.1,2.2,1,2,0,0,-1.1,0,0.199802364133541,0.199802364133541
201,"Gotham FC","Pride","AWAY",1.1,1,0,2,0,0,0.1,0,0.434630859384672,0.434630859384672
202,"Wave","Royals","AWAY",2.2,1.1,3,2,1,0,1.1,0,0.66242994510484,0.66242994510484
203,"Bay FC","Louisville","AWAY",0.9,1.4,2,0,1,0,-0.5,0,0.304649114812119,0.304649114812119
204,"Pride","Wave","AWAY",1.8,0.3,2,1,1,0,1.5,0,0.740581128544693,0.740581128544693
205,"Current","Royals","AWAY",3.1,0.2,3,0,1,0,2.9,0,0.913801778227892,0.913801778227892
206,"Dash","Gotham FC","AWAY",0.1,0.4,0,0,0,1,-0.3,0,0.345736961895435,0.345736961895435
207,"Spirit","Bay FC","AWAY",1.1,1.3,2,0,1,0,-0.2,0,0.367229952863915,0.367229952863915
208,"Chicago Stars","Louisville","AWAY",0.9,1.8,0,1,0,0,-0.9,0,0.231456478548247,0.231456478548247
209,"Thorns","Courage","AWAY",1.7,2.2,0,0,0,1,-0.5,0,0.304649114812119,0.304649114812119
210,"Angel City","Reign","AWAY",1.4,1.5,2,1,1,0,-0.1,0,0.3892641211852,0.3892641211852
211,"Dash","Angel City","AWAY",1.8,1.6,1,3,0,0,0.2,0,0.457783392069402,0.457783392069402
212,"Reign","Pride","AWAY",1.3,1.5,0,1,0,0,-0.2,0,0.367229952863915,0.367229952863915
213,"Louisville","Spirit","AWAY",0.9,0.6,0,2,0,0,0.3,0,0.481119710288976,0.481119710288976
214,"Royals","Thorns","AWAY",0.8,2.4,0,1,0,0,-1.6,0,0.135159233457417,0.135159233457417
215,"Bay FC","Chicago Stars","AWAY",1.7,1.5,1,2,0,0,0.2,0,0.457783392069402,0.457783392069402
216,"Gotham FC","Courage","AWAY",2.4,0.7,3,1,1,0,1.7,0,0.774939529452288,0.774939529452288
217,"Wave","Current","AWAY",0.6,1.1,0,2,0,0,-0.5,0,0.304649114812119,0.304649114812119
218,"Louisville","Wave","AWAY",1.4,0.7,1,4,0,0,0.7,0,0.574269512671443,0.574269512671443
219,"Pride","Spirit","AWAY",1.6,1.4,0,1,0,0,0.2,0,0.457783392069402,0.457783392069402
220,"Current","Dash","AWAY",1.6,0.6,2,0,1,0,1,0,0.641166204350392,0.641166204350392
221,"Reign","Thorns","AWAY",1.1,1.2,1,0,1,0,-0.0999999999999999,0,0.3892641211852,0.3892641211852
222,"Courage","Bay FC","AWAY",0.3,0.5,0,1,0,0,-0.2,0,0.367229952863915,0.367229952863915
223,"Royals","Chicago Stars","AWAY",1,0.5,1,0,1,0,0.5,0,0.527937776950742,0.527937776950742
224,"Angel City","Gotham FC","AWAY",0.5,1.3,0,4,0,0,-0.8,0,0.248543959860245,0.248543959860245
225,"Thorns","Gotham FC","AWAY",2.1,0.7,4,1,1,0,1.4,0,0.722175549795043,0.722175549795043
226,"Spirit","Gotham FC","AWAY",2.6,1.9,0,3,0,0,0.7,0,0.574269512671443,0.574269512671443
227,"Chicago Stars","Wave","AWAY",0.7,0.9,0,3,0,0,-0.2,0,0.367229952863915,0.367229952863915
228,"Dash","Royals","AWAY",1,1,1,0,1,0,0,0,0.411760054732995,0.411760054732995
229,"Courage","Current","AWAY",1.2,1.1,3,2,1,0,0.0999999999999999,0,0.434630859384672,0.434630859384672
230,"Pride","Angel City","AWAY",1.3,0.8,3,2,1,0,0.5,0,0.527937776950742,0.527937776950742
231,"Thorns","Louisville","AWAY",2.3,2.9,3,3,0,1,-0.6,0,0.285168162605529,0.285168162605529
232,"Bay FC","Reign","AWAY",0.6,1.1,1,1,0,1,-0.5,0,0.304649114812119,0.304649114812119
233,"Thorns","Pride","AWAY",1.6,1,1,0,1,0,0.6,0,0.551214747043787,0.551214747043787
234,"Dash","Louisville","AWAY",1,0.8,1,2,0,0,0.2,0,0.457783392069402,0.457783392069402
235,"Reign","Current","AWAY",0.3,0.7,1,0,1,0,-0.4,0,0.324856094452748,0.324856094452748
236,"Spirit","Angel City","AWAY",2.4,2.3,3,4,0,0,0.1,0,0.434630859384672,0.434630859384672
237,"Gotham FC","Chicago Stars","AWAY",1.2,0.2,0,0,0,1,1,0,0.641166204350392,0.641166204350392
238,"Royals","Courage","AWAY",0.6,2.9,0,2,0,0,-2.3,0,0.0750157725152201,0.0750157725152201
239,"Wave","Bay FC","AWAY",1.9,0.8,2,1,1,0,1.1,0,0.66242994510484,0.66242994510484
240,"Chicago Stars","Spirit","AWAY",2.1,1.5,2,3,0,0,0.6,0,0.551214747043787,0.551214747043787
241,"Courage","Pride","AWAY",1,2,1,1,0,1,-1,0,0.215207328329425,0.215207328329425
242,"Angel City","Royals","AWAY",1.8,1,2,0,1,0,0.8,0,0.59700580688996,0.59700580688996
243,"Louisville","Gotham FC","AWAY",0.7,1,1,0,1,0,-0.3,0,0.345736961895435,0.345736961895435
244,"Current","Bay FC","AWAY",2.5,0.7,4,1,1,0,1.8,0,0.790861844735235,0.790861844735235
245,"Wave","Thorns","AWAY",0.6,2.7,1,1,0,1,-2.1,0,0.0891016395839264,0.0891016395839264
246,"Reign","Dash","AWAY",0.6,1,0,1,0,0,-0.4,0,0.324856094452748,0.324856094452748
247,"Louisville","Reign","AWAY",1.1,0.6,0,1,0,0,0.5,0,0.527937776950742,0.527937776950742
248,"Gotham FC","Wave","AWAY",0.5,0.3,0,1,0,0,0.2,0,0.457783392069402,0.457783392069402
249,"Courage","Chicago Stars","AWAY",1.4,0.9,2,0,1,0,0.5,0,0.527937776950742,0.527937776950742
250,"Dash","Thorns","AWAY",1,1.6,1,4,0,0,-0.6,0,0.285168162605529,0.285168162605529
251,"Spirit","Royals","AWAY",3.9,0.7,3,3,0,1,3.2,0,0.933522479428067,0.933522479428067
252,"Pride","Current","AWAY",1.4,1,0,1,0,0,0.4,0,0.504538692941293,0.504538692941293
253,"Bay FC","Angel City","AWAY",1.3,1.1,2,0,1,0,0.2,0,0.457783392069402,0.457783392069402
254,"Chicago Stars","Current","AWAY",0.1,1.9,1,3,0,0,-1.8,0,0.114709141642242,0.114709141642242
255,"Reign","Spirit","AWAY",0.7,2.3,1,2,0,0,-1.6,0,0.135159233457417,0.135159233457417
256,"Royals","Pride","AWAY",0.7,3.8,1,3,0,0,-3.1,0,0.0369059911433146,0.0369059911433146
257,"Angel City","Louisville","AWAY",1.6,1.5,2,3,0,0,0.1,0,0.434630859384672,0.434630859384672
258,"Dash","Bay FC","AWAY",0.8,2.2,2,2,0,1,-1.4,0,0.15860196912018,0.15860196912018
259,"Wave","Courage","AWAY",1.6,1.8,5,2,1,0,-0.2,0,0.367229952863915,0.367229952863915
260,"Louisville","Royals","AWAY",1.9,1.1,3,2,1,0,0.8,0,0.59700580688996,0.59700580688996
261,"Gotham FC","Current","AWAY",0.9,1.9,1,2,0,0,-1,0,0.215207328329425,0.215207328329425
262,"Bay FC","Thorns","AWAY",0.9,1.1,1,0,1,0,-0.2,0,0.367229952863915,0.367229952863915
263,"Pride","Dash","AWAY",1.4,0.6,1,0,1,0,0.8,0,0.59700580688996,0.59700580688996
264,"Wave","Reign","AWAY",0.9,0.6,1,2,0,0,0.3,0,0.481119710288976,0.481119710288976
265,"Spirit","Courage","AWAY",1.5,2.6,3,1,1,0,-1.1,0,0.199802364133541,0.199802364133541
266,"Angel City","Chicago Stars","AWAY",1.5,0.5,2,2,0,1,1,0,0.641166204350392,0.641166204350392
267,"Chicago Stars","Reign","AWAY",1,1.1,2,2,0,1,-0.1,0,0.3892641211852,0.3892641211852
268,"Current","Louisville","AWAY",2.1,1.1,4,2,1,0,1,0,0.641166204350392,0.641166204350392
269,"Bay FC","Pride","AWAY",1.7,0.4,0,1,0,0,1.3,0,0.702987828529655,0.702987828529655
270,"Dash","Wave","AWAY",0.8,1.9,2,3,0,0,-1.1,0,0.199802364133541,0.199802364133541
271,"Royals","Gotham FC","AWAY",0.6,1.6,0,3,0,0,-1,0,0.215207328329425,0.215207328329425
272,"Thorns","Spirit","AWAY",1.5,1.2,2,0,1,0,0.3,0,0.481119710288976,0.481119710288976
273,"Angel City","Courage","AWAY",1.4,2.9,1,2,0,0,-1.5,0,0.146492579593281,0.146492579593281
274,"Royals","Reign","AWAY",1.8,2.2,1,4,0,0,-0.4,0,0.324856094452748,0.324856094452748
275,"Current","Angel City","AWAY",2.1,0.8,1,0,1,0,1.3,0,0.702987828529655,0.702987828529655
276,"Gotham FC","Bay FC","AWAY",0.9,2.8,2,1,1,0,-1.9,0,0.105530680960961,0.105530680960961
277,"Courage","Dash","AWAY",2.1,0.5,2,1,1,0,1.6,0,0.758175662944139,0.758175662944139
278,"Louisville","Pride","AWAY",2.5,0.9,2,0,1,0,1.6,0,0.758175662944139,0.758175662944139
279,"Thorns","Chicago Stars","AWAY",0.9,0.3,1,0,1,0,0.6,0,0.551214747043787,0.551214747043787
280,"Wave","Spirit","AWAY",0.8,0.8,0,0,0,1,0,0,0.411760054732995,0.411760054732995
281,"Chicago Stars","Gotham FC","AWAY",1.3,1.4,1,1,0,1,-0.0999999999999999,0,0.3892641211852,0.3892641211852
282,"Reign","Angel City","AWAY",0.8,0.4,2,0,1,0,0.4,0,0.504538692941293,0.504538692941293
283,"Courage","Wave","AWAY",0.2,1.1,0,0,0,1,-0.9,0,0.231456478548247,0.231456478548247
284,"Louisville","Current","AWAY",0.4,1.8,0,2,0,0,-1.4,0,0.15860196912018,0.15860196912018
285,"Spirit","Thorns","AWAY",2,1.3,2,1,1,0,0.7,0,0.574269512671443,0.574269512671443
286,"Pride","Royals","AWAY",1.8,0.4,1,1,0,1,1.4,0,0.722175549795043,0.722175549795043
287,"Bay FC","Dash","AWAY",3.6,1.7,2,2,0,1,1.9,0,0.805939792888375,0.805939792888375
288,"Gotham FC","Spirit","AWAY",0.3,1.1,0,0,0,1,-0.8,0,0.248543959860245,0.248543959860245
289,"Dash","Courage","AWAY",1,1.7,2,1,1,0,-0.7,0,0.26645557566802,0.26645557566802
290,"Pride","Louisville","AWAY",2.8,0.8,1,1,0,1,2,0,0.820177855658716,0.820177855658716
291,"Royals","Current","AWAY",0.6,1.1,0,1,0,0,-0.5,0,0.304649114812119,0.304649114812119
292,"Thorns","Reign","AWAY",4.5,1,4,2,1,0,3.5,0,0.948983303939312,0.948983303939312
293,"Chicago Stars","Bay FC","AWAY",1,1.5,1,1,0,1,-0.5,0,0.304649114812119,0.304649114812119
294,"Wave","Angel City","AWAY",1,1.1,1,1,0,1,-0.1,0,0.3892641211852,0.3892641211852
295,"Royals","Angel City","AWAY",1.1,0.4,0,0,0,1,0.7,0,0.574269512671443,0.574269512671443
296,"Spirit","Louisville","AWAY",1,1.2,2,2,0,1,-0.2,0,0.367229952863915,0.367229952863915
