Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,PTSPG,APG,GPG,EVG,PPG,SHG,GWG,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE
145,Pavel Buchnevich,30,STL,LW,81,20,28,48,-10,26,0.592592593,0.345679012,0.24691358,16,4,0,4,142,14.1,280,1452:59:00,17:56,98,149,39.7,40,30,26,66
146,Taylor Hall,34,CAR,LW,80,18,30,48,6,44,0.6,0.375,0.225,15,3,0,1,137,13.1,279,1162:22:00,14:32,20,29,40.8,30,53,21,64
147,Artturi Lehkonen,30,COL,LW,70,21,27,48,32,16,0.685714286,0.385714286,0.3,20,1,0,0,153,13.7,293,1293:42:00,18:29,3,15,16.7,33,45,13,45
148,Elias Lindholm,31,BOS,C,69,17,31,48,-7,38,0.695652174,0.449275362,0.246376812,10,7,0,3,114,14.9,260,1233:53:00,17:53,660,517,56.1,59,41,17,52
149,Rickard Rakell,32,PIT,RW,60,24,24,48,-2,8,0.8,0.4,0.4,16,7,1,1,166,14.5,294,1136:55:00,18:57,81,144,36,43,71,24,49
150,Noah Cates,26,PHI,LW,82,18,29,47,26,44,0.573170732,0.353658537,0.219512195,14,3,1,4,132,13.6,236,1331:57:00,16:15,467,563,45.3,51,102,26,38
151,Noah Dobson,26,MTL,D,80,12,35,47,5,34,0.5875,0.4375,0.15,10,2,0,1,158,7.6,357,1798:44:00,22:29,0,0,,188,62,36,95
152,JJ Peterka,24,UTA,RW,82,25,22,47,6,28,0.573170732,0.268292683,0.304878049,22,3,0,4,159,15.7,337,1310:43:00,15:59,8,16,33.3,19,16,19,87
153,Vladimir Tarasenko,34,MIN,RW,75,23,24,47,-11,10,0.626666667,0.32,0.306666667,18,5,0,4,148,15.5,278,1120:23:00,14:56,6,7,46.2,33,60,12,65
154,Rasmus Andersson,29,2TM,D,81,17,30,47,4,71,0.580246914,0.37037037,0.209876543,10,6,1,0,178,9.6,402,1879:20:00,23:12,0,0,,149,37,27,102
154,Rasmus Andersson,29,CGY,D,48,10,20,30,3,53,0.625,0.416666667,0.208333333,6,4,0,0,112,8.9,259,1163:19:00,24:14:00,0,0,,90,29,18,66
154,Rasmus Andersson,29,VEG,D,33,7,10,17,1,18,0.515151515,0.303030303,0.212121212,4,2,1,0,66,10.6,143,716:01:00,21:42,0,0,,59,8,9,36
155,Collin Graf,23,SJS,F,81,21,25,46,6,12,0.567901235,0.308641975,0.259259259,19,0,2,4,118,17.8,214,1331:52:00,16:27,7,17,29.2,48,88,34,55
156,Jordan Kyrou,27,STL,C,72,18,28,46,-5,8,0.638888889,0.388888889,0.25,14,4,0,2,173,10.4,359,1132:37:00,15:44,3,13,18.8,28,14,22,53
157,Connor McMichael,25,WSH,C,78,14,32,46,8,30,0.58974359,0.41025641,0.179487179,12,2,0,5,142,9.9,250,1318:41:00,16:54,265,353,42.9,45,45,29,56
158,Shane Pinto,25,OTT,C,72,23,23,46,6,42,0.638888889,0.319444444,0.319444444,16,5,2,2,157,14.6,311,1347:15:00,18:43,396,368,51.8,50,94,25,53
159,Bobby McMann,29,2TM,F,78,29,17,46,-3,42,0.58974359,0.217948718,0.371794872,25,4,0,3,183,15.8,331,1242:39:00,15:56,7,8,46.7,27,165,18,44
159,Bobby McMann,29,TOR,F,60,19,13,32,-3,40,0.533333333,0.216666667,0.316666667,17,2,0,3,125,15.2,220,919:19:00,15:19,6,4,60,23,135,14,28
159,Bobby McMann,29,SEA,F,18,10,4,14,0,2,0.777777778,0.222222222,0.555555556,8,2,0,0,58,17.2,111,323:20:00,17:58,1,4,20,4,30,4,16
160,Matthew Coronato,23,CGY,RW,80,18,27,45,-29,32,0.5625,0.3375,0.225,11,7,0,3,197,9.1,409,1332:08:00,16:39,70,106,39.8,23,23,19,56
161,Matt Duchene,35,DAL,C,57,16,29,45,-3,8,0.789473684,0.50877193,0.280701754,11,5,0,4,89,18,176,941:03:00,16:31,266,244,52.2,23,29,11,61
162,Ryan Leonard,21,WSH,RW,75,20,25,45,2,47,0.6,0.333333333,0.266666667,16,4,0,3,153,13.1,327,1081:01:00,14:25,6,5,54.5,25,124,14,72
163,Jason Zucker,34,BUF,LW,62,24,21,45,-5,23,0.725806452,0.338709677,0.387096774,14,10,0,7,129,18.6,227,968:34:00,15:37,48,76,38.7,21,57,8,65
164,Mason Marchment,30,2TM,F,68,19,26,45,17,56,0.661764706,0.382352941,0.279411765,16,3,0,3,119,16,262,1181:17:00,17:22,15,27,35.7,28,84,29,86
164,Mason Marchment,30,SEA,F,29,4,9,13,-4,26,0.448275862,0.310344828,0.137931034,4,0,0,1,46,8.7,109,491:34:00,16:57,10,21,32.3,10,38,9,39
