SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2022_2023,280,Cole Perfetti,21,WPG,C,51,8,22,30,10,16,7,1,0,0,18,4,0,90,8.9,159,763:26:00,14:58,3,8,27.3,22,35,19,18
2022_2023,281,Brett Pesce,28,CAR,D,82,5,25,30,11,43,4,1,0,2,20,3,2,144,3.5,346,1804:47:00,22:01,0,0,,110,37,60,26
2022_2023,282,Nicolas Roy,25,VEG,C,65,14,16,30,10,24,11,3,0,5,12,3,1,101,13.9,178,1059:24:00,16:18,369,399,48,41,83,45,13
2022_2023,283,Yegor Sharangovich,24,NJD,C,75,13,17,30,-3,16,11,0,2,2,15,0,2,131,9.9,238,1081:22:00,14:25,26,53,32.9,41,22,40,30
2022_2023,284,Colton Sissons,29,NSH,C,82,12,18,30,-4,20,11,0,1,1,16,2,0,87,13.8,179,1297:51:00,15:50,593,515,53.5,72,164,32,27
2022_2023,285,Jacob Trouba,28,NYR,D,82,8,22,30,7,63,5,2,1,2,18,3,1,199,4,362,1738:03:00,21:12,0,1,0,196,218,32,49
2022_2023,286,Pierre Engvall,26,2TM,LW,76,17,13,30,8,31,16,1,0,4,11,2,0,131,13,248,1036:24:00,13:38,33,31,51.6,6,47,25,38
2022_2023,286,Pierre Engvall,26,TOR,LW,58,12,9,21,1,25,11,1,0,3,8,1,0,100,12,183,761:43:00,13:08,30,28,51.7,6,39,15,23
2022_2023,286,Pierre Engvall,26,NYI,LW,18,5,4,9,7,6,5,0,0,1,3,1,0,31,16.1,65,274:41:00,15:16,3,3,50,0,8,10,15
2022_2023,287,Ryan O'Reilly,31,2TM,C,53,16,14,30,-21,16,14,1,1,4,10,4,0,102,15.7,163,950:46:00,17:56,499,396,55.8,23,18,46,10
2022_2023,287,Ryan O'Reilly,31,STL,C,40,12,7,19,-24,10,10,1,1,3,6,1,0,80,15,132,735:45:00,18:24,385,326,54.1,21,13,36,8
2022_2023,287,Ryan O'Reilly,31,TOR,C,13,4,7,11,3,6,4,0,0,1,4,3,0,22,18.2,31,215:01:00,16:32,114,70,62,2,5,10,2
2022_2023,288,Tyler Bertuzzi,27,2TM,LW,50,8,22,30,-8,29,4,4,0,0,16,6,0,107,7.5,181,824:25:00,16:29,4,13,23.5,22,54,19,29
2022_2023,288,Tyler Bertuzzi,27,DET,LW,29,4,10,14,-12,23,3,1,0,0,6,4,0,62,6.5,100,477:52:00,16:29,2,3,40,15,27,6,16
2022_2023,288,Tyler Bertuzzi,27,BOS,LW,21,4,12,16,4,6,1,3,0,0,10,2,0,45,8.9,81,346:33:00,16:30,2,10,16.7,7,27,13,13
2022_2023,289,Calen Addison,22,MIN,D,62,3,26,29,-17,22,3,0,0,1,8,18,0,77,3.9,155,999:26:00,16:07,0,0,,38,19,11,21
2022_2023,290,John Carlson,33,WSH,D,40,9,20,29,-7,12,5,3,1,0,11,9,0,124,7.3,261,935:35:00,23:23,0,0,,87,42,21,33
2022_2023,291,Jeff Carter,38,PIT,C,79,13,16,29,-16,30,9,4,0,2,10,5,1,139,9.4,240,1082:48:00,13:42,557,381,59.4,54,80,26,33
2022_2023,292,Anthony Cirelli,25,TBL,C,58,11,18,29,13,33,8,1,2,1,17,1,0,111,9.9,189,960:32:00,16:34,427,404,51.4,46,34,40,15
2022_2023,293,Jonathan Drouin,27,MTL,LW,58,2,27,29,-18,18,2,0,0,0,18,9,0,69,2.9,125,864:40:00,14:54,169,211,44.5,23,29,31,19
2022_2023,294,Jesper Fast,31,CAR,RW,80,10,19,29,9,16,10,0,0,1,16,0,3,76,13.2,152,1178:31:00,14:44,10,15,40,40,104,24,27
2022_2023,295,Nick Jensen,32,WSH,D,77,5,24,29,-1,18,5,0,0,0,23,0,1,109,4.6,257,1587:29:00,20:37,0,0,,128,107,36,59
2022_2023,296,Trevor Moore,27,LAK,LW,59,10,19,29,-2,14,7,2,1,1,13,5,1,163,6.1,264,1002:19:00,16:59,14,25,35.9,23,60,27,20
2022_2023,297,Michael Rasmussen,23,DET,C,56,10,19,29,2,43,10,0,0,0,18,1,0,88,11.4,150,844:58:00,15:05,203,195,51,48,119,18,8
2022_2023,298,Eric Staal,38,FLA,C,72,14,15,29,-5,26,12,0,2,1,15,0,0,106,13.2,183,1025:04:00,14:14,343,400,46.2,45,27,33,31
2022_2023,299,James van Riemsdyk,33,PHI,LW,61,12,17,29,-3,28,10,2,0,1,15,2,0,119,10.1,197,936:35:00,15:21,7,7,50,20,18,24,10
2022_2023,300,Nick Bjugstad,30,2TM,C,78,17,12,29,13,34,15,1,1,1,12,0,0,145,11.7,247,1263:34:00,16:12,530,578,47.8,44,168,33,31
2022_2023,300,Nick Bjugstad,30,ARI,C,59,13,10,23,7,26,11,1,1,0,10,0,0,111,11.7,194,1002:18:00,16:59,416,466,47.2,29,119,24,25
2022_2023,300,Nick Bjugstad,30,EDM,C,19,4,2,6,6,8,4,0,0,1,2,0,0,34,11.8,53,261:16:00,13:45,114,112,50.4,15,49,9,6
2022_2023,301,Jonatan Berggren,22,DET,RW,67,15,13,28,-14,16,10,5,0,0,9,4,0,98,15.3,158,901:48:00,13:28,3,3,50,28,20,16,26
2022_2023,302,Ty Dellandrea,22,DAL,C,82,9,19,28,9,54,9,0,0,2,16,0,3,92,9.8,174,1164:26:00,14:12,102,99,50.7,39,125,22,25
2022_2023,303,Christian Dvorak,26,MTL,C,64,10,18,28,-12,6,9,0,1,1,15,3,0,88,11.4,144,1079:05:00,16:52,477,440,52,66,13,20,34
2022_2023,304,Warren Foegele,26,EDM,LW,67,13,15,28,7,28,12,0,1,4,15,0,0,126,10.3,228,851:01:00,12:42,7,6,53.8,22,96,49,27
2022_2023,305,Morgan Geekie,24,SEA,C,69,9,19,28,14,24,8,1,0,3,19,0,0,81,11.1,131,721:24:00,10:27,297,307,49.2,33,53,29,14
2022_2023,306,Ryan Johansen,30,NSH,C,55,12,16,28,-13,32,7,5,0,1,11,5,0,86,14,154,866:57:00,15:46,502,346,59.2,19,49,20,21
2022_2023,307,Arthur Kaliyev,21,LAK,RW,56,13,15,28,-5,12,5,8,0,1,11,4,0,122,10.7,227,653:57:00,11:41,0,0,,10,40,8,14
2022_2023,308,Evander Kane,31,EDM,LW,41,16,12,28,-4,53,15,0,1,3,9,2,1,146,11,258,766:50:00,18:42,12,22,35.3,15,124,14,32
2022_2023,309,Ilya Mikheyev,28,VAN,F,46,13,15,28,3,2,12,1,0,2,13,2,0,91,14.3,138,777:58:00,16:55,2,8,20,14,13,12,10
2022_2023,310,Kyle Okposo,34,BUF,RW,75,11,17,28,-7,34,9,1,1,3,14,3,0,150,7.3,241,1100:04:00,14:40,164,186,46.9,25,78,28,22
2022_2023,311,Sam Steel,24,MIN,C,65,10,18,28,11,18,9,0,1,2,15,3,0,85,11.8,149,972:22:00,14:58,308,325,48.7,15,46,21,22
2022_2023,312,Oskar Sundqvist,28,2TM,C,67,10,18,28,-4,28,7,3,0,0,13,5,0,69,14.5,125,928:58:00,13:52,27,36,42.9,28,63,17,20
2022_2023,312,Oskar Sundqvist,28,DET,C,52,7,14,21,-4,20,5,2,0,0,9,5,0,59,11.9,103,741:53:00,14:16,25,35,41.7,25,42,14,16
2022_2023,312,Oskar Sundqvist,28,MIN,C,15,3,4,7,0,8,2,1,0,0,4,0,0,10,30,22,187:05:00,12:28,2,1,66.7,3,21,3,4
2022_2023,313,Michael Amadio,26,VEG,C,67,16,11,27,2,12,15,1,0,2,10,1,0,99,16.2,150,818:14:00,12:13,31,32,49.2,27,56,36,13
2022_2023,314,Nick Cousins,29,FLA,C,79,9,18,27,-1,38,9,0,0,2,18,0,0,102,8.8,174,871:01:00,11:02,71,73,49.3,36,87,20,18
2022_2023,315,Dylan DeMelo,29,WPG,D,75,6,21,27,10,50,5,0,1,1,19,0,2,93,6.5,194,1467:04:00,19:34,0,0,,102,120,20,46
2022_2023,316,Ryan Donato,26,SEA,C,71,14,13,27,16,46,14,0,0,0,11,2,0,122,11.5,203,799:03:00,11:15,62,85,42.2,12,69,36,15
2022_2023,317,Christian Fischer,25,ARI,RW,80,13,14,27,-7,20,12,0,1,0,13,1,0,122,10.7,203,1187:35:00,14:51,9,40,18.4,37,126,19,32
2022_2023,318,David Kämpf,28,TOR,C,82,7,20,27,6,8,7,0,0,1,17,0,3,107,6.5,171,1255:13:00,15:18,591,556,51.5,29,74,57,30
2022_2023,319,Anthony Mantha,28,WSH,RW,67,11,16,27,-8,31,10,1,0,2,15,1,0,119,9.2,203,952:38:00,14:13,9,8,52.9,24,68,23,33
2022_2023,320,Colton Parayko,29,STL,D,79,4,23,27,-19,30,4,0,0,1,20,2,1,133,3,256,1817:13:00,23:00,0,0,,144,115,59,49
2022_2023,321,Ivan Provorov,26,PHI,D,82,6,21,27,-17,24,6,0,0,1,17,2,2,115,5.2,256,1887:52:00,23:01,0,0,,162,97,34,85
2022_2023,322,Kevin Shattenkirk,34,ANA,D,75,4,23,27,-20,56,3,1,0,0,16,7,0,145,2.8,278,1447:45:00,19:18,0,0,,115,79,31,33
2022_2023,323,Jaccob Slavin,28,CAR,D,76,7,20,27,18,8,7,0,0,1,19,0,1,131,5.3,297,1671:22:00,0.916666667,0,0,,103,36,88,40
2022_2023,324,Miles Wood,27,NJD,LW,76,13,14,27,1,76,11,2,0,2,13,1,0,167,7.8,276,920:08:00,12:06,1,5,16.7,19,100,16,33
2022_2023,325,Gustav Nyquist,33,2TM,RW,51,11,16,27,-9,16,9,0,2,2,15,1,0,102,10.8,164,898:36:00,17:37,14,18,43.8,30,41,31,19
2022_2023,325,Gustav Nyquist,33,CBJ,RW,48,10,12,22,-11,16,8,0,2,2,12,0,0,97,10.3,153,854:34:00,17:48,14,18,43.8,28,39,28,19
2022_2023,325,Gustav Nyquist,33,MIN,RW,3,1,4,5,2,0,1,0,0,0,3,1,0,5,20,11,44:02:00,14:41,0,0,,2,2,3,0
2022_2023,326,Sam Lafferty,27,2TM,C,70,12,15,27,-11,37,8,0,4,1,14,0,1,102,11.8,164,1022:36:00,14:37,248,237,51.1,33,125,27,34
2022_2023,326,Sam Lafferty,27,CHI,C,51,10,11,21,-10,28,6,0,4,1,10,0,1,83,12,134,770:43:00,15:07,219,199,52.4,21,94,23,23
2022_2023,326,Sam Lafferty,27,TOR,C,19,2,4,6,-1,9,2,0,0,0,4,0,0,19,10.5,30,251:53:00,13:15,29,38,43.3,12,31,4,11
2022_2023,327,Nick Foligno,35,BOS,LW,60,10,16,26,18,45,8,2,0,1,13,3,0,71,14.1,116,741:58:00,12:22,40,32,55.6,29,147,21,18
2022_2023,328,Ryan Graves,27,NJD,D,78,8,18,26,34,28,8,0,0,2,16,0,2,141,5.7,290,1555:56:00,19:57,0,0,,152,83,23,47
2022_2023,329,Matt Grzelcyk,29,BOS,D,75,4,22,26,46,28,4,0,0,2,22,0,0,102,3.9,201,1292:28:00,17:14,0,0,,78,51,13,33
2022_2023,330,Peyton Krebs,22,BUF,C,74,9,17,26,-8,50,7,1,1,0,15,2,0,78,11.5,142,1023:54:00,13:50,251,305,45.1,20,93,19,28
2022_2023,331,Jack McBain,23,ARI,C,82,12,14,26,-8,64,12,0,0,2,14,0,0,85,14.1,151,1146:28:00,13:59,370,470,44,51,304,26,30
2022_2023,332,Michael McLeod,24,NJD,C,80,4,22,26,6,43,4,0,0,1,21,0,1,90,4.4,163,980:08:00,12:15,587,381,60.6,51,127,31,29
2022_2023,333,Logan O'Connor,26,COL,RW,82,9,17,26,11,37,7,0,2,0,16,0,1,104,8.7,197,1164:46:00,14:12,2,10,16.7,50,116,42,20
2022_2023,334,Ryan Pulock,28,NYI,D,82,5,21,26,10,14,4,1,0,1,17,4,0,126,4,301,1714:13:00,20:54,0,0,,128,140,22,37
2022_2023,335,Matt Roy,27,LAK,D,82,9,17,26,8,22,8,0,1,2,16,0,1,135,6.7,251,1539:37:00,18:47,0,0,,153,119,7,45
2022_2023,336,Jakob Silfverberg,32,ANA,LW,81,10,16,26,-20,32,6,4,0,2,13,3,0,141,7.1,230,1229:31:00,15:11,18,34,34.6,51,10,28,19
2022_2023,337,Nico Sturm,27,SJS,C,74,14,12,26,-13,23,13,0,1,1,12,0,0,119,11.8,193,1090:02:00,14:44,491,389,55.8,45,100,40,19
2022_2023,338,Nick Ritchie,27,2TM,LW,74,13,13,26,-21,53,9,4,0,2,7,6,0,120,10.8,197,1002:34:00,13:33,2,10,16.7,32,218,8,19
2022_2023,338,Nick Ritchie,27,ARI,LW,58,9,12,21,-15,43,5,4,0,2,6,6,0,87,10.3,146,788:34:00,13:36,2,8,20,25,171,5,17
2022_2023,338,Nick Ritchie,27,CGY,LW,16,4,1,5,-6,10,4,0,0,0,1,0,0,33,12.1,51,214:00:00,13:23,0,2,0,7,47,3,2
2022_2023,339,Josh Bailey,33,NYI,C,64,8,17,25,3,2,8,0,0,2,14,3,0,72,11.1,115,968:52:00,15:08,40,56,41.7,31,11,21,47
2022_2023,340,William Carrier,28,VEG,LW,56,16,9,25,15,30,16,0,0,7,9,0,0,118,13.6,172,704:46:00,12:35,1,7,12.5,22,133,19,8
2022_2023,341,Nic Dowd,32,WSH,C,65,13,12,25,6,26,13,0,0,3,11,0,1,62,21,108,867:50:00,13:21,433,419,50.8,61,136,28,34
2022_2023,342,Brian Dumoulin,31,PIT,D,82,1,24,25,-4,16,1,0,0,0,22,0,2,82,1.2,189,1692:33:00,20:38,0,0,,142,123,36,40
2022_2023,343,Mattias Janmark,30,EDM,C,66,10,15,25,9,30,7,0,3,1,14,0,1,79,12.7,117,967:49:00,14:40,26,33,44.1,26,20,27,26
2022_2023,344,Philipp Kurashev,23,CHI,C,70,9,16,25,-32,14,9,0,0,2,12,4,0,116,7.8,209,1219:26:00,17:25,85,105,44.7,34,38,42,23
2022_2023,345,Kirill Marchenko,22,CBJ,RW,59,21,4,25,-23,16,14,7,0,1,3,1,0,131,16,253,955:10:00,16:11,9,7,56.3,39,34,31,19
2022_2023,346,Jamie Oleksiak,30,SEA,D,75,9,16,25,13,72,9,0,0,2,16,0,0,76,11.8,161,1443:51:00,19:15,0,0,,115,126,42,38
2022_2023,347,Juuso Pärssinen,21,NSH,C,45,6,19,25,-1,15,5,1,0,3,12,7,0,49,12.2,92,645:00:00,14:20,156,155,50.2,18,76,26,17
2022_2023,348,Corey Perry,37,TBL,RW,81,12,13,25,-28,95,6,6,0,3,7,6,0,116,10.3,194,936:33:00,11:34,0,0,,25,48,30,26
2022_2023,349,Ryan Suter,38,DAL,D,82,3,22,25,0,26,3,0,0,1,17,4,1,92,3.3,236,1671:07:00,20:23,0,0,,115,81,23,45
2022_2023,350,Jimmy Vesey,29,NYR,LW,81,11,14,25,13,20,10,0,1,4,14,0,0,123,8.9,206,1102:27:00,13:37,4,14,22.2,40,98,56,29
2022_2023,351,Kailer Yamamoto,24,EDM,RW,58,10,15,25,12,24,9,0,1,3,14,0,1,97,10.3,138,961:32:00,16:35,6,7,46.2,24,77,45,17
2022_2023,352,Tyson Jost,24,2TM,C,71,7,18,25,-13,34,7,0,0,0,18,0,0,98,7.1,174,940:18:00,13:15,175,276,38.8,32,61,24,8
2022_2023,352,Tyson Jost,24,MIN,C,12,0,3,3,-4,11,0,0,0,0,3,0,0,10,0,16,152:57:00,12:45,11,12,47.8,8,11,3,1
2022_2023,352,Tyson Jost,24,BUF,C,59,7,15,22,-9,23,7,0,0,0,15,0,0,88,8,158,787:21:00,13:21,164,264,38.3,24,50,21,7
2022_2023,353,Sammy Blais,26,2TM,LW,71,9,16,25,4,30,9,0,0,1,15,1,0,70,12.9,126,837:38:00,11:48,2,5,28.6,35,238,16,23
2022_2023,353,Sammy Blais,26,NYR,LW,40,0,5,5,1,8,0,0,0,0,5,0,0,31,0,56,385:17:00,9:38,1,5,16.7,16,119,4,13
2022_2023,353,Sammy Blais,26,STL,LW,31,9,11,20,3,22,9,0,0,1,10,1,0,39,23.1,70,452:21:00,14:36,1,0,100,19,119,12,10
2022_2023,354,Jake McCabe,29,2TM,D,76,3,22,25,19,56,3,0,0,1,22,0,0,96,3.1,185,1480:06:00,19:29,0,0,,151,163,32,42
2022_2023,354,Jake McCabe,29,CHI,D,55,2,18,20,7,27,2,0,0,1,18,0,0,67,3,125,1071:14:00,19:29,0,0,,115,122,29,24
2022_2023,354,Jake McCabe,29,TOR,D,21,1,4,5,12,29,1,0,0,0,4,0,0,29,3.4,60,408:52:00,19:28,0,0,,36,41,3,18
2022_2023,355,Vladislav Namestnikov,30,2TM,C,77,8,17,25,5,35,7,1,0,0,15,2,0,108,7.4,178,972:04:00,12:37,77,128,37.6,39,108,34,11
2022_2023,355,Vladislav Namestnikov,30,TBL,C,57,6,9,15,-2,19,6,0,0,0,7,2,0,72,8.3,113,674:31:00,11:50,54,85,38.8,23,80,24,9
2022_2023,355,Vladislav Namestnikov,30,WPG,C,20,2,8,10,7,16,1,1,0,0,8,0,0,36,5.6,65,297:33:00,14:53,23,43,34.8,16,28,10,2
2022_2023,356,Matt Benning,28,SJS,D,77,1,23,24,-18,26,1,0,0,0,21,1,1,58,1.7,156,1522:57:00,19:47,0,0,,125,102,18,43
2022_2023,357,Adam Boqvist,22,CBJ,D,46,5,19,24,-12,8,5,0,0,1,10,9,0,68,7.4,135,857:08:00,18:38,0,0,,47,23,11,24
2022_2023,358,Bowen Byram,21,COL,D,42,10,14,24,7,38,7,2,1,1,10,4,0,65,15.4,140,918:52:00,21:53,0,0,,54,82,13,20
2022_2023,359,Mark Giordano,39,TOR,D,78,4,20,24,27,53,3,0,1,1,20,0,0,107,3.7,231,1478:08:00,18:57,0,0,,147,60,20,48
2022_2023,360,Esa Lindell,28,DAL,D,82,8,16,24,29,10,8,0,0,2,14,0,2,116,6.9,231,1633:11:00,19:55,0,0,,147,87,31,56
2022_2023,361,Scott Mayfield,30,NYI,D,82,6,18,24,8,83,6,0,0,1,18,0,0,119,5,296,1724:21:00,21:02,0,0,,168,107,21,64
2022_2023,362,Marcus Pettersson,26,PIT,D,68,1,23,24,4,58,1,0,0,0,23,0,0,96,1,216,1399:42:00,20:35,0,0,,131,133,25,43
2022_2023,363,Eric Robinson,27,CBJ,LW,72,12,12,24,-21,6,12,0,0,1,10,0,2,98,12.2,189,1004:15:00,13:57,3,12,20,32,124,30,17
2022_2023,364,Pius Suter,26,DET,F,79,14,10,24,-3,6,12,0,2,1,10,0,0,106,13.2,178,1110:53:00,14:04,214,243,46.8,37,39,31,15
2022_2023,365,Yakov Trenin,26,NSH,C,77,12,12,24,-7,47,10,0,2,2,10,2,0,140,8.6,259,1166:18:00,15:09,14,22,38.9,30,167,44,43
2022_2023,366,Matthew Nieto,30,2TM,LW,81,12,12,24,-15,16,12,0,0,2,11,1,0,115,10.4,174,1095:30:00,13:31,9,9,50,32,43,35,22
2022_2023,366,Matthew Nieto,30,SJS,LW,45,8,7,15,-22,8,8,0,0,2,6,1,0,70,11.4,109,704:04:00,15:39,5,6,45.5,18,28,20,17
2022_2023,366,Matthew Nieto,30,COL,LW,36,4,5,9,7,8,4,0,0,0,5,0,0,45,8.9,65,391:26:00,10:52,4,3,57.1,14,15,15,5
2022_2023,367,Sebastian Aho,26,NYI,D,71,5,18,23,9,22,5,0,0,0,16,2,0,89,5.6,183,1190:42:00,16:46,0,0,,69,38,14,38
2022_2023,368,Derick Brassard,35,OTT,C,62,13,10,23,3,30,8,5,0,4,5,5,0,92,14.1,139,755:11:00,12:11,143,143,50,10,90,16,24
2022_2023,369,Connor Clifton,27,BOS,D,78,5,18,23,20,60,4,0,1,0,18,0,0,93,5.4,172,1392:45:00,17:51,0,0,,120,208,20,47
2022_2023,370,Brenden Dillon,32,WPG,D,82,2,21,23,2,76,2,0,0,0,20,0,1,83,2.4,204,1606:15:00,19:35,0,0,,108,198,18,47
2022_2023,371,Dakota Joshua,26,VAN,C,79,11,12,23,-16,60,9,1,1,2,12,0,0,71,15.5,106,910:13:00,11:31,23,20,53.5,30,222,30,13
2022_2023,372,Nick Leddy,31,STL,D,78,2,21,23,4,20,2,0,0,1,21,0,0,79,2.5,164,1647:44:00,21:07,0,0,,96,43,43,34
2022_2023,373,Olli Määttä,28,DET,D,78,6,17,23,-9,14,6,0,0,0,17,0,0,62,9.7,137,1459:09:00,18:42,0,0,,128,78,23,38
2022_2023,374,Ryan McLeod,23,EDM,C,57,11,12,23,4,18,9,0,2,0,11,0,1,78,14.1,144,808:35:00,14:11,288,310,48.2,20,40,23,41
2022_2023,375,Ondřej Palát,31,NJD,LW,49,8,15,23,5,6,7,1,0,1,13,2,0,79,10.1,150,761:14:00,15:32,0,9,0,44,70,22,25
2022_2023,376,Travis Sanheim,26,PHI,D,81,7,16,23,-5,40,6,0,1,1,15,1,0,111,6.3,206,1652:37:00,20:24,0,0,,137,61,22,42
2022_2023,377,Trevor van Riemsdyk,31,WSH,D,75,7,16,23,10,15,7,0,0,0,15,1,0,97,7.2,194,1429:54:00,19:04,0,0,,160,21,30,40
2022_2023,378,Fabian Zetterlund,23,2TM,W,67,6,17,23,-6,14,5,1,0,1,15,2,0,118,5.1,223,888:13:00,13:15,7,10,41.2,20,53,21,23
2022_2023,378,Fabian Zetterlund,23,NJD,W,45,6,14,20,4,6,5,1,0,1,12,2,0,81,7.4,155,582:55:00,12:57,6,9,40,11,34,11,14
2022_2023,378,Fabian Zetterlund,23,SJS,W,22,0,3,3,-10,8,0,0,0,0,3,0,0,37,0,68,305:18:00,13:53,1,1,50,9,19,10,9
2022_2023,379,Noel Acciari,31,2TM,C,77,14,9,23,-4,21,14,0,0,2,7,0,2,102,13.7,168,1102:05:00,14:19,337,289,53.8,81,244,33,13
2022_2023,379,Noel Acciari,31,STL,C,54,10,8,18,-6,10,10,0,0,1,6,0,2,74,13.5,122,787:11:00,14:35,275,239,53.5,55,168,23,6
2022_2023,379,Noel Acciari,31,TOR,C,23,4,1,5,2,11,4,0,0,1,1,0,0,28,14.3,46,314:54:00,13:41,62,50,55.4,26,76,10,7
2022_2023,380,Lars Eller,33,2TM,C,84,10,13,23,3,46,9,0,1,1,13,0,0,140,7.1,268,1242:31:00,14:48,549,474,53.7,42,93,40,36
2022_2023,380,Lars Eller,33,WSH,C,60,7,9,16,-1,36,7,0,0,0,9,0,0,101,6.9,191,914:23:00,15:14,415,345,54.6,34,80,29,26
2022_2023,380,Lars Eller,33,COL,C,24,3,4,7,4,10,2,0,1,1,4,0,0,39,7.7,77,328:08:00,13:40,134,129,51,8,13,11,10
2022_2023,381,Emil Bemström,23,CBJ,C,55,7,15,22,-11,6,4,3,0,0,12,3,0,95,7.4,180,665:58:00,12:07,7,10,41.2,21,16,16,9
2022_2023,382,Quinton Byfield,20,LAK,C,53,3,19,22,13,30,2,1,0,0,19,0,0,74,4.1,145,745:23:00,14:04,51,57,47.2,16,53,16,19
2022_2023,383,Oliver Ekman-Larsson,31,VAN,D,54,2,20,22,-24,22,2,0,0,0,15,4,1,90,2.2,197,1089:30:00,20:11,0,0,,43,58,11,25
2022_2023,384,Danton Heinen,27,PIT,C,65,8,14,22,-5,12,7,1,0,0,13,1,0,96,8.3,163,699:14:00,10:45,2,3,40,26,76,24,16
2022_2023,385,Alexander Romanov,23,NYI,D,76,2,20,22,13,43,2,0,0,0,19,0,1,100,2,235,1478:10:00,19:27,0,0,,129,198,25,55
2022_2023,386,Paul Stastny,37,CAR,C,73,9,13,22,4,16,7,2,0,3,11,2,0,80,11.3,137,866:31:00,11:52,280,206,57.6,18,21,20,8
2022_2023,387,Tom Wilson,28,WSH,RW,33,13,9,22,-13,78,9,4,0,1,8,1,0,82,15.9,141,581:22:00,17:37,5,10,33.3,30,97,13,10
2022_2023,388,Luke Schenn,33,2TM,D,70,4,18,22,8,84,4,0,0,0,16,0,2,81,4.9,177,1144:50:00,16:21,0,0,,98,318,11,33
2022_2023,388,Luke Schenn,33,VAN,D,55,3,18,21,9,71,3,0,0,0,16,0,2,68,4.4,151,945:20:00,17:11,0,0,,81,258,8,27
2022_2023,388,Luke Schenn,33,TOR,D,15,1,0,1,-1,13,1,0,0,0,0,0,0,13,7.7,26,199:30:00,13:18,0,0,,17,60,3,6
2022_2023,389,Garnet Hathaway,31,2TM,RW,84,13,9,22,5,69,13,0,0,3,8,0,1,88,14.8,151,990:48:00,11:48,3,10,23.1,83,268,12,13
2022_2023,389,Garnet Hathaway,31,WSH,RW,59,9,7,16,6,52,9,0,0,1,7,0,0,70,12.9,122,714:07:00,12:06,3,7,30,65,198,9,9
2022_2023,389,Garnet Hathaway,31,BOS,RW,25,4,2,6,-1,17,4,0,0,2,1,0,1,18,22.2,29,276:41:00,11:04,0,3,0,18,70,3,4
2022_2023,390,Nicklas Bäckström,35,WSH,C,39,7,14,21,-25,14,1,6,0,0,9,5,0,59,11.9,118,658:15:00,16:53,259,255,50.4,23,24,16,22
2022_2023,391,Morgan Barron,24,WPG,C,70,8,13,21,4,31,7,0,1,2,10,1,2,112,7.1,183,928:00:00,13:15,13,16,44.8,44,118,19,16
2022_2023,392,Jesper Boqvist,24,NJD,C,70,10,11,21,8,2,10,0,0,2,11,0,0,67,14.9,135,812:24:00,11:36,66,133,33.2,20,50,22,28
2022_2023,393,Casey Cizikas,31,NYI,C,81,6,15,21,0,54,6,0,0,0,13,0,2,111,5.4,189,1177:27:00,14:32,501,438,53.4,58,188,35,28
2022_2023,394,Marcus Foligno,31,MIN,LW,65,7,14,21,-6,97,7,0,0,0,11,3,0,83,8.4,153,974:24:00,14:59,7,7,50,40,237,27,25
2022_2023,395,Travis Hamonic,32,OTT,D,75,6,15,21,-5,71,6,0,0,1,11,1,3,136,4.4,277,1392:01:00,18:34,0,0,,143,109,22,64
2022_2023,396,Pierre-Olivier Joseph,23,PIT,D,75,5,16,21,8,44,4,1,0,1,14,2,0,108,4.6,221,1143:41:00,15:15,0,0,,36,88,38,33
2022_2023,397,Klim Kostin,23,EDM,C,57,11,10,21,12,66,11,0,0,2,10,0,0,56,19.6,104,573:23:00,10:04,4,6,40,15,157,12,16
2022_2023,398,Colin Miller,30,DAL,D,79,6,15,21,23,37,5,1,0,3,15,0,0,106,5.7,273,1325:00:00,16:46,0,0,,70,108,29,48
2022_2023,399,Adam Pelech,28,NYI,D,61,6,15,21,15,36,6,0,0,0,14,0,1,97,6.2,230,1320:46:00,21:39,0,0,,110,77,31,38
2022_2023,400,Jonas Siegenthaler,25,NJD,D,80,4,17,21,27,44,3,1,0,1,17,0,0,84,4.8,189,1612:19:00,20:09,0,0,,151,101,29,36
2022_2023,401,Nikita Zadorov,27,CGY,D,82,14,7,21,10,80,14,0,0,2,6,1,0,130,10.8,268,1532:14:00,18:41,0,0,,75,174,31,57
2022_2023,402,Denis Malgin,26,2TM,C,65,13,8,21,4,8,13,0,0,1,7,1,0,112,11.6,198,709:46:00,10:55,4,6,40,18,68,29,24
2022_2023,402,Denis Malgin,26,TOR,C,23,2,2,4,-1,4,2,0,0,0,2,0,0,46,4.3,82,267:15:00,11:37,2,2,50,5,28,8,11
2022_2023,402,Denis Malgin,26,COL,C,42,11,6,17,5,4,11,0,0,1,5,1,0,66,16.7,116,442:31:00,10:32,2,4,33.3,13,40,21,13
2022_2023,403,Michael Anderson,23,LAK,D,77,5,15,20,20,40,4,1,0,1,14,0,1,90,5.6,188,1667:49:00,21:40,0,0,,129,162,18,31
2022_2023,404,William Borgen,26,SEA,D,82,3,17,20,11,47,3,0,0,1,17,0,0,76,3.9,167,1341:30:00,16:22,0,0,,89,203,14,23
