SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2021_2022,295,Derek Grant,31,ANA,C,71,15,14,29,-16,27,12,2,1,1,13,0,1,117,12.8,193,1016:16:00,14:19,204,216,48.6,49,69,21,17
2021_2022,296,Jesperi Kotkaniemi,21,CAR,C,66,12,17,29,3,37,12,0,0,3,13,4,0,81,14.8,146,793:32:00,12:01,176,168,51.2,15,74,25,21
2021_2022,297,Isac Lundeström,22,ANA,C,80,16,13,29,-3,8,12,0,4,3,13,0,0,83,19.3,144,1238:51:00,15:29,391,488,44.5,55,38,22,31
2021_2022,298,Marcus Johansson,31,2TM,C,69,9,20,29,-26,4,6,3,0,2,13,7,0,111,8.1,183,1112:52:00,16:08,41,57,41.8,26,31,26,27
2021_2022,298,Marcus Johansson,31,SEA,C,51,6,17,23,-22,4,3,3,0,1,11,6,0,81,7.4,136,845:39:00,16:35,31,49,38.8,18,17,24,18
2021_2022,298,Marcus Johansson,31,WSH,C,18,3,3,6,-4,0,3,0,0,1,2,1,0,30,10,47,267:13:00,14:51,10,8,55.6,8,14,2,9
2021_2022,299,Teddy Blueger,27,PIT,C,65,9,19,28,12,10,8,0,1,0,18,0,1,93,9.7,134,976:10:00,15:01,357,315,53.1,32,87,37,22
2021_2022,300,T.J. Brodie,31,TOR,D,82,4,24,28,20,34,4,0,0,0,21,1,2,68,5.9,158,1747:32:00,21:19,0,0,,106,53,30,62
2021_2022,301,Dustin Brown,37,LAK,RW,64,9,19,28,-3,20,8,1,0,0,17,2,0,146,6.2,238,943:18:00,14:44,2,8,20,20,88,13,19
2021_2022,302,Cody Ceci,28,EDM,D,78,5,23,28,8,14,5,0,0,0,20,0,3,102,4.9,213,1629:55:00,20:54,0,0,,121,117,15,39
2021_2022,303,Samuel Girard,23,COL,D,67,5,23,28,-4,20,5,0,0,1,16,7,0,79,6.3,188,1450:14:00,21:39,0,0,,90,65,21,28
2021_2022,304,Ryan Graves,26,NJD,D,75,6,22,28,-9,24,6,0,0,0,22,0,0,111,5.4,241,1554:09:00,20:43,0,0,,135,90,27,51
2021_2022,305,Patric Hörnqvist,35,FLA,RW,65,11,17,28,-5,19,8,3,0,0,13,4,0,165,6.7,240,823:34:00,12:40,8,13,38.1,23,112,24,14
2021_2022,306,Adam Pelech,27,NYI,D,78,3,25,28,20,42,3,0,0,0,23,0,2,104,2.9,225,1659:55:00,21:17,0,0,,128,99,49,48
2021_2022,307,Brett Pesce,27,CAR,D,70,7,21,28,5,39,6,1,0,3,19,2,0,148,4.7,304,1519:03:00,21:42,0,0,,99,39,45,29
2021_2022,308,Colton Sissons,28,NSH,C,79,7,21,28,2,30,6,1,0,0,18,3,0,87,8,163,1276:49:00,16:10,719,573,55.7,44,188,19,25
2021_2022,309,Chris Tanev,32,CGY,D,82,6,22,28,35,22,6,0,0,3,22,0,0,88,6.8,180,1677:38:00,20:28,0,0,,158,52,29,57
2021_2022,310,Rasmus Asplund,24,BUF,F,80,8,19,27,-5,10,5,2,1,1,17,2,0,130,6.2,192,1142:13:00,14:17,26,35,42.6,14,30,21,23
2021_2022,311,Mathew Dumba,27,MIN,D,57,7,20,27,9,47,6,1,0,1,16,4,0,116,6,251,1317:00:00,23:06,0,0,,84,114,15,26
2021_2022,312,Sean Durzi,23,LAK,D,64,3,24,27,-9,55,1,2,0,0,10,13,1,119,2.5,247,1254:03:00,19:36,0,0,,121,74,26,53
2021_2022,313,Jordan Greenway,24,MIN,LW,62,10,17,27,26,69,9,1,0,3,16,1,0,110,9.1,166,902:52:00,14:34,18,31,36.7,31,155,14,16
2021_2022,314,Arthur Kaliyev,20,LAK,RW,80,14,13,27,-3,37,8,6,0,2,10,3,0,194,7.2,310,1011:56:00,12:39,0,0,,12,31,20,20
2021_2022,315,Ondřej Kaše,26,TOR,RW,50,14,13,27,4,14,9,4,1,2,9,4,0,119,11.8,205,699:22:00,13:59,2,9,18.2,32,29,28,16
2021_2022,316,Pat Maroon,33,TBL,LW,81,11,16,27,20,134,8,3,0,0,13,3,0,102,10.8,156,1004:05:00,12:24,15,15,50,11,160,16,17
2021_2022,317,Jeff Petry,34,MTL,D,68,6,21,27,-11,36,6,0,0,1,17,3,1,124,4.8,266,1504:00:00,22:07,0,0,,117,140,12,107
2021_2022,318,Michael Rasmussen,22,DET,C,80,15,12,27,-25,66,15,0,0,2,10,2,0,128,11.7,194,1161:27:00,14:31,410,409,50.1,65,142,29,16
2021_2022,319,Eric Robinson,26,CBJ,LW,67,10,17,27,-1,18,8,0,2,1,17,0,0,104,9.6,187,930:46:00,13:54,2,2,50,20,95,30,12
2021_2022,320,Chris Wideman,32,MTL,D,64,4,23,27,-25,67,4,0,0,1,11,12,0,76,5.3,148,952:04:00,14:53,0,0,,46,44,13,57
2021_2022,321,Hampus Lindholm,28,2TM,D,71,5,22,27,10,46,4,1,0,1,17,4,1,142,3.5,275,1597:51:00,22:30,0,0,,92,70,35,47
2021_2022,321,Hampus Lindholm,28,ANA,D,61,5,17,22,0,42,4,1,0,1,13,3,1,119,4.2,239,1374:58:00,22:32,0,0,,77,55,31,44
2021_2022,321,Hampus Lindholm,28,BOS,D,10,0,5,5,10,4,0,0,0,0,4,1,0,23,0,36,222:53:00,22:17,0,0,,15,15,4,3
2021_2022,322,Nick Bonino,33,SJS,C,80,16,10,26,-25,18,12,3,1,0,6,4,0,137,11.7,211,1335:59:00,16:42,475,450,51.4,102,34,50,15
2021_2022,323,Kirby Dach,21,CHI,C,70,9,17,26,-18,43,7,2,0,0,12,4,1,116,7.8,198,1263:06:00,18:03,179,366,32.8,44,49,42,17
2021_2022,324,Warren Foegele,25,EDM,LW,82,12,14,26,-9,24,10,2,0,3,13,1,0,142,8.5,245,1034:12:00,12:37,13,15,46.4,15,127,44,29
2021_2022,325,Garnet Hathaway,30,WSH,RW,76,14,12,26,19,57,14,0,0,4,11,0,1,124,11.3,197,1017:34:00,13:23,10,18,35.7,62,250,23,20
2021_2022,326,David Kämpf,27,TOR,C,82,11,15,26,12,20,9,0,2,1,13,0,2,102,10.8,168,1251:48:00,15:16,616,549,52.9,26,80,30,25
2021_2022,327,Oskar Lindblom,25,PHI,LW,79,12,14,26,-11,22,12,0,0,1,13,1,0,127,9.4,212,1090:16:00,13:48,8,14,36.4,48,83,19,18
2021_2022,328,Eetu Luostarinen,23,FLA,C,78,9,17,26,1,12,7,0,2,4,15,1,1,84,10.7,153,1048:03:00,13:26,321,481,40,46,103,38,27
2021_2022,329,Ryan McDonagh,32,TBL,D,71,4,22,26,15,16,4,0,0,0,21,1,0,85,4.7,180,1593:30:00,22:27,0,1,0,137,96,26,24
2021_2022,330,Vasily Podkolzin,20,VAN,RW,79,14,12,26,7,26,12,2,0,3,11,1,0,115,12.2,191,1010:35:00,12:48,8,11,42.1,33,84,32,18
2021_2022,331,Ben Chiarot,30,2TM,D,74,9,17,26,-14,48,7,2,0,1,15,1,1,143,6.3,268,1691:09:00,22:51,0,0,,130,157,20,69
2021_2022,331,Ben Chiarot,30,MTL,D,54,7,11,18,-18,42,6,1,0,1,9,1,1,96,7.3,186,1272:28:00,23:34,0,0,,91,110,17,57
2021_2022,331,Ben Chiarot,30,FLA,D,20,2,6,8,4,6,1,1,0,0,6,0,0,47,4.3,82,418:41:00,20:56,0,0,,39,47,3,12
2021_2022,332,Jake Bean,23,CBJ,D,67,7,18,25,-5,26,7,0,0,2,13,4,1,90,7.8,209,1378:04:00,20:34,0,0,,71,41,21,23
2021_2022,333,Jack Eichel,25,VEG,C,34,14,11,25,3,10,11,3,0,2,6,5,0,133,10.5,193,659:19:00,19:24,184,195,48.5,35,45,25,29
2021_2022,334,Vinnie Hinostroza,27,BUF,C,62,13,12,25,-11,24,12,1,0,2,12,0,0,92,14.1,154,860:03:00,13:52,12,16,42.9,13,25,22,26
2021_2022,335,Mattias Janmark,29,VEG,C,67,9,16,25,3,21,7,0,2,1,15,0,1,89,10.1,144,961:04:00,14:21,11,16,40.7,28,19,29,19
2021_2022,336,Erik Johnson,33,COL,D,77,8,17,25,22,24,7,0,1,1,15,1,1,139,5.8,260,1330:23:00,17:17,0,0,,136,165,35,29
2021_2022,337,Adam Larsson,29,SEA,D,82,8,17,25,-23,55,8,0,0,3,16,1,0,119,6.7,260,1826:45:00,22:17,0,0,,140,183,23,35
2021_2022,338,Esa Lindell,27,DAL,D,76,4,21,25,4,12,3,0,1,0,16,3,2,136,2.9,211,1675:26:00,22:03,0,1,0,148,111,20,55
2021_2022,339,John Marino,24,PIT,D,81,1,24,25,1,23,1,0,0,0,20,2,2,90,1.1,191,1671:35:00,20:38,0,0,,88,73,43,35
2021_2022,340,T.J. Oshie,35,WSH,C,44,11,14,25,-12,18,7,4,0,1,7,6,1,77,14.3,138,767:47:00,17:27,72,97,42.6,30,86,19,18
2021_2022,341,Jason Spezza,38,TOR,C,71,12,13,25,-3,26,9,3,0,1,6,7,0,97,12.4,175,762:58:00,10:45,305,272,52.9,24,31,32,31
2021_2022,342,Nic Dowd,31,WSH,C,64,10,14,24,10,44,9,0,1,0,13,1,0,90,11.1,135,912:49:00,14:16,506,437,53.7,53,139,28,14
2021_2022,343,Tyler Ennis,32,OTT,C,57,8,16,24,-6,16,7,1,0,1,13,3,0,89,9,157,714:56:00,12:33,20,9,69,24,70,19,23
2021_2022,344,Dante Fabbro,23,NSH,D,66,3,21,24,13,24,3,0,0,0,21,0,0,88,3.4,189,1257:27:00,19:03,0,0,,105,69,22,35
2021_2022,345,Brendan Gallagher,29,MTL,RW,56,7,17,24,-7,69,2,5,0,0,15,2,0,142,4.9,250,841:02:00,15:01,13,22,37.1,29,54,17,20
2021_2022,346,Matt Grzelcyk,28,BOS,D,73,4,20,24,22,24,4,0,0,2,15,5,0,118,3.4,211,1367:05:00,18:44,0,0,,83,40,21,41
2021_2022,347,Barrett Hayton,21,ARI,C,60,10,14,24,-8,20,8,2,0,1,11,3,0,82,12.2,150,967:02:00,16:07,415,447,48.1,33,84,18,18
2021_2022,348,Keegan Kolesar,24,VEG,RW,77,7,17,24,-6,68,5,1,1,0,17,0,0,94,7.4,142,974:05:00,12:39,76,112,40.4,46,246,33,36
2021_2022,349,Dmitry Kulikov,31,MIN,D,80,7,17,24,23,39,7,0,0,2,17,0,0,74,9.5,168,1455:41:00,18:12,0,0,,103,100,16,31
2021_2022,350,Blake Lizotte,24,LAK,C,70,10,14,24,15,28,9,0,1,2,12,0,2,91,11,141,851:28:00,12:10,313,294,51.6,12,74,31,10
2021_2022,351,Logan O'Connor,25,COL,RW,81,8,16,24,10,38,7,0,1,1,13,0,3,127,6.3,202,1123:35:00,13:52,5,17,22.7,59,100,38,17
2021_2022,352,Yakov Trenin,25,NSH,C,80,17,7,24,7,46,17,0,0,2,7,0,0,136,12.5,243,1173:24:00,14:40,12,23,34.3,33,191,37,24
2021_2022,353,Oliver Wahlstrom,21,NYI,RW,73,13,11,24,-6,74,8,5,0,2,8,3,0,157,8.3,276,880:18:00,12:04,6,8,42.9,19,101,19,20
2021_2022,354,Filip Zadina,22,DET,RW,74,10,14,24,-24,10,6,4,0,1,10,4,0,154,6.5,284,1049:03:00,14:11,5,5,50,34,57,24,30
2021_2022,355,Nick Leddy,30,2TM,D,75,3,21,24,-30,22,3,0,0,0,15,6,0,71,4.2,138,1606:04:00,21:25,0,0,,67,37,30,33
2021_2022,355,Nick Leddy,30,DET,D,55,1,15,16,-33,16,1,0,0,0,10,5,0,52,1.9,102,1185:06:00,21:33,0,0,,49,31,21,23
2021_2022,355,Nick Leddy,30,STL,D,20,2,6,8,3,6,2,0,0,0,5,1,0,19,10.5,36,420:58:00,21:03,0,0,,18,6,9,10
2021_2022,356,Rūdolfs Balcers,24,SJS,LW,61,11,12,23,-3,20,11,0,0,1,11,0,1,98,11.2,160,917:15:00,15:02,8,12,40,43,115,35,30
2021_2022,357,Jesper Boqvist,23,NJD,C,56,10,13,23,-9,10,10,0,0,1,12,1,0,74,13.5,135,735:14:00,13:08,168,282,37.3,16,31,18,23
2021_2022,358,Noah Gregor,23,SJS,C,63,8,15,23,-21,25,8,0,0,1,12,3,0,156,5.1,263,940:57:00,14:56,12,23,34.3,49,118,28,14
2021_2022,359,Justin Holl,30,TOR,D,69,3,20,23,14,41,2,0,1,1,18,0,2,64,4.7,128,1394:22:00,20:12,0,0,,104,129,18,56
2021_2022,360,Timothy Liljegren,22,TOR,D,61,5,18,23,15,14,4,1,0,0,17,1,0,79,6.3,162,1000:25:00,16:24,0,0,,60,87,19,43
2021_2022,361,Anthony Mantha,27,WSH,RW,37,9,14,23,4,14,9,0,0,0,12,2,0,82,11,132,561:15:00,15:10,3,1,75,18,46,13,13
2021_2022,362,Sean Monahan,27,CGY,C,65,8,15,23,-15,24,3,5,0,2,7,8,0,111,7.2,197,914:10:00,14:04,414,365,53.1,24,59,32,28
2021_2022,363,Justin Schultz,31,WSH,D,74,4,19,23,-15,16,2,2,0,1,16,3,0,92,4.3,205,1252:05:00,16:55,0,0,,87,40,13,25
2021_2022,364,Jaden Schwartz,29,SEA,C,37,8,15,23,-13,14,7,1,0,0,12,3,0,101,7.9,168,682:52:00,18:27,17,18,48.6,13,42,28,16
2021_2022,365,Anton Strålman,35,ARI,D,74,8,15,23,-16,12,8,0,0,1,15,0,0,95,8.4,181,1579:04:00,21:20,0,0,,100,99,32,28
2021_2022,366,Eeli Tolvanen,22,NSH,RW,75,11,12,23,-7,16,10,1,0,1,7,5,0,151,7.3,266,1007:05:00,13:26,0,1,0,45,176,15,21
2021_2022,367,Nicolas Aubé-Kubel,25,2TM,RW,74,11,12,23,11,47,11,0,0,2,12,0,0,87,12.6,152,726:24:00,9:49,3,9,25,18,140,17,20
2021_2022,367,Nicolas Aubé-Kubel,25,PHI,RW,7,0,1,1,-3,6,0,0,0,0,1,0,0,9,0,12,68:45:00,9:49,0,0,,1,17,0,2
2021_2022,367,Nicolas Aubé-Kubel,25,COL,RW,67,11,11,22,14,41,11,0,0,2,11,0,0,78,14.1,140,657:39:00,9:49,3,9,25,17,123,17,18
2021_2022,368,Oskar Sundqvist,27,2TM,C,59,8,15,23,5,29,8,0,0,1,15,0,0,70,11.4,117,825:58:00,0.583333333,75,107,41.2,29,70,12,25
2021_2022,368,Oskar Sundqvist,27,STL,C,41,4,11,15,4,12,4,0,0,0,11,0,0,50,8,81,547:40:00,13:21,61,70,46.6,19,49,10,17
2021_2022,368,Oskar Sundqvist,27,DET,C,18,4,4,8,1,17,4,0,0,1,4,0,0,20,20,36,278:18:00,15:28,14,37,27.5,10,21,2,8
2021_2022,369,Nick Ritchie,26,2TM,LW,57,12,11,23,-13,43,11,1,0,0,8,3,0,93,12.9,159,723:59:00,12:42,0,4,0,22,153,9,17
2021_2022,369,Nick Ritchie,26,TOR,LW,33,2,7,9,-6,23,1,1,0,0,4,3,0,52,3.8,88,395:47:00,0.5,0,3,0,13,79,5,10
2021_2022,369,Nick Ritchie,26,ARI,LW,24,10,4,14,-7,20,10,0,0,0,4,0,0,41,24.4,71,328:12:00,13:41,0,1,0,9,74,4,7
2021_2022,370,Adam Boqvist,21,CBJ,D,52,11,11,22,-11,12,8,3,0,1,8,3,0,64,17.2,130,886:23:00,17:03,0,0,,47,26,11,28
2021_2022,371,Alex Chiasson,31,VAN,RW,67,13,9,22,4,24,7,6,0,2,5,4,0,98,13.3,140,778:41:00,11:37,10,13,43.5,18,68,7,10
2021_2022,372,Filip Chytil,22,NYR,C,67,8,14,22,-1,14,8,0,0,1,13,1,0,135,5.9,231,882:44:00,13:11,135,176,43.4,27,24,23,28
2021_2022,373,Nick Cousins,28,NSH,C,68,9,13,22,-8,31,6,3,0,1,12,1,0,103,8.7,171,847:51:00,12:28,23,26,46.9,28,66,16,23
2021_2022,374,Jonathan Dahlén,24,SJS,C,61,12,10,22,-25,12,9,3,0,2,6,4,0,105,11.4,178,841:19:00,13:48,0,1,0,34,16,21,23
2021_2022,375,Joonas Donskoi,29,SEA,RW,75,2,20,22,-10,14,2,0,0,0,16,3,1,89,2.2,155,1112:47:00,14:50,5,9,35.7,31,36,24,21
2021_2022,376,Morgan Geekie,23,SEA,C,73,7,15,22,-16,18,7,0,0,0,11,4,0,97,7.2,189,920:24:00,12:36,351,318,52.5,23,55,25,26
2021_2022,377,Peyton Krebs,21,2TM,C,57,7,15,22,-26,22,7,0,0,2,5,10,0,56,12.5,99,831:20:00,14:35,61,112,35.3,8,25,15,35
2021_2022,377,Peyton Krebs,21,VEG,C,9,0,0,0,-6,2,0,0,0,0,0,0,0,10,0,17,123:33:00,13:44,3,5,37.5,3,6,2,4
2021_2022,377,Peyton Krebs,21,BUF,C,48,7,15,22,-20,20,7,0,0,2,5,10,0,46,15.2,82,707:47:00,14:45,58,107,35.2,5,19,13,31
2021_2022,378,Luke Kunin,24,NSH,C,82,13,9,22,-11,99,13,0,0,0,7,2,0,125,10.4,209,1134:02:00,13:50,48,61,44,51,223,20,17
2021_2022,379,Jake McCabe,28,CHI,D,75,4,18,22,-27,33,4,0,0,0,18,0,0,80,5,181,1523:03:00,20:18,0,0,,167,166,18,60
2021_2022,380,Brock McGinn,27,PIT,LW,64,12,10,22,0,14,12,0,0,2,10,0,0,99,12.1,157,959:41:00,0.625,16,28,36.4,50,94,18,19
2021_2022,381,Alexander Radulov,35,DAL,RW,71,4,18,22,-20,30,3,1,0,2,11,7,0,92,4.3,189,1000:52:00,14:06,10,12,45.5,48,43,30,27
2021_2022,382,Derek Ryan,35,EDM,C,75,10,12,22,-4,8,10,0,0,2,11,0,1,72,13.9,118,857:19:00,11:26,286,226,55.9,38,38,26,15
2021_2022,383,P.K. Subban,32,NJD,D,77,5,17,22,-8,82,5,0,0,1,16,0,1,114,4.4,264,1408:48:00,18:18,0,0,,90,69,23,51
2021_2022,384,Nikita Zadorov,26,CGY,D,74,4,18,22,11,77,4,0,0,0,18,0,0,106,3.8,225,1251:21:00,16:55,0,0,,49,181,32,61
2021_2022,385,Artem Zub,26,OTT,D,81,6,16,22,1,60,6,0,0,0,16,0,0,92,6.5,194,1704:14:00,21:02,0,0,,124,155,14,60
2021_2022,386,Taylor Raddysh,23,2TM,RW,74,11,11,22,1,10,7,3,1,1,10,1,0,104,10.6,163,912:51:00,12:20,6,10,37.5,21,103,23,15
2021_2022,386,Taylor Raddysh,23,TBL,RW,53,5,7,12,5,8,4,0,1,1,6,1,0,61,8.2,98,585:53:00,11:03,6,9,40,17,62,14,5
2021_2022,386,Taylor Raddysh,23,CHI,RW,21,6,4,10,-4,2,3,3,0,0,4,0,0,43,14,65,326:58:00,15:34,0,1,0,4,41,9,10
2021_2022,387,Brian Boyle,37,PIT,C,66,11,10,21,6,27,10,0,1,1,10,0,0,87,12.6,122,712:04:00,10:47,165,200,45.2,39,95,20,10
2021_2022,388,Jakob Chychrun,23,ARI,D,47,7,14,21,-20,47,6,1,0,2,14,0,0,141,5,293,1080:45:00,0.958333333,0,0,,66,51,19,37
2021_2022,389,Alex Galchenyuk,27,ARI,C,60,6,15,21,-11,32,6,0,0,0,14,1,0,89,6.7,145,789:12:00,13:09,214,195,52.3,24,67,18,28
2021_2022,390,Nick Jensen,31,WSH,D,76,5,16,21,32,21,5,0,0,1,16,0,0,88,5.7,204,1470:15:00,19:21,0,0,,92,135,23,44
2021_2022,391,Duncan Keith,38,EDM,D,64,1,20,21,15,22,1,0,0,1,18,2,0,79,1.3,175,1262:31:00,19:44,0,0,,114,22,36,64
2021_2022,392,Philipp Kurashev,22,CHI,C,67,6,15,21,-16,12,4,2,0,1,12,3,0,86,7,142,861:13:00,12:51,51,70,42.1,30,31,24,11
2021_2022,393,Adam Lowry,28,WPG,LW,79,13,8,21,1,59,10,0,3,0,4,2,2,115,11.3,194,1222:57:00,15:29,564,500,53,43,231,39,23
2021_2022,394,Milan Lucic,33,CGY,LW,82,10,11,21,-9,84,8,2,0,0,10,1,0,95,10.5,171,1005:02:00,12:15,19,15,55.9,22,209,20,41
2021_2022,395,Ryan McLeod,22,EDM,C,71,9,12,21,-2,12,7,2,0,1,9,3,0,82,11,143,905:58:00,12:46,248,277,47.2,25,28,39,41
2021_2022,396,Ryan Pulock,27,NYI,D,56,5,16,21,0,2,3,2,0,0,11,4,1,122,4.1,226,1183:34:00,21:08,0,0,,130,86,15,33
2021_2022,397,Matt Roy,26,LAK,D,67,2,19,21,23,28,2,0,0,0,15,2,2,153,1.3,276,1405:54:00,20:59,0,0,,103,124,8,49
2021_2022,398,Jakob Silfverberg,31,ANA,LW,53,5,16,21,-3,30,4,1,0,0,12,4,0,120,4.2,183,903:04:00,17:02,8,16,33.3,40,16,30,16
2021_2022,399,Carson Soucy,27,SEA,D,64,10,11,21,7,47,9,0,1,1,8,2,1,97,10.3,169,1130:14:00,17:40,0,0,,73,118,23,29
2021_2022,400,Mason Appleton,26,2TM,C,68,8,13,21,-1,30,8,0,0,3,13,0,0,98,8.2,171,1012:11:00,14:53,7,15,31.8,20,64,15,13
2021_2022,400,Mason Appleton,26,SEA,C,49,6,11,17,-4,14,6,0,0,2,11,0,0,68,8.8,119,700:54:00,14:18,7,13,35,12,39,8,7
2021_2022,400,Mason Appleton,26,WPG,C,19,2,2,4,3,16,2,0,0,1,2,0,0,30,6.7,52,311:17:00,16:23,0,2,0,8,25,7,6
2021_2022,401,Zach Sanford,27,2TM,LW,80,9,12,21,-15,50,8,1,0,0,10,2,0,104,8.7,209,1143:55:00,14:18,5,17,22.7,67,169,36,22
2021_2022,401,Zach Sanford,27,OTT,LW,62,9,8,17,-13,37,8,1,0,0,6,2,0,85,10.6,162,879:39:00,14:11,4,14,22.2,55,131,27,17
2021_2022,401,Zach Sanford,27,WPG,LW,18,0,4,4,-2,13,0,0,0,0,4,0,0,19,0,47,264:16:00,14:41,1,3,25,12,38,9,5
2021_2022,402,Johan Larsson,29,2TM,LW,43,7,14,21,-4,32,5,2,0,1,13,1,0,44,15.9,88,684:08:00,15:55,195,227,46.2,25,70,13,13
2021_2022,402,Johan Larsson,29,ARI,LW,29,6,9,15,-3,30,5,1,0,1,8,1,0,30,20,63,517:42:00,17:51,194,223,46.5,21,53,10,9
2021_2022,402,Johan Larsson,29,WSH,LW,14,1,5,6,-1,2,0,1,0,0,5,0,0,14,7.1,25,166:26:00,11:53,1,4,20,4,17,3,4
2021_2022,403,Owen Tippett,22,2TM,RW,63,10,11,21,-2,12,9,1,0,1,9,2,0,126,7.9,213,845:38:00,13:25,21,34,38.2,16,98,36,25
2021_2022,403,Owen Tippett,22,FLA,RW,42,6,8,14,2,10,6,0,0,0,7,1,0,73,8.2,127,526:33:00,12:32,19,33,36.5,12,62,24,17
2021_2022,403,Owen Tippett,22,PHI,RW,21,4,3,7,-4,2,3,1,0,1,2,1,0,53,7.5,86,319:05:00,15:12,2,1,66.7,4,36,12,8
2021_2022,404,Brett Kulak,28,2TM,D,74,5,16,21,-4,45,5,0,0,0,15,0,1,92,5.4,179,1313:51:00,17:45,0,0,,63,103,21,55
2021_2022,404,Brett Kulak,28,MTL,D,56,3,10,13,-10,33,3,0,0,0,9,0,1,63,4.8,122,1006:21:00,17:58,0,0,,48,64,15,46
2021_2022,404,Brett Kulak,28,EDM,D,18,2,6,8,6,12,2,0,0,0,6,0,0,29,6.9,57,307:30:00,17:05,0,0,,15,39,6,9
2021_2022,405,Victor Rask,28,2TM,C,47,9,12,21,4,2,9,0,0,1,11,1,0,58,15.5,95,573:11:00,12:12,89,87,50.6,5,15,14,14
2021_2022,405,Victor Rask,28,MIN,C,29,5,8,13,7,2,5,0,0,0,8,0,0,30,16.7,48,311:14:00,10:44,83,83,50,2,9,7,5
2021_2022,405,Victor Rask,28,SEA,C,18,4,4,8,-3,0,4,0,0,1,3,1,0,28,14.3,47,261:57:00,14:33,6,4,60,3,6,7,9
2021_2022,406,Pierre-Édouard Bellemare,36,TBL,LW,80,9,11,20,24,19,8,0,1,1,11,0,0,72,12.5,129,1100:35:00,13:45,483,452,51.7,44,88,26,18
2021_2022,407,William Carrier,27,VEG,LW,63,9,11,20,7,34,9,0,0,0,11,0,0,120,7.5,194,732:14:00,11:37,4,4,50,24,159,24,12
2021_2022,408,Brenden Dillon,31,WPG,D,79,3,17,20,16,67,3,0,0,0,17,0,0,85,3.5,203,1487:47:00,18:50,0,0,,108,212,16,51
2021_2022,409,Jonathan Drouin,26,MTL,LW,34,6,14,20,-9,23,6,0,0,0,10,4,0,62,9.7,104,581:13:00,17:06,31,35,47,11,27,6,18
2021_2022,410,Brett Howden,23,VEG,C,47,9,11,20,9,12,9,0,0,2,9,0,2,39,23.1,69,500:49:00,10:39,140,151,48.1,36,62,13,14
2021_2022,411,Michael McLeod,23,NJD,C,77,6,14,20,-13,52,6,0,0,0,13,0,1,78,7.7,126,1026:06:00,13:20,604,451,57.3,34,145,46,28
2021_2022,412,Jonathon Merrill,29,MIN,D,69,4,16,20,15,22,4,0,0,0,16,0,0,59,6.8,118,1180:47:00,17:07,0,0,,112,46,6,21
2021_2022,413,K'Andre Miller,22,NYR,D,82,7,13,20,23,24,6,1,0,2,13,0,0,102,6.9,221,1689:51:00,20:36,0,0,,95,151,59,37
2021_2022,414,Ty Smith,21,NJD,D,66,5,15,20,-26,22,5,0,0,0,11,4,0,77,6.5,187,1154:43:00,17:30,0,0,,73,45,13,40
2021_2022,415,Sam Steel,23,ANA,C,68,6,14,20,-17,16,6,0,0,1,11,3,0,66,9.1,124,837:13:00,12:19,203,209,49.3,27,37,18,20
2021_2022,416,Alexandre Texier,22,CBJ,C,36,11,9,20,0,12,10,0,1,0,8,0,1,59,18.6,109,525:52:00,14:36,20,37,35.1,12,13,16,5
2021_2022,417,Colin Blackwell,28,2TM,C,58,10,10,20,0,14,8,0,2,1,10,0,0,77,13,126,692:10:00,11:56,83,86,49.1,24,91,18,17
2021_2022,417,Colin Blackwell,28,SEA,C,39,8,9,17,1,4,6,0,2,1,9,0,0,61,13.1,97,487:04:00,12:29,39,45,46.4,16,57,12,12
2021_2022,417,Colin Blackwell,28,TOR,C,19,2,1,3,-1,10,2,0,0,0,1,0,0,16,12.5,29,205:06:00,10:48,44,41,51.8,8,34,6,5
2021_2022,418,Nico Sturm,26,2TM,C,74,9,11,20,-7,14,7,1,1,0,11,0,0,101,8.9,150,880:55:00,11:54,312,277,53,29,99,10,16
2021_2022,418,Nico Sturm,26,MIN,C,53,9,8,17,-5,8,7,1,1,0,8,0,0,73,12.3,111,612:04:00,11:33,194,179,52,22,61,6,11
2021_2022,418,Nico Sturm,26,COL,C,21,0,3,3,-2,6,0,0,0,0,3,0,0,28,0,39,268:51:00,12:48,118,98,54.6,7,38,4,5
2021_2022,419,Tyson Jost,23,2TM,C,80,8,12,20,2,34,8,0,0,2,11,0,1,97,8.2,157,1025:36:00,12:49,172,254,40.4,37,55,38,10
2021_2022,419,Tyson Jost,23,COL,C,59,6,8,14,2,30,6,0,0,0,7,0,1,76,7.9,115,755:46:00,12:49,118,182,39.3,29,44,29,7
2021_2022,419,Tyson Jost,23,MIN,C,21,2,4,6,0,4,2,0,0,2,4,0,0,21,9.5,42,269:50:00,12:51,54,72,42.9,8,11,9,3
2021_2022,420,Daniel Sprong,24,2TM,RW,63,14,6,20,0,8,12,2,0,0,6,0,0,153,9.2,269,818:12:00,12:59,0,4,0,12,43,20,24
2021_2022,420,Daniel Sprong,24,WSH,RW,47,8,6,14,6,8,8,0,0,0,6,0,0,102,7.8,179,599:07:00,12:45,0,2,0,12,35,15,17
