SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251104,18,Nashville Predators,NSH,14,5,6,0.83,37,48,2.64,3.43,-0.79,27.14,9.74,13,52.1,44,7,15.9,46,7,84.8,100.7,57,123,3.098,30.49,48.56,44.32,41.91,41.32,0.37,5.21,-0.21,NSH,Central,Western
2024-2025,20251104,7,New Jersey Devils,NJD,13,9,4,2.25,46,40,3.54,3.08,0.46,28.92,12.23,18,48.3,32,10,31.2,45,6,86.7,117.9,47,99,2.707,69.01,61.83,54.25,50.47,58.89,0.57,7.4,1.6,NJD,Metropolitan,Eastern
2024-2025,20251104,8,New York Islanders,NYI,12,6,5,1.2,40,41,3.33,3.42,-0.09,30.33,10.99,13,52.4,43,7,16.3,40,9,77.5,93.8,52,135,3.616,53.1,35.58,39.24,58.17,46.52,0.49,5.84,0.16,NYI,Metropolitan,Eastern
2024-2025,20251104,9,New York Rangers,NYR,13,6,5,1.2,31,30,2.38,2.31,0.07,28.77,8.29,14,55.2,33,4,12.1,33,5,84.8,96.9,39,87,2.23,21.0,74.82,75.94,64.93,59.17,0.51,6.69,-0.69,NYR,Metropolitan,Eastern
2024-2025,20251104,13,Ottawa Senators,OTT,13,6,5,1.2,48,51,3.69,3.92,-0.23,28.92,12.77,14,59.6,48,13,27.1,40,15,62.5,89.6,56,134,3.593,71.68,15.07,17.61,65.22,42.39,0.47,6.11,-0.11,OTT,Atlantic,Eastern
2024-2025,20251104,6,Philadelphia Flyers,PHI,12,6,5,1.2,33,31,2.75,2.58,0.17,23.5,11.7,13,50.3,37,7,18.9,42,4,90.5,109.4,57,169,3.848,33.99,62.63,70.0,62.66,57.32,0.53,6.38,-0.38,PHI,Metropolitan,Eastern
2024-2025,20251104,10,Pittsburgh Penguins,PIT,14,8,4,2.0,48,38,3.43,2.71,0.72,27.36,12.53,18,50.1,34,11,32.4,42,7,83.3,115.7,51,137,3.012,65.95,61.46,63.06,24.22,53.67,0.62,8.62,-0.62,PIT,Metropolitan,Eastern
2024-2025,20251104,26,San Jose Sharks,SJS,13,4,6,0.67,42,52,3.23,4.0,-0.77,25.08,12.88,11,49.4,44,9,20.5,40,13,67.5,88.0,46,106,3.204,50.61,20.54,18.81,39.5,32.36,0.39,5.13,-1.13,SJS,Pacific,Western
2024-2025,20251104,143,Seattle Kraken,SEA,12,6,2,3.0,33,32,2.75,2.67,0.08,23.92,11.5,16,44.1,34,8,23.5,31,9,71.0,94.5,38,101,2.707,37.74,54.92,58.76,43.24,48.67,0.51,6.18,-0.18,SEA,Pacific,Western
2024-2025,20251104,17,St. Louis Blues,STL,13,4,7,0.57,37,52,2.85,4.0,-1.15,27.31,10.42,10,50.0,36,9,25.0,34,11,67.6,92.6,41,94,3.019,43.75,21.69,22.09,53.54,35.27,0.34,4.38,-0.38,STL,Central,Western
2024-2025,20251104,1,Tampa Bay Lightning,TBL,12,6,4,1.5,35,33,2.92,2.75,0.17,26.92,10.84,14,44.7,41,6,14.6,40,4,90.0,104.6,58,133,3.297,37.45,65.0,65.58,43.85,52.97,0.53,6.36,-0.36,TBL,Atlantic,Eastern
2024-2025,20251104,12,Toronto Maple Leafs,TOR,13,7,5,1.4,47,47,3.62,3.62,0.0,28.77,12.57,15,54.8,33,4,12.1,39,7,82.1,94.2,45,96,2.916,55.77,40.52,38.56,58.16,48.25,0.5,6.5,0.5,TOR,Atlantic,Eastern
2024-2025,20251104,30,Utah Mammoth,UTA,12,8,4,2.0,42,34,3.5,2.83,0.67,29.42,11.9,16,46.4,41,8,19.5,36,9,75.0,94.5,51,124,3.152,59.75,53.05,54.6,32.1,49.88,0.6,7.26,0.74,UTA,Central,Western
2024-2025,20251104,21,Vancouver Canucks,VAN,14,7,7,1.0,40,45,2.86,3.21,-0.35,25.79,11.08,14,44.9,45,9,20.0,49,15,69.4,89.4,57,128,3.089,39.41,38.36,37.85,59.95,43.89,0.44,6.2,0.8,VAN,Pacific,Western
2024-2025,20251104,142,Vegas Golden Knights,VGK,11,6,2,3.0,39,31,3.55,2.82,0.73,28.0,12.66,15,54.1,43,11,25.6,30,6,80.0,105.6,38,90,2.738,66.14,57.12,59.23,51.13,58.4,0.61,6.74,-0.74,VGK,Pacific,Western
2024-2025,20251104,5,Washington Capitals,WSH,12,6,5,1.2,31,28,2.58,2.33,0.25,29.0,8.91,13,46.8,40,6,15.0,36,9,75.0,90.0,47,108,2.71,29.79,62.27,67.61,55.82,53.87,0.55,6.61,-0.61,WSH,Metropolitan,Eastern
2024-2025,20251104,2,Winnipeg Jets,WPJ,12,9,3,3.0,45,30,3.75,2.5,1.25,27.08,13.85,18,53.2,39,10,25.6,47,5,89.4,115.0,57,134,3.18,70.66,72.76,70.31,67.23,70.24,0.69,8.31,0.69,WPG,Central,Western
