SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251123,24,Edmonton Oilers,EDM,24,10,9,1.11,74,85,3.08,3.54,-0.46,28.46,10.83,25,52.9,59,17,28.8,61,11,82.0,110.8,75,175,2.859,57.64,39.23,37.81,25.97,40.16,0.43,10.34,-0.34,EDM,Pacific,Western
2024-2025,20251123,4,Florida Panthers,FLO,21,11,9,1.22,62,64,2.95,3.05,-0.1,28.76,10.26,23,48.2,80,17,21.2,73,15,79.5,100.7,96,217,3.253,46.88,50.04,46.95,84.48,57.09,0.48,10.15,0.85,FLA,Atlantic,Eastern
2024-2025,20251123,28,Los Angeles Kings,LAK,22,10,6,1.67,60,59,2.73,2.68,0.05,29.36,9.29,26,49.6,69,10,14.5,71,14,80.3,94.8,76,167,2.581,30.88,61.85,63.08,37.75,48.39,0.51,11.2,-1.2,LAK,Pacific,Western
2024-2025,20251123,25,Minnesota Wild,MIN,22,11,7,1.57,65,64,2.95,2.91,0.04,27.73,10.66,26,48.0,81,21,25.9,50,13,74.0,99.9,57,139,2.38,51.64,52.97,56.25,45.93,51.7,0.51,11.15,-0.15,MIN,Central,Western
2024-2025,20251123,14,Montreal Canadiens,MTL,21,11,7,1.57,72,74,3.43,3.52,-0.09,25.52,13.43,25,50.9,62,13,21.0,71,17,76.1,97.1,101,253,3.767,61.3,30.35,26.58,62.24,45.12,0.49,10.23,0.77,MTL,Atlantic,Eastern
2024-2025,20251123,18,Nashville Predators,NSH,21,6,11,0.55,49,73,2.33,3.48,-1.15,27.38,8.52,16,52.6,65,10,15.4,61,11,82.0,97.4,74,157,2.849,16.01,44.55,37.77,38.45,34.2,0.31,6.5,-0.5,NSH,Central,Western
2024-2025,20251123,7,New Jersey Devils,NJD,21,13,7,1.86,65,64,3.1,3.05,0.05,29.95,10.33,27,49.6,55,13,23.6,61,10,83.6,107.2,67,142,2.523,53.82,63.45,55.05,45.35,54.42,0.51,10.67,2.33,NJD,Metropolitan,Eastern
2024-2025,20251123,8,New York Islanders,NYI,22,12,8,1.5,70,64,3.18,2.91,0.27,28.5,11.16,26,52.0,72,10,13.9,69,12,82.6,96.5,90,243,3.348,45.61,56.26,57.79,51.83,52.87,0.54,11.97,0.03,NYI,Metropolitan,Eastern
2024-2025,20251123,9,New York Rangers,NYR,23,10,11,0.91,58,60,2.52,2.61,-0.09,26.52,9.51,22,54.1,55,11,20.0,63,14,77.8,97.8,78,177,2.555,26.48,62.24,66.57,68.5,55.95,0.48,11.1,-1.1,NYR,Metropolitan,Eastern
2024-2025,20251123,13,Ottawa Senators,OTT,21,11,6,1.83,70,69,3.33,3.29,0.04,26.52,12.57,26,58.2,68,16,23.5,59,18,69.5,93.0,83,194,3.12,61.22,28.14,33.34,61.87,46.14,0.51,10.63,0.37,OTT,Atlantic,Eastern
2024-2025,20251123,6,Philadelphia Flyers,PHI,20,11,6,1.83,60,56,3.0,2.8,0.2,25.1,11.95,25,47.9,57,10,17.5,60,9,85.0,102.5,84,226,3.362,41.24,62.69,65.05,61.23,57.55,0.53,10.69,0.31,PHI,Metropolitan,Eastern
2024-2025,20251123,10,Pittsburgh Penguins,PIT,21,10,6,1.67,63,55,3.0,2.62,0.38,27.19,11.03,25,49.4,50,16,32.0,61,9,85.2,117.2,71,182,2.746,57.35,74.41,72.34,21.7,56.45,0.57,11.91,-1.91,PIT,Metropolitan,Eastern
2024-2025,20251123,26,San Jose Sharks,SJS,22,10,9,1.11,65,70,2.95,3.18,-0.23,23.91,12.36,23,48.0,76,14,18.4,73,15,79.5,97.9,81,179,2.879,41.0,46.79,43.32,45.5,44.15,0.46,10.18,-0.18,SJS,Pacific,Western
2024-2025,20251123,143,Seattle Kraken,SEA,21,11,5,2.2,57,56,2.71,2.67,0.04,24.38,11.13,27,45.0,60,12,20.0,59,18,69.5,89.5,69,163,2.59,33.04,48.97,55.92,31.8,42.43,0.51,10.66,0.34,SEA,Pacific,Western
2024-2025,20251123,17,St. Louis Blues,STL,22,7,9,0.78,59,80,2.68,3.64,-0.96,25.73,10.42,20,50.9,54,13,24.1,56,14,75.0,99.1,64,150,2.782,36.42,29.44,28.11,58.75,38.18,0.35,7.73,-0.73,STL,Central,Western
2024-2025,20251123,1,Tampa Bay Lightning,TBL,21,12,7,1.71,66,60,3.14,2.86,0.28,26.67,11.79,26,45.1,67,12,17.9,71,9,87.3,105.2,103,266,3.647,47.85,65.31,63.59,59.46,59.05,0.55,11.48,0.52,TBL,Atlantic,Eastern
2024-2025,20251123,12,Toronto Maple Leafs,TOR,22,9,10,0.9,74,82,3.36,3.73,-0.37,27.77,12.11,21,56.1,58,9,15.5,65,13,80.0,95.5,81,190,3.19,52.85,30.15,26.38,64.23,43.4,0.45,9.86,-0.86,TOR,Atlantic,Eastern
2024-2025,20251123,30,Utah Mammoth,UTA,22,11,8,1.38,66,67,3.0,3.05,-0.05,29.09,10.31,25,46.6,62,9,14.5,59,10,83.1,97.6,84,204,3.028,39.86,59.44,55.79,29.7,46.2,0.49,10.82,0.18,UTA,Central,Western
2024-2025,20251123,21,Vancouver Canucks,VAN,22,9,11,0.82,69,81,3.14,3.68,-0.54,26.45,11.86,20,47.3,73,17,23.3,71,23,67.6,90.9,90,213,3.388,54.07,10.54,12.72,62.51,34.96,0.42,9.27,-0.27,VAN,Pacific,Western
2024-2025,20251123,142,Vegas Golden Knights,VGK,21,10,4,2.5,67,59,3.19,2.81,0.38,29.71,10.74,27,54.1,73,18,24.7,56,11,80.4,105.1,71,162,2.641,59.55,59.86,62.17,40.08,55.42,0.56,11.82,-1.82,VGK,Pacific,Western
2024-2025,20251123,5,Washington Capitals,WSH,22,11,9,1.22,71,60,3.23,2.73,0.5,29.68,10.87,24,48.1,67,10,14.9,71,20,71.8,86.7,92,218,3.067,48.98,43.78,51.97,48.3,48.26,0.58,12.83,-1.83,WSH,Metropolitan,Eastern
2024-2025,20251123,2,Winnipeg Jets,WPJ,20,12,8,1.5,67,56,3.35,2.8,0.55,27.05,12.38,24,53.0,61,16,26.2,73,12,83.6,109.8,83,198,3.062,64.81,64.66,59.94,56.74,61.54,0.59,11.77,0.23,WPG,Central,Western
