SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251123,29,Anaheim Ducks,ANA,22,14,7,2.0,80,69,3.64,3.14,0.5,30.05,12.1,29,45.9,74,15,20.3,76,19,75.0,95.3,96,242,3.41,70.09,41.54,38.58,62.67,53.22,0.57,12.61,1.39,ANA,Pacific,Western
2024-2025,20251123,11,Boston Bruins,BOS,23,13,10,1.3,74,74,3.22,3.22,0.0,27.43,11.73,26,52.8,75,20,26.7,88,15,83.0,109.7,118,286,3.774,61.2,41.65,42.87,75.55,55.32,0.5,11.5,1.5,BOS,Atlantic,Eastern
2024-2025,20251123,15,Buffalo Sabres,BUF,21,8,9,0.89,67,74,3.19,3.52,-0.33,28.05,11.38,20,43.3,63,11,17.5,61,7,88.5,106.0,82,213,3.408,49.56,50.3,42.8,50.75,48.35,0.45,9.47,-1.47,BUF,Atlantic,Eastern
2024-2025,20251123,23,Calgary Flames,CGY,23,7,13,0.54,54,69,2.35,3.0,-0.65,29.83,7.87,17,48.9,78,11,14.1,77,15,80.5,94.6,106,303,3.812,17.83,47.63,50.88,67.97,46.08,0.38,8.75,-1.75,CGY,Pacific,Western
2024-2025,20251123,3,Carolina Hurricanes,CAR,21,14,5,2.8,77,60,3.67,2.86,0.81,33.86,10.83,30,49.8,59,8,13.6,65,14,78.5,92.1,84,184,2.875,65.49,53.96,55.49,45.28,55.05,0.62,13.07,0.93,CAR,Metropolitan,Eastern
2024-2025,20251123,20,Chicago Blackhawks,CHI,21,10,7,1.43,69,60,3.29,2.86,0.43,25.0,13.14,24,46.4,60,15,25.0,75,13,82.7,107.7,96,261,3.583,60.4,60.56,57.11,43.99,55.52,0.57,11.96,-1.96,CHI,Central,Western
2024-2025,20251123,22,Colorado Avalanche,COL,21,15,1,15.0,87,48,4.14,2.29,1.85,33.43,12.39,35,49.2,80,13,16.2,67,9,86.6,102.8,78,168,2.495,85.03,85.28,84.36,33.32,72.0,0.77,16.08,-1.08,COL,Central,Western
2024-2025,20251123,19,Columbus Blue Jackets,CBJ,22,11,8,1.38,68,70,3.09,3.18,-0.09,30.68,10.07,25,50.6,51,9,17.6,54,14,74.1,91.7,70,169,2.771,47.09,40.94,44.86,33.47,41.59,0.49,10.68,0.32,CBJ,Metropolitan,Eastern
2024-2025,20251123,27,Dallas Stars,DAL,22,13,5,2.6,72,60,3.27,2.73,0.54,25.91,12.63,30,52.9,74,22,29.7,69,17,75.4,105.1,81,206,2.966,66.26,48.03,56.61,45.8,54.18,0.59,12.96,0.04,DAL,Central,Western
2024-2025,20251123,16,Detroit Red Wings,DET,22,13,8,1.62,66,70,3.0,3.18,-0.18,29.95,10.02,27,52.3,71,15,21.1,63,12,81.0,102.1,81,213,3.197,48.55,45.02,47.96,38.83,45.09,0.47,10.36,2.64,DET,Atlantic,Eastern
