SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251128,24,Edmonton Oilers,EDM,25,10,10,1.0,77,93,3.08,3.72,-0.64,28.32,10.88,25,52.4,60,17,28.3,65,14,78.5,106.8,80,185,2.952,57.51,30.15,30.36,27.37,36.35,0.41,10.17,-0.17,EDM,Pacific,Western
2024-2025,20251128,4,Florida Panthers,FLO,23,12,10,1.2,72,71,3.13,3.09,0.04,28.57,10.96,25,48.1,85,17,20.0,77,16,79.2,99.2,101,227,3.175,52.43,48.24,45.36,82.5,57.13,0.51,11.65,0.35,FLA,Atlantic,Eastern
2024-2025,20251128,28,Los Angeles Kings,LAK,23,11,6,1.83,62,60,2.7,2.61,0.09,29.04,9.28,28,48.9,72,11,15.3,74,14,81.1,96.4,79,173,2.539,31.14,62.7,63.3,37.3,48.61,0.52,11.89,-0.89,LAK,Pacific,Western
2024-2025,20251128,25,Minnesota Wild,MIN,24,13,7,1.86,72,67,3.0,2.79,0.21,27.71,10.83,30,47.7,86,22,25.6,58,13,77.6,103.2,69,172,2.502,53.52,59.06,59.98,53.45,56.5,0.54,12.87,0.13,MIN,Central,Western
2024-2025,20251128,14,Montreal Canadiens,MTL,22,12,7,1.71,76,77,3.45,3.5,-0.05,25.14,13.74,27,50.8,65,15,23.1,75,18,76.0,99.1,106,263,3.74,66.06,31.77,28.39,62.06,47.07,0.49,10.84,1.16,MTL,Atlantic,Eastern
2024-2025,20251128,18,Nashville Predators,NSH,23,7,12,0.58,58,84,2.52,3.65,-1.13,27.96,9.02,18,52.6,72,12,16.7,67,13,80.6,97.3,82,173,2.925,25.51,38.86,32.36,40.01,34.18,0.32,7.42,-0.42,NSH,Central,Western
2024-2025,20251128,7,New Jersey Devils,NJD,23,15,7,2.14,72,69,3.13,3.0,0.13,29.52,10.6,31,49.2,58,14,24.1,68,12,82.4,106.5,77,167,2.603,55.66,61.16,54.11,48.72,54.91,0.52,11.99,3.01,NJD,Metropolitan,Eastern
2024-2025,20251128,8,New York Islanders,NYI,24,13,9,1.44,72,67,3.0,2.79,0.21,29.38,10.21,28,52.0,78,10,12.8,71,12,83.1,95.9,92,247,3.16,39.54,57.91,61.4,49.64,52.12,0.54,12.87,0.13,NYI,Metropolitan,Eastern
2024-2025,20251128,9,New York Rangers,NYR,25,12,11,1.09,65,64,2.6,2.56,0.04,25.96,10.02,26,53.8,56,11,19.6,70,15,78.6,98.2,86,195,2.554,29.31,62.05,65.15,71.02,56.88,0.51,12.69,-0.69,NYR,Metropolitan,Eastern
2024-2025,20251128,13,Ottawa Senators,OTT,23,12,7,1.71,75,74,3.26,3.22,0.04,26.43,12.34,28,58.4,74,17,23.0,65,20,69.2,92.2,89,206,3.034,59.2,29.94,35.36,60.92,46.35,0.51,11.64,0.36,OTT,Atlantic,Eastern
2024-2025,20251128,6,Philadelphia Flyers,PHI,22,12,7,1.71,64,61,2.91,2.77,0.14,24.55,11.85,27,48.1,59,10,16.9,65,9,86.2,103.1,90,241,3.278,38.32,64.19,65.13,59.03,56.67,0.52,11.54,0.46,PHI,Metropolitan,Eastern
2024-2025,20251128,10,Pittsburgh Penguins,PIT,22,11,6,1.83,67,57,3.05,2.59,0.46,26.82,11.36,27,49.7,51,16,31.4,61,9,85.2,116.6,71,182,2.654,58.85,72.91,70.75,21.25,55.94,0.58,12.78,-1.78,PIT,Metropolitan,Eastern
2024-2025,20251128,26,San Jose Sharks,SJS,24,11,10,1.1,68,77,2.83,3.21,-0.38,24.29,11.66,25,48.1,86,15,17.4,80,16,80.0,97.4,89,203,2.953,36.88,46.29,42.61,47.26,43.26,0.44,10.5,0.5,SJS,Pacific,Western
2024-2025,20251128,143,Seattle Kraken,SEA,23,11,6,1.83,59,59,2.57,2.57,0.0,24.3,10.55,28,45.2,66,12,18.2,62,18,71.0,89.2,73,171,2.483,26.76,51.79,58.6,30.65,41.95,0.5,11.5,-0.5,SEA,Pacific,Western
2024-2025,20251128,17,St. Louis Blues,STL,24,7,10,0.7,63,86,2.62,3.58,-0.96,25.42,10.33,21,50.7,61,14,23.0,58,15,74.1,97.1,66,154,2.677,33.92,31.75,32.5,54.14,38.08,0.35,8.37,-1.37,STL,Central,Western
2024-2025,20251128,1,Tampa Bay Lightning,TBL,23,14,7,2.0,74,61,3.22,2.65,0.57,26.13,12.31,30,45.6,73,12,16.4,77,9,88.3,104.7,109,283,3.501,50.22,69.16,69.48,57.01,61.47,0.6,13.71,0.29,TBL,Atlantic,Eastern
2024-2025,20251128,12,Toronto Maple Leafs,TOR,23,10,10,1.0,76,83,3.3,3.61,-0.31,27.61,11.97,23,56.4,60,9,15.0,68,13,80.9,95.9,85,198,3.135,51.47,36.91,33.61,63.17,46.29,0.46,10.47,-0.47,TOR,Atlantic,Eastern
2024-2025,20251128,30,Utah Mammoth,UTA,24,12,9,1.33,74,72,3.08,3.0,0.08,29.04,10.62,27,46.5,68,10,14.7,65,12,81.5,96.2,91,218,2.97,43.97,57.38,54.86,29.74,46.49,0.51,12.32,-0.32,UTA,Central,Western
2024-2025,20251128,21,Vancouver Canucks,VAN,24,10,12,0.83,76,90,3.17,3.75,-0.58,26.71,11.86,22,47.5,80,19,23.8,81,24,70.4,94.2,101,235,3.448,56.93,13.04,14.38,59.83,36.05,0.42,10.0,-0.0,VAN,Pacific,Western
2024-2025,20251128,142,Vegas Golden Knights,VGK,23,10,5,2.0,71,67,3.09,2.91,0.18,30.13,10.25,28,54.0,79,19,24.1,61,12,80.3,104.4,76,172,2.632,56.08,55.71,56.92,41.32,52.51,0.53,12.19,-2.19,VGK,Pacific,Western
2024-2025,20251128,5,Washington Capitals,WSH,24,13,9,1.44,80,64,3.33,2.67,0.66,29.96,11.13,28,48.0,72,11,15.3,75,21,72.0,87.3,97,228,2.958,54.22,44.23,52.32,44.89,48.91,0.61,14.61,-1.61,WSH,Metropolitan,Eastern
2024-2025,20251128,2,Winnipeg Jets,WPJ,22,12,10,1.2,70,63,3.18,2.86,0.32,27.05,11.76,24,53.0,67,17,25.4,76,12,84.2,109.6,89,213,3.055,58.74,60.26,57.67,53.64,57.58,0.55,12.16,-0.16,WPG,Central,Western
