SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251128,29,Anaheim Ducks,ANA,23,14,8,1.75,84,74,3.65,3.22,0.43,30.52,11.97,29,46.1,80,16,20.0,79,20,74.7,94.7,100,250,3.416,71.63,38.4,35.36,61.34,51.68,0.56,12.93,1.07,ANA,Pacific,Western
2024-2025,20251128,11,Boston Bruins,BOS,25,14,11,1.27,78,78,3.12,3.12,0.0,27.2,11.47,28,52.6,79,20,25.3,98,16,83.7,109.0,129,316,3.771,56.65,45.55,46.33,80.02,57.14,0.5,12.5,1.5,BOS,Atlantic,Eastern
2024-2025,20251128,15,Buffalo Sabres,BUF,23,9,10,0.9,73,79,3.17,3.43,-0.26,27.91,11.37,22,43.3,67,12,17.9,66,8,87.9,105.8,87,223,3.281,50.27,53.55,46.65,51.36,50.46,0.46,10.6,-1.6,BUF,Atlantic,Eastern
2024-2025,20251128,23,Calgary Flames,CGY,25,8,14,0.57,60,76,2.4,3.04,-0.64,29.6,8.11,19,48.8,87,11,12.6,85,16,81.2,93.8,114,319,3.743,18.23,47.3,48.82,72.38,46.68,0.38,9.6,-1.6,CGY,Pacific,Western
2024-2025,20251128,3,Carolina Hurricanes,CAR,23,14,7,2.0,80,68,3.48,2.96,0.52,33.87,10.27,30,49.9,67,10,14.9,70,15,78.6,93.5,89,194,2.847,61.38,50.44,50.9,45.46,52.04,0.58,13.35,0.65,CAR,Metropolitan,Eastern
2024-2025,20251128,20,Chicago Blackhawks,CHI,23,10,8,1.25,72,65,3.13,2.83,0.3,25.39,12.33,25,47.2,66,15,22.7,82,14,82.9,105.6,106,287,3.58,53.32,59.71,56.44,43.28,53.19,0.55,12.65,-2.65,CHI,Central,Western
2024-2025,20251128,22,Colorado Avalanche,COL,23,17,1,17.0,94,48,4.09,2.09,2.0,33.48,12.21,39,49.1,87,14,16.1,73,9,87.7,103.8,84,180,2.378,84.24,88.59,86.94,33.28,73.26,0.79,18.24,-1.24,COL,Central,Western
2024-2025,20251128,19,Columbus Blue Jackets,CBJ,24,11,9,1.22,70,77,2.92,3.21,-0.29,30.62,9.52,26,50.4,56,9,16.1,59,15,74.6,90.7,76,181,2.754,40.13,40.79,44.04,33.78,39.68,0.45,10.87,0.13,CBJ,Metropolitan,Eastern
2024-2025,20251128,27,Dallas Stars,DAL,24,15,5,3.0,83,65,3.46,2.71,0.75,25.88,13.37,34,53.1,79,25,31.6,75,17,77.3,108.9,89,224,2.948,76.37,49.92,56.77,44.18,56.81,0.62,14.87,0.13,DAL,Central,Western
2024-2025,20251128,16,Detroit Red Wings,DET,24,13,10,1.3,72,80,3.0,3.33,-0.33,30.21,9.93,27,52.7,78,18,23.1,68,13,80.9,104.0,92,246,3.367,51.54,40.3,43.14,40.03,43.76,0.45,10.75,2.25,DET,Atlantic,Eastern
