SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251130,7,New Jersey Devils,NJD,25,16,8,2.0,80,74,3.2,2.96,0.24,29.36,10.9,33,49.7,63,15,23.8,72,12,83.3,107.1,83,182,2.59,57.75,64.12,56.75,48.22,56.71,0.54,13.47,2.53,NJD,Metropolitan,Eastern
2024-2025,20251130,8,New York Islanders,NYI,25,13,9,1.44,75,70,3.0,2.8,0.2,29.44,10.19,29,52.1,83,11,13.3,73,13,82.2,95.5,94,251,3.112,40.16,56.6,60.61,49.97,51.84,0.53,13.36,-0.36,NYI,Metropolitan,Eastern
2024-2025,20251130,9,New York Rangers,NYR,27,13,12,1.08,72,70,2.67,2.59,0.08,25.85,10.32,28,54.2,61,13,21.3,73,15,79.5,100.8,90,203,2.508,33.94,63.87,66.27,70.9,58.74,0.52,13.91,-0.91,NYR,Metropolitan,Eastern
2024-2025,20251130,13,Ottawa Senators,OTT,24,12,8,1.5,78,78,3.25,3.25,0.0,26.5,12.26,28,58.1,75,17,22.7,68,20,70.6,93.3,94,216,3.054,58.35,30.12,34.82,60.61,45.97,0.5,12.0,0.0,OTT,Atlantic,Eastern
2024-2025,20251130,6,Philadelphia Flyers,PHI,24,14,7,2.0,73,67,3.04,2.79,0.25,24.67,12.33,31,47.9,63,11,17.5,74,11,85.1,102.6,99,261,3.268,43.98,62.47,63.1,58.78,57.08,0.54,13.03,0.97,PHI,Metropolitan,Eastern
2024-2025,20251130,10,Pittsburgh Penguins,PIT,24,12,7,1.71,73,67,3.04,2.79,0.25,27.04,11.25,29,49.6,56,17,30.4,66,10,84.8,115.2,78,196,2.725,57.79,65.8,64.56,21.68,52.46,0.54,13.03,-1.03,PIT,Metropolitan,Eastern
2024-2025,20251130,26,San Jose Sharks,SJS,26,12,11,1.09,74,83,2.85,3.19,-0.34,24.15,11.78,27,48.3,93,18,19.4,89,17,80.9,100.3,102,229,3.012,40.02,47.53,43.09,48.21,44.71,0.44,11.54,0.46,SJS,Pacific,Western
2024-2025,20251130,143,Seattle Kraken,SEA,24,11,7,1.57,59,63,2.46,2.62,-0.16,24.38,10.09,28,45.7,72,12,16.7,64,20,68.8,85.5,78,195,2.64,21.57,45.89,55.53,32.67,38.92,0.47,11.24,-0.24,SEA,Pacific,Western
2024-2025,20251130,17,St. Louis Blues,STL,26,9,10,0.9,68,89,2.62,3.42,-0.8,25.38,10.3,25,50.4,66,14,21.2,61,15,75.4,96.6,72,177,2.691,32.17,36.71,38.23,54.27,40.34,0.37,9.62,-0.62,STL,Central,Western
2024-2025,20251130,1,Tampa Bay Lightning,TBL,25,16,7,2.29,84,65,3.36,2.6,0.76,26.56,12.65,34,45.6,76,13,17.1,80,9,88.8,105.9,113,291,3.346,56.03,73.07,72.8,54.33,64.06,0.63,15.64,0.36,TBL,Atlantic,Eastern
2024-2025,20251130,12,Toronto Maple Leafs,TOR,25,11,11,1.0,85,89,3.4,3.56,-0.16,27.2,12.5,25,56.3,63,10,15.9,73,14,80.8,96.7,92,212,3.088,55.66,37.36,34.22,62.45,47.42,0.48,11.93,-0.93,TOR,Atlantic,Eastern
2024-2025,20251130,30,Utah Mammoth,UTA,26,12,11,1.09,77,77,2.96,2.96,0.0,28.65,10.34,27,46.9,72,10,13.9,72,14,80.6,94.5,97,232,2.922,38.48,57.26,54.7,30.86,45.33,0.5,13.0,-1.0,UTA,Central,Western
2024-2025,20251130,21,Vancouver Canucks,VAN,26,10,13,0.77,79,95,3.04,3.65,-0.61,26.73,11.37,23,47.4,90,19,21.1,91,26,71.4,92.5,113,259,3.44,49.44,15.14,15.82,59.0,34.85,0.41,10.65,-0.65,VAN,Pacific,Western
2024-2025,20251130,142,Vegas Golden Knights,VGK,25,11,6,1.83,76,74,3.04,2.96,0.08,29.92,10.16,30,54.4,82,20,24.4,63,13,79.4,103.8,80,180,2.594,54.38,53.54,55.35,36.5,49.94,0.51,12.83,-1.83,VGK,Pacific,Western
2024-2025,20251130,5,Washington Capitals,WSH,25,14,9,1.56,84,66,3.36,2.64,0.72,30.12,11.16,30,47.7,74,11,14.9,75,21,72.0,86.9,97,228,2.868,54.63,45.24,54.64,43.38,49.47,0.62,15.46,-1.46,WSH,Metropolitan,Eastern
2024-2025,20251130,2,Winnipeg Jets,WPJ,24,13,11,1.18,76,70,3.17,2.92,0.25,26.38,12.01,26,53.0,73,17,23.3,84,13,84.5,107.8,101,240,3.14,55.92,59.08,55.9,58.5,57.35,0.54,12.98,0.02,WPG,Central,Western
