SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251117,24,Edmonton Oilers,EDM,20,9,7,1.29,62,68,3.1,3.4,-0.3,28.2,10.99,22,52.7,51,16,31.4,52,9,82.7,114.1,58,119,2.542,59.64,45.89,44.39,21.36,42.82,0.45,9.08,-0.08,EDM,Pacific,Western
2024-2025,20251117,4,Florida Panthers,FLO,18,9,8,1.12,50,53,2.78,2.94,-0.16,27.83,9.98,19,48.2,70,14,20.0,63,13,79.4,99.4,79,175,3.089,39.93,53.08,50.93,82.11,56.51,0.47,8.5,0.5,FLA,Atlantic,Eastern
2024-2025,20251117,28,Los Angeles Kings,LAK,19,10,5,2.0,55,52,2.89,2.74,0.15,28.89,10.02,24,48.6,58,9,15.5,65,14,78.5,94.0,68,151,2.684,38.78,55.2,57.19,34.78,46.49,0.53,10.01,-0.01,LAK,Pacific,Western
2024-2025,20251117,25,Minnesota Wild,MIN,20,9,7,1.29,56,61,2.8,3.05,-0.25,28.5,9.82,22,48.2,77,20,26.0,46,13,71.7,97.7,53,131,2.482,47.25,45.85,49.6,43.98,46.67,0.46,9.15,-0.15,MIN,Central,Western
2024-2025,20251117,14,Montreal Canadiens,MTL,18,10,6,1.67,60,61,3.33,3.39,-0.06,24.83,13.42,22,50.4,56,12,21.4,63,13,79.4,100.8,85,202,3.55,56.96,40.85,35.77,62.11,48.92,0.49,8.84,1.16,MTL,Atlantic,Eastern
2024-2025,20251117,18,Nashville Predators,NSH,20,6,10,0.6,49,70,2.45,3.5,-1.05,27.0,9.07,16,52.4,62,10,16.1,59,11,81.4,97.5,72,153,2.893,23.97,43.39,37.73,39.75,36.21,0.33,6.58,-0.58,NSH,Central,Western
2024-2025,20251117,7,New Jersey Devils,NJD,18,13,4,3.25,61,52,3.39,2.89,0.5,29.5,11.49,27,48.9,47,12,25.5,53,8,84.9,110.4,56,120,2.44,63.95,69.32,61.76,43.86,59.72,0.58,10.42,2.58,NJD,Metropolitan,Eastern
2024-2025,20251117,8,New York Islanders,NYI,19,10,7,1.43,61,60,3.21,3.16,0.05,28.84,11.13,22,53.3,64,10,15.6,65,12,81.5,97.1,81,204,3.39,49.1,46.21,46.5,51.53,48.34,0.51,9.65,0.35,NYI,Metropolitan,Eastern
2024-2025,20251117,9,New York Rangers,NYR,20,10,8,1.25,51,48,2.55,2.4,0.15,27.45,9.29,22,52.9,50,9,18.0,56,11,80.4,98.4,68,157,2.507,28.76,70.33,74.8,67.83,60.43,0.53,10.61,-0.61,NYR,Metropolitan,Eastern
2024-2025,20251117,13,Ottawa Senators,OTT,19,9,6,1.5,64,65,3.37,3.42,-0.05,26.58,12.67,22,58.3,60,14,23.3,53,17,67.9,91.2,75,175,3.168,60.56,23.76,29.08,62.51,43.98,0.49,9.36,-0.36,OTT,Atlantic,Eastern
2024-2025,20251117,6,Philadelphia Flyers,PHI,18,9,6,1.5,51,51,2.83,2.83,0.0,24.72,11.46,21,48.1,51,10,19.6,56,7,87.5,107.1,78,214,3.495,38.23,62.3,65.61,63.75,57.47,0.5,9.0,0.0,PHI,Metropolitan,Eastern
2024-2025,20251117,10,Pittsburgh Penguins,PIT,19,10,5,2.0,61,47,3.21,2.47,0.74,27.37,11.73,24,48.9,44,15,34.1,56,8,85.7,119.8,66,170,2.744,64.8,76.67,76.68,23.48,60.41,0.63,11.93,-1.93,PIT,Metropolitan,Eastern
2024-2025,20251117,26,San Jose Sharks,SJS,19,8,8,1.0,56,62,2.95,3.26,-0.31,24.21,12.17,19,48.2,64,12,18.8,62,14,77.4,96.2,68,150,2.851,41.81,43.89,39.67,42.56,41.98,0.45,8.55,-0.55,SJS,Pacific,Western
2024-2025,20251117,143,Seattle Kraken,SEA,18,9,4,2.25,49,48,2.72,2.67,0.05,24.56,11.09,23,44.6,53,10,18.9,52,15,71.2,90.1,60,145,2.651,33.96,51.15,56.37,34.18,43.92,0.51,9.17,-0.17,SEA,Pacific,Western
2024-2025,20251117,17,St. Louis Blues,STL,19,6,9,0.67,53,73,2.79,3.84,-1.05,25.58,10.91,16,50.5,48,11,22.9,48,14,70.8,93.7,58,134,2.912,40.06,19.18,20.12,62.07,35.36,0.35,6.56,-0.56,STL,Central,Western
2024-2025,20251117,1,Tampa Bay Lightning,TBL,18,9,7,1.29,54,55,3.0,3.06,-0.06,26.67,11.25,20,44.9,59,9,15.3,59,9,84.7,100.0,87,220,3.64,40.81,53.86,54.2,56.72,51.4,0.49,8.82,0.18,TBL,Atlantic,Eastern
2024-2025,20251117,12,Toronto Maple Leafs,TOR,19,8,9,0.89,67,72,3.53,3.79,-0.26,27.74,12.71,18,56.1,50,8,16.0,57,12,78.9,94.9,68,145,3.018,58.27,29.09,25.27,63.45,44.02,0.46,8.83,-0.83,TOR,Atlantic,Eastern
2024-2025,20251117,30,Utah Mammoth,UTA,18,10,7,1.43,58,55,3.22,3.06,0.16,29.78,10.82,21,47.4,57,9,15.8,49,9,81.6,97.4,66,162,2.977,50.06,56.46,54.2,28.03,47.19,0.53,9.46,0.54,UTA,Central,Western
2024-2025,20251117,21,Vancouver Canucks,VAN,20,9,9,1.0,62,69,3.1,3.45,-0.35,26.55,11.68,20,46.3,62,14,22.6,64,21,67.2,89.8,79,191,3.259,51.09,21.54,22.96,65.06,40.16,0.45,8.93,0.07,VAN,Pacific,Western
2024-2025,20251117,142,Vegas Golden Knights,VGK,18,8,4,2.0,57,52,3.17,2.89,0.28,29.56,10.71,22,53.8,65,15,23.1,51,11,78.4,101.5,61,139,2.68,56.2,53.31,56.27,41.47,51.81,0.55,9.83,-1.83,VGK,Pacific,Western
2024-2025,20251117,5,Washington Capitals,WSH,18,8,8,1.0,51,46,2.83,2.56,0.27,29.94,9.46,18,48.5,55,8,14.5,59,16,72.9,87.4,77,185,3.064,36.74,51.02,58.25,52.63,49.66,0.55,9.9,-1.9,WSH,Metropolitan,Eastern
2024-2025,20251117,2,Winnipeg Jets,WPJ,18,11,7,1.57,59,50,3.28,2.78,0.5,26.89,12.19,22,53.0,58,14,24.1,69,11,84.1,108.2,78,188,3.148,58.67,65.93,59.98,59.01,60.9,0.58,10.48,0.52,WPG,Central,Western
