SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251117,29,Anaheim Ducks,ANA,18,11,6,1.83,67,58,3.72,3.22,0.5,30.22,12.32,23,46.7,66,14,21.2,66,15,77.3,98.5,81,203,3.497,71.82,42.51,37.84,68.15,55.08,0.57,10.29,0.71,ANA,Pacific,Western
2024-2025,20251117,11,Boston Bruins,BOS,20,12,8,1.5,68,66,3.4,3.3,0.1,26.8,12.69,24,52.8,67,17,25.4,78,14,82.1,107.5,103,234,3.652,64.02,39.73,39.53,70.87,53.54,0.51,10.3,1.7,BOS,Atlantic,Eastern
2024-2025,20251117,15,Buffalo Sabres,BUF,18,6,8,0.75,51,64,2.83,3.56,-0.73,27.83,10.18,16,42.1,56,9,16.1,57,6,89.5,105.6,77,200,3.621,36.75,48.3,42.84,58.09,46.5,0.39,6.97,-0.97,BUF,Atlantic,Eastern
2024-2025,20251117,23,Calgary Flames,CGY,20,5,12,0.42,43,60,2.15,3.0,-0.85,29.85,7.2,13,48.4,67,8,11.9,66,15,77.3,89.2,85,210,3.282,13.24,45.21,48.0,58.88,41.33,0.34,6.79,-1.79,CGY,Pacific,Western
2024-2025,20251117,3,Carolina Hurricanes,CAR,18,12,5,2.4,67,53,3.72,2.94,0.78,33.67,11.06,25,49.9,52,7,13.5,58,12,79.3,92.8,74,164,2.965,65.63,53.8,52.76,47.1,54.82,0.62,11.08,0.92,CAR,Metropolitan,Eastern
2024-2025,20251117,20,Chicago Blackhawks,CHI,18,9,5,1.8,59,46,3.28,2.56,0.72,25.28,12.97,22,46.7,52,13,25.0,66,10,84.8,109.8,81,191,3.1,58.57,72.9,69.22,43.93,61.16,0.62,11.19,-2.19,CHI,Central,Western
2024-2025,20251117,22,Colorado Avalanche,COL,19,13,1,13.0,78,45,4.11,2.37,1.74,33.74,12.17,31,50.0,72,12,16.7,62,7,88.7,105.4,73,158,2.593,81.23,82.3,81.79,31.76,69.27,0.75,14.26,-1.26,COL,Central,Western
2024-2025,20251117,19,Columbus Blue Jackets,CBJ,18,9,7,1.29,56,56,3.11,3.11,0.0,31.33,9.93,20,52.3,43,7,16.3,48,13,72.9,89.2,62,153,2.908,47.6,40.6,45.2,40.37,43.44,0.5,9.0,0.0,CBJ,Metropolitan,Eastern
2024-2025,20251117,27,Dallas Stars,DAL,19,12,4,3.0,64,53,3.37,2.79,0.58,25.89,13.01,27,53.1,66,22,33.3,57,14,75.4,108.7,65,149,2.679,70.99,49.45,55.51,43.75,54.92,0.59,11.27,0.73,DAL,Central,Western
2024-2025,20251117,16,Detroit Red Wings,DET,19,11,7,1.57,58,60,3.05,3.16,-0.11,30.0,10.18,23,52.7,67,14,20.9,54,10,81.5,102.4,66,162,2.964,50.54,46.91,49.97,34.85,45.57,0.48,9.16,1.84,DET,Atlantic,Eastern
