SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251107,9,New York Rangers,NYR,14,6,6,1.0,31,33,2.21,2.36,-0.15,28.5,7.77,14,54.6,36,4,11.1,36,6,83.3,94.4,42,93,2.239,16.6,74.44,76.12,63.38,57.64,0.47,6.54,-0.54,NYR,Metropolitan,Eastern
2024-2025,20251107,13,Ottawa Senators,OTT,14,6,5,1.2,50,54,3.57,3.86,-0.29,28.43,12.56,15,58.9,50,13,26.0,43,15,65.1,91.1,60,142,3.535,66.73,16.56,17.97,67.36,42.16,0.46,6.45,-0.45,OTT,Atlantic,Eastern
2024-2025,20251107,6,Philadelphia Flyers,PHI,14,8,5,1.6,41,36,2.93,2.57,0.36,25.0,11.71,17,49.2,44,9,20.5,49,6,87.8,108.3,68,194,3.793,41.39,63.02,70.0,64.63,59.76,0.57,7.91,0.09,PHI,Metropolitan,Eastern
2024-2025,20251107,10,Pittsburgh Penguins,PIT,15,9,4,2.25,53,41,3.53,2.73,0.8,27.6,12.8,20,50.1,39,14,35.9,45,7,84.4,120.3,54,143,2.969,71.62,63.56,64.48,23.93,55.89,0.63,9.39,-0.39,PIT,Metropolitan,Eastern
2024-2025,20251107,26,San Jose Sharks,SJS,14,5,6,0.83,48,53,3.43,3.79,-0.36,24.93,13.75,13,49.0,47,10,21.3,46,13,71.7,93.0,52,118,3.174,56.63,26.87,23.21,45.29,38.0,0.45,6.3,-1.3,SJS,Pacific,Western
2024-2025,20251107,143,Seattle Kraken,SEA,13,6,3,2.0,34,38,2.62,2.92,-0.3,24.31,10.76,16,44.9,40,8,20.0,34,10,70.6,90.6,41,107,2.792,31.47,46.38,52.16,41.99,43.0,0.45,5.8,0.2,SEA,Pacific,Western
2024-2025,20251107,17,St. Louis Blues,STL,15,5,8,0.62,41,58,2.73,3.87,-1.14,26.4,10.35,12,49.9,41,9,22.0,40,12,70.0,92.0,49,116,3.065,37.58,24.26,23.76,61.62,36.8,0.33,4.98,0.02,STL,Central,Western
2024-2025,20251107,1,Tampa Bay Lightning,TBL,14,7,5,1.4,43,39,3.07,2.79,0.28,26.71,11.5,16,44.8,48,7,14.6,47,5,89.4,104.0,65,152,3.264,42.03,65.43,65.18,42.83,53.87,0.55,7.67,-0.67,TBL,Atlantic,Eastern
2024-2025,20251107,12,Toronto Maple Leafs,TOR,14,8,5,1.6,52,50,3.71,3.57,0.14,28.07,13.23,17,54.8,34,4,11.8,42,7,83.3,95.1,48,102,2.873,57.91,42.61,39.22,54.71,48.61,0.52,7.27,0.73,TOR,Atlantic,Eastern
2024-2025,20251107,30,Utah Mammoth,UTA,14,9,5,1.8,47,40,3.36,2.86,0.5,29.43,11.41,18,47.1,46,8,17.4,39,9,76.9,94.3,54,130,2.954,54.38,55.54,56.74,29.66,49.08,0.58,8.12,0.88,UTA,Central,Western
2024-2025,20251107,21,Vancouver Canucks,VAN,15,7,8,0.88,42,50,2.8,3.33,-0.53,27.07,10.34,14,45.5,47,9,19.1,50,16,68.0,87.1,58,130,3.04,38.18,33.91,33.54,57.15,40.7,0.41,6.21,0.79,VAN,Pacific,Western
2024-2025,20251107,142,Vegas Golden Knights,VGK,13,7,3,2.33,43,37,3.31,2.85,0.46,28.77,11.5,17,55.4,47,11,23.4,36,7,80.6,104.0,44,102,2.677,57.74,58.54,59.37,46.54,55.55,0.57,7.47,-0.47,VGK,Pacific,Western
2024-2025,20251107,5,Washington Capitals,WSH,14,7,6,1.17,40,34,2.86,2.43,0.43,29.36,9.73,15,47.7,46,7,15.2,44,12,72.7,87.9,56,129,2.81,38.94,56.63,64.49,53.02,53.27,0.58,8.13,-1.13,WSH,Metropolitan,Eastern
2024-2025,20251107,2,Winnipeg Jets,WPJ,13,9,4,2.25,45,33,3.46,2.54,0.92,26.77,12.93,18,52.1,44,10,22.7,53,6,88.7,111.4,62,146,3.21,59.64,72.67,70.13,65.02,66.87,0.65,8.45,0.55,WPG,Central,Western
