SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251107,29,Anaheim Ducks,ANA,13,9,3,3.0,55,42,4.23,3.23,1.0,30.92,13.68,19,46.8,54,12,22.2,44,11,75.0,97.2,56,141,3.414,83.81,43.04,41.39,67.23,58.87,0.63,8.21,0.79,ANA,Pacific,Western
2024-2025,20251107,11,Boston Bruins,BOS,16,9,7,1.29,52,53,3.25,3.31,-0.06,26.31,12.35,18,54.1,53,11,20.8,60,10,83.3,104.1,75,166,3.364,51.78,47.89,44.01,64.52,52.05,0.49,7.85,1.15,BOS,Atlantic,Eastern
2024-2025,20251107,15,Buffalo Sabres,BUF,14,5,5,1.0,38,43,2.71,3.07,-0.36,29.43,9.22,14,42.4,45,8,17.8,46,4,91.3,109.1,63,156,3.436,37.07,60.39,58.61,53.27,52.33,0.44,6.13,-1.13,BUF,Atlantic,Eastern
2024-2025,20251107,23,Calgary Flames,CGY,15,4,9,0.44,36,48,2.4,3.2,-0.8,27.87,8.61,10,46.0,54,7,13.0,54,12,77.8,90.8,69,169,3.527,23.2,41.46,43.3,64.46,43.11,0.36,5.4,-1.4,CGY,Pacific,Western
2024-2025,20251107,3,Carolina Hurricanes,CAR,13,9,4,2.25,48,35,3.69,2.69,1.0,32.23,11.46,18,50.6,37,4,10.8,46,8,82.6,93.4,58,129,3.01,60.17,64.54,62.31,48.89,58.98,0.65,8.49,0.51,CAR,Metropolitan,Eastern
2024-2025,20251107,20,Chicago Blackhawks,CHI,14,6,5,1.2,44,39,3.14,2.79,0.35,25.43,12.36,15,47.7,41,8,19.5,54,10,81.5,101.0,66,152,3.24,46.74,59.96,57.18,43.19,51.77,0.56,7.82,-1.82,CHI,Central,Western
2024-2025,20251107,22,Colorado Avalanche,COL,14,8,1,8.0,50,35,3.57,2.5,1.07,34.07,10.48,21,50.8,53,9,17.0,42,4,90.5,107.5,51,111,2.556,64.6,76.85,75.24,28.03,61.18,0.67,9.39,-1.39,COL,Central,Western
2024-2025,20251107,19,Columbus Blue Jackets,CBJ,13,7,6,1.17,41,41,3.15,3.15,0.0,32.77,9.62,14,51.5,31,5,16.1,38,12,68.4,84.5,45,102,2.778,50.42,41.84,42.01,44.2,44.62,0.5,6.5,0.5,CBJ,Metropolitan,Eastern
2024-2025,20251107,27,Dallas Stars,DAL,14,7,4,1.75,42,45,3.0,3.21,-0.21,26.07,11.51,17,52.8,50,17,34.0,44,13,70.5,104.5,49,114,2.924,55.8,34.78,40.13,48.27,44.75,0.47,6.53,0.47,DAL,Central,Western
2024-2025,20251107,16,Detroit Red Wings,DET,14,9,5,1.8,44,42,3.14,3.0,0.14,27.64,11.37,18,52.0,44,10,22.7,39,5,87.2,109.9,45,101,2.634,51.08,60.09,59.05,27.65,49.47,0.52,7.32,1.68,DET,Atlantic,Eastern
2024-2025,20251107,24,Edmonton Oilers,EDM,15,6,5,1.2,46,46,3.07,3.07,0.0,28.87,10.62,16,52.5,40,14,35.0,37,8,78.4,113.4,38,76,2.229,59.3,52.46,53.07,14.37,44.8,0.5,7.5,-1.5,EDM,Pacific,Western
2024-2025,20251107,4,Florida Panthers,FLO,14,7,6,1.17,39,42,2.79,3.0,-0.21,27.93,9.97,15,47.0,52,10,19.2,52,13,75.0,94.2,63,140,3.174,39.26,47.01,46.26,86.76,54.82,0.46,6.49,0.51,FLA,Atlantic,Eastern
2024-2025,20251107,28,Los Angeles Kings,LAK,15,6,5,1.2,42,46,2.8,3.07,-0.27,29.4,9.52,16,49.8,47,8,17.0,57,13,77.2,94.2,60,135,3.038,38.72,44.3,45.6,44.53,43.29,0.45,6.81,-0.81,LAK,Pacific,Western
2024-2025,20251107,25,Minnesota Wild,MIN,15,5,7,0.71,43,55,2.87,3.67,-0.8,29.27,9.79,13,47.8,57,18,31.6,32,10,68.8,100.4,40,113,2.927,53.29,30.32,32.58,52.42,42.15,0.38,5.69,-0.69,MIN,Central,Western
2024-2025,20251107,14,Montreal Canadiens,MTL,14,9,3,3.0,51,44,3.64,3.14,0.5,25.0,14.57,20,52.0,41,12,29.3,50,11,78.0,107.3,64,151,3.361,68.71,48.26,45.37,48.3,52.66,0.57,8.03,0.97,MTL,Atlantic,Eastern
2024-2025,20251107,18,Nashville Predators,NSH,16,5,7,0.71,40,54,2.5,3.38,-0.88,27.38,9.13,14,52.0,49,7,14.3,50,9,82.0,96.3,63,135,3.006,26.17,47.21,43.37,40.37,39.28,0.35,5.66,-0.66,NSH,Central,Western
2024-2025,20251107,7,New Jersey Devils,NJD,14,10,4,2.5,50,43,3.57,3.07,0.5,28.86,12.38,20,48.1,37,10,27.0,47,6,87.2,114.2,49,103,2.651,66.69,63.2,55.41,49.5,58.7,0.57,8.05,1.95,NJD,Metropolitan,Eastern
2024-2025,20251107,8,New York Islanders,NYI,13,6,5,1.2,43,44,3.31,3.38,-0.07,30.46,10.86,14,52.2,46,7,15.2,44,10,77.3,92.5,58,147,3.607,52.36,35.95,38.74,56.93,45.99,0.49,6.36,-0.36,NYI,Metropolitan,Eastern
