SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251122,26,San Jose Sharks,SJS,21,10,8,1.25,63,67,3.0,3.19,-0.19,24.14,12.43,23,48.5,71,13,18.3,68,14,79.4,97.7,75,164,2.818,42.61,46.89,43.78,44.4,44.42,0.47,9.86,0.14,SJS,Pacific,Western
2024-2025,20251122,143,Seattle Kraken,SEA,20,10,5,2.0,54,54,2.7,2.7,0.0,24.55,11.0,25,45.1,58,12,20.7,55,17,69.1,89.8,64,153,2.58,33.45,47.49,54.71,30.92,41.64,0.5,10.0,0.0,SEA,Pacific,Western
2024-2025,20251122,17,St. Louis Blues,STL,21,6,9,0.67,57,79,2.71,3.76,-1.05,25.9,10.48,18,51.0,53,13,24.5,53,14,73.6,98.1,62,144,2.839,37.94,24.03,23.58,59.85,36.35,0.34,7.18,-1.18,STL,Central,Western
2024-2025,20251122,1,Tampa Bay Lightning,TBL,20,11,7,1.57,61,57,3.05,2.85,0.2,27.2,11.21,24,44.7,64,11,17.2,65,9,86.2,103.4,95,239,3.5,43.92,64.76,63.43,55.87,57.0,0.53,10.68,0.32,TBL,Atlantic,Eastern
2024-2025,20251122,12,Toronto Maple Leafs,TOR,21,9,9,1.0,72,77,3.43,3.67,-0.24,27.86,12.31,21,56.3,55,8,14.5,62,13,79.0,93.5,73,155,2.916,54.26,32.39,28.44,62.09,44.29,0.47,9.79,-0.79,TOR,Atlantic,Eastern
2024-2025,20251122,30,Utah Mammoth,UTA,21,10,8,1.25,63,65,3.0,3.1,-0.1,28.86,10.4,23,47.3,62,9,14.5,57,10,82.5,97.0,81,198,3.078,39.95,57.07,53.65,30.62,45.32,0.48,10.16,-0.16,UTA,Central,Western
2024-2025,20251122,21,Vancouver Canucks,VAN,22,9,11,0.82,69,81,3.14,3.68,-0.54,26.45,11.86,20,47.3,73,17,23.3,71,23,67.6,90.9,90,213,3.388,53.69,10.97,13.13,62.98,35.2,0.42,9.27,-0.27,VAN,Pacific,Western
2024-2025,20251122,142,Vegas Golden Knights,VGK,20,10,4,2.5,64,55,3.2,2.75,0.45,29.6,10.81,26,53.5,69,17,24.6,54,11,79.6,104.2,68,156,2.637,59.13,60.21,63.46,41.94,56.19,0.58,11.5,-1.5,VGK,Pacific,Western
2024-2025,20251122,5,Washington Capitals,WSH,21,11,8,1.38,68,55,3.24,2.62,0.62,29.57,10.95,24,48.1,61,10,16.4,68,19,72.1,88.5,88,207,3.0,50.75,49.6,55.63,48.44,51.1,0.6,12.7,-1.7,WSH,Metropolitan,Eastern
2024-2025,20251122,2,Winnipeg Jets,WPJ,20,12,8,1.5,67,56,3.35,2.8,0.55,27.05,12.38,24,53.0,61,16,26.2,73,12,83.6,109.8,83,198,3.062,64.23,64.79,59.94,57.23,61.55,0.59,11.77,0.23,WPG,Central,Western
