season,snapshot_date,team_id,team,team_abbr,games_played,wins,losses,wl_ratio,gf,ga,gf_pg,ga_pg,gpg_diff,sf_pg,shot_pct,pts,fo_pct,pp,ppg,pp_pct,pk,pkga,pk_pct,st_pct,p,pim,unf_errors,off,def,goal,grit,balance,pyth_win_pct,pyth_wins,wins_above_expected,team_abbr_canon,division,conference,source_file
2024,2025-11-01,7,New Jersey Devils,NA,11,8,3,2.67,41,35,3.73,3.18,0.55,29.18,12.77,16,48.2,31,10,32.3,39,6,84.6,116.9,41,87,2.8059999999999996,73.23,58.56,51.55,53.1,59.11,0.58,6.37,1.6300000000000001,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,8,New York Islanders,NA,11,5,5,1,37,39,3.36,3.55,-0.19,29.55,11.38,11,51.3,41,6,14.6,36,9,75,89.6,48,127,3.7319999999999998,50.14,33.1,37.99,61.25,45.620000000000005,0.47000000000000003,5.2,-0.2,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,9,New York Rangers,NA,12,5,5,1,28,28,2.3299999999999996,2.3299999999999996,0,28.830000000000002,8.09,12,54.4,30,4,13.3,31,4,87.1,100.4,37,83,2.286,22.21,74.73,74.56,65.14999999999999,59.160000000000004,0.5,6,-1,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,13,Ottawa Senators,NA,12,6,5,1.2,45,47,3.75,3.92,-0.17,29.919999999999998,12.53,13,59.7,45,13,28.9,37,14,62.2,91.1,50,118,3.5,72.66,20.1,22.93,59.97,43.92,0.48000000000000004,5.73,0.27,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,6,Philadelphia Flyers,NA,10,6,3,2,30,24,3,2.4,0.6,23.1,12.99,13,51.6,30,6,20,37,4,89.2,109.2,52,159,4.148,41.54,61.91,71.7,66.03,60.290000000000006,0.61,6.1,-0.1,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,10,Pittsburgh Penguins,NA,12,8,2,4,43,29,3.58,2.42,1.1600000000000001,26.330000000000002,13.61,18,50.6,29,9,31,38,7,81.6,112.6,45,127,3.0589999999999997,66.39,64.39,67.64,26.37,56.2,0.69,8.239999999999998,-0.24000000000000002,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,26,San Jose Sharks,NA,11,3,6,0.5,37,48,3.36,4.359999999999999,-1,25.91,12.98,8,50.3,39,9,23.1,36,13,63.9,87,41,96,3.4659999999999997,55.32,14.29,12.88,43.55,31.51,0.37,4.1,-1.1,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,143,Seattle Kraken,NA,10,5,2,2.5,28,28,2.8,2.8,0,25,11.2,13,45.1,30,6,20,25,9,64,84,32,89,2.8549999999999995,37.06,46.41,52.99,48.949999999999996,46.349999999999994,0.5,5,0,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,17,St. Louis Blues,NA,11,3,6,0.5,32,47,2.9099999999999997,4.2700000000000005,-1.36,26.73,10.88,8,50.3,32,8,25,30,9,70,95,36,81,3.158,45.13,22.77,22.04,59.49,37.36,0.32,3.4899999999999998,-0.49,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,1,Tampa Bay Lightning,NA,11,5,4,1.25,31,31,2.82,2.82,0,26.73,10.54,12,44.6,39,6,15.4,37,4,89.2,104.6,54,125,3.383,35.15,62.58,63.11,43.4,51.06,0.5,5.5,-0.5,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,12,Toronto Maple Leafs,NA,11,5,5,1,38,42,3.4499999999999997,3.82,-0.37,29.73,11.62,11,54.2,29,4,13.8,30,5,83.3,97.1,36,78,2.947,51.03,40.03,39.17,53.27,45.879999999999995,0.45,4.94,0.06,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,30,Utah Mammoth,NA,11,8,2,4,40,30,3.64,2.73,0.91,29.55,12.31,16,45.5,38,8,21.1,34,9,73.5,94.6,47,108,3.01,62.449999999999996,55.15,56.15,27.259999999999998,50.25,0.64,7.04,0.96,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,21,Vancouver Canucks,NA,12,6,6,1,33,36,2.75,3,-0.25,24.75,11.11,12,44.5,39,7,17.9,42,12,71.4,89.3,48,102,2.88,34.04,46.74,46.59,57.74,46.28,0.46,5.48,0.52,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,142,Vegas Golden Knights,NA,11,6,2,3,39,31,3.55,2.82,0.73,28,12.66,15,54.1,43,11,25.6,30,6,80,105.6,38,90,2.738,63.78,57.760000000000005,59.53,49.05,57.53,0.61,6.74,-0.74,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,5,Washington Capitals,NA,11,6,5,1.2,28,25,2.55,2.27,0.28,28.55,8.92,12,46.4,36,6,16.7,33,9,72.7,89.4,40,83,2.3979999999999997,30.779999999999998,62.220000000000006,66.34,53.01,53.09,0.56,6.14,-0.14,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-01,2,Winnipeg Jets,NA,11,8,3,2.67,40,28,3.64,2.55,1.09,26.55,13.7,16,53.8,36,10,27.8,45,4,91.1,118.9,55,130,3.3299999999999996,66.47,71.97,69.09,63.18,67.67999999999999,0.6699999999999999,7.38,0.62,NA,NA,NA,nhl_team_stats_20251101.csv
2024,2025-11-02,29,Anaheim Ducks,NA,10,6,3,2,37,33,3.7,3.3,0.4,31.6,11.709999999999999,13,46.4,40,8,20,33,7,78.8,98.8,43,104,3.3539999999999996,66.16,47.57,44.63,67.46000000000001,56.449999999999996,0.56,5.57,0.43000000000000005,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,11,Boston Bruins,NA,14,7,7,1,45,48,3.21,3.4299999999999997,-0.22,26.36,12.2,14,54.6,46,10,21.7,55,10,81.8,103.5,66,148,3.453,50.809999999999995,45.09,41.15,66.3,50.839999999999996,0.47000000000000003,6.54,0.46,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,15,Buffalo Sabres,NA,12,5,4,1.25,37,38,3.08,3.17,-0.09,30.5,10.11,13,42.3,40,8,20,42,4,90.5,110.5,58,143,3.609,48.89,59.42,55.51,54.59,54.6,0.49,5.83,-0.8300000000000001,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,23,Calgary Flames,NA,13,2,9,0.22,29,46,2.23,3.54,-1.31,28.62,7.8,6,46,50,7,14,52,12,76.9,90.9,66,163,3.901,20.54,36.02,34.07,64.74000000000001,38.839999999999996,0.28,3.69,-1.6900000000000002,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,3,Carolina Hurricanes,NA,11,7,4,1.75,41,32,3.73,2.9099999999999997,0.8200000000000001,32.64,11.42,14,50.2,32,3,9.4,40,7,82.5,91.9,50,100,2.9319999999999995,58.04,60.25,55.5,47.86,55.41,0.62,6.84,0.16,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,20,Chicago Blackhawks,NA,12,4,4,1,38,34,3.17,2.8299999999999996,0.33999999999999997,24.830000000000002,12.75,11,47,37,7,18.9,50,9,82,100.9,62,144,3.485,46.43,58.260000000000005,55.07,49.93,52.42,0.56,6.68,-2.68,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,22,Colorado Avalanche,NA,13,7,1,7,47,33,3.62,2.54,1.08,34.15,10.59,19,50.8,49,8,16.3,39,4,89.7,106,47,100,2.527,62.9,73.22,71.46000000000001,24.630000000000003,58.05,0.6699999999999999,8.709999999999999,-1.71,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,19,Columbus Blue Jackets,NA,11,7,4,1.75,38,33,3.4499999999999997,3,0.45,32.82,10.53,14,52.1,26,5,19.2,34,11,67.6,86.8,40,92,2.8209999999999997,58.7,45.379999999999995,45.660000000000004,37.46,46.8,0.5700000000000001,6.26,0.74,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,27,Dallas Stars,NA,12,6,3,2,33,35,2.75,2.92,-0.17,26,10.58,15,53,41,13,31.7,36,10,72.2,103.9,41,98,2.798,46.6,45.71,51.120000000000005,51.730000000000004,48.790000000000006,0.47000000000000003,5.64,0.36,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,16,Detroit Red Wings,NA,12,8,4,2,41,39,3.42,3.25,0.17,27.67,12.350000000000001,16,52.9,40,10,25,36,5,86.1,111.1,41,93,2.847,59.8,52.449999999999996,51.8,31.39,48.86,0.53,6.31,1.6900000000000002,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,24,Edmonton Oilers,NA,13,6,4,1.5,41,40,3.15,3.08,0.07,29.38,10.729999999999999,15,51.8,36,12,33.3,31,6,80.6,113.9,32,64,2.211,59.89,54.24,55.02,10.82,44.99,0.51,6.6499999999999995,-0.65,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,4,Florida Panthers,NA,12,6,5,1.2,31,33,2.58,2.75,-0.17,28.830000000000002,8.96,13,46.9,45,9,20,41,10,75.6,95.6,50,111,2.928,34.92,54,55.28,81.9,56.52,0.47000000000000003,5.619999999999999,0.38,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,28,Los Angeles Kings,NA,13,5,4,1.25,37,41,2.8499999999999996,3.15,-0.3,29.85,9.54,14,49.1,37,6,16.2,50,13,74,90.2,52,116,3.042,38.83,42.39,41.99,46.14,42.339999999999996,0.45,5.85,-0.8500000000000001,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,25,Minnesota Wild,NA,13,4,6,0.6699999999999999,37,49,2.8499999999999996,3.77,-0.92,30.08,9.46,11,48,51,15,29.4,28,10,64.3,93.7,34,87,2.798,51.220000000000006,28.64,31.68,43.660000000000004,38.8,0.36,4.73,-0.73,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,14,Montreal Canadiens,NA,12,9,3,3,44,36,3.67,3,0.6699999999999999,25.919999999999998,14.15,18,50.5,35,10,28.6,39,9,76.9,105.5,51,122,3.1830000000000003,68.16,52.08,50.91,43.49,53.660000000000004,0.6,7.1899999999999995,1.81,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,18,Nashville Predators,NA,13,5,6,0.8300000000000001,33,43,2.54,3.3099999999999996,-0.77,27,9.4,12,51.8,40,5,12.5,43,5,88.4,100.9,54,117,3.0949999999999998,25.43,55.14,51.01,42,43.39,0.37,4.819999999999999,0.18,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,7,New Jersey Devils,NA,12,9,3,3,45,36,3.75,3,0.75,28.58,13.12,18,48.1,31,10,32.3,43,6,86,118.3,45,95,2.735,73.85,62.96,56.17,53.349999999999994,61.58,0.61,7.319999999999999,1.6800000000000002,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,8,New York Islanders,NA,11,5,5,1,37,39,3.36,3.55,-0.19,29.55,11.38,11,51.3,41,6,14.6,36,9,75,89.6,48,127,3.7319999999999998,51.14,31.5,36.03,62.53,45.3,0.47000000000000003,5.2,-0.2,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,9,New York Rangers,NA,13,6,5,1.2,31,30,2.38,2.3099999999999996,0.07,28.69,8.31,14,55.2,33,4,12.1,33,5,84.8,96.9,39,87,2.23,22.14,74.36999999999999,75.47,64.16999999999999,59.04,0.51,6.6899999999999995,-0.69,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,13,Ottawa Senators,NA,13,6,5,1.2,48,51,3.69,3.92,-0.23,28.919999999999998,12.77,14,59.6,48,13,27.1,40,15,62.5,89.6,56,134,3.593,69.86,17.4,19.93,63.83,42.760000000000005,0.47000000000000003,6.109999999999999,-0.11,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,6,Philadelphia Flyers,NA,11,6,4,1.5,32,29,2.9099999999999997,2.64,0.27,24,12.12,13,50.6,36,7,19.4,40,4,90,109.4,55,165,4.06,39.53,60,67.84,63.08,57.61,0.55,6.03,-0.03,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,10,Pittsburgh Penguins,NA,13,8,3,2.67,45,34,3.46,2.62,0.8400000000000001,26.62,13.01,18,50.8,31,10,32.3,41,7,82.9,115.2,50,135,3.097,64.95,62.4,64.64999999999999,27.439999999999998,54.86,0.64,8.26,-0.26,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,26,San Jose Sharks,NA,12,4,6,0.6699999999999999,40,50,3.3299999999999996,4.17,-0.8400000000000001,25.67,12.99,10,50.4,42,9,21.4,38,13,65.8,87.2,43,100,3.3089999999999997,53.71,17.35,15.3,40.98,31.830000000000002,0.39,4.67,-0.6699999999999999,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,143,Seattle Kraken,NA,11,5,2,2.5,30,31,2.73,2.82,-0.09,23.91,11.41,14,44.3,32,7,21.9,28,9,67.9,89.8,35,95,2.8109999999999995,36.11,48.98,53.879999999999995,43.71,45.67,0.48000000000000004,5.319999999999999,-0.32,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,17,St. Louis Blues,NA,12,3,7,0.43000000000000005,34,50,2.8299999999999996,4.17,-1.34,27.75,10.209999999999999,8,50.7,34,8,23.5,33,10,69.7,93.2,40,92,3.1759999999999997,42.49,21.69,20.55,59.42,36.04,0.32,3.7800000000000002,-0.7799999999999999,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,1,Tampa Bay Lightning,NA,11,5,4,1.25,31,31,2.82,2.82,0,26.73,10.54,12,44.6,39,6,15.4,37,4,89.2,104.6,54,125,3.383,35.44,62.7,63.43,45.04,51.65,0.5,5.5,-0.5,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,12,Toronto Maple Leafs,NA,12,6,5,1.2,43,44,3.58,3.67,-0.09,29.5,12.15,13,54.5,32,4,12.5,36,6,83.3,95.8,42,90,2.964,54.36,41.68,39.78,53.47,47.32,0.49,5.85,0.15000000000000002,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,30,Utah Mammoth,NA,11,8,2,4,40,30,3.64,2.73,0.91,29.55,12.31,16,45.5,38,8,21.1,34,9,73.5,94.6,47,108,3.01,63.55,54.720000000000006,56.08,28.68,50.760000000000005,0.64,7.04,0.96,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,21,Vancouver Canucks,NA,13,6,7,0.8600000000000001,35,41,2.69,3.15,-0.46,25,10.77,12,44.9,42,7,16.7,45,13,71.1,87.8,53,120,3.084,31.68,42.02,41.99,59.91,43.9,0.42000000000000004,5.48,0.52,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,142,Vegas Golden Knights,NA,11,6,2,3,39,31,3.55,2.82,0.73,28,12.66,15,54.1,43,11,25.6,30,6,80,105.6,38,90,2.738,64.61,57.57,59.61,50.05,57.96,0.61,6.74,-0.74,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,5,Washington Capitals,NA,12,6,5,1.2,31,28,2.58,2.3299999999999996,0.25,29,8.91,13,46.8,40,6,15,36,9,75,90,47,108,2.71,30.52,62.15,67.3,55.03,53.75,0.55,6.609999999999999,-0.61,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-02,2,Winnipeg Jets,NA,12,9,3,3,45,30,3.75,2.5,1.25,27.17,13.8,18,53.2,39,10,25.6,47,5,89.4,115,57,134,3.18,68.75,72.66,70.14999999999999,65.21000000000001,69.19,0.69,8.31,0.69,NA,NA,NA,nhl_team_stats_20251102.csv
2024,2025-11-03,29,Anaheim Ducks,NA,11,7,3,2.3299999999999996,41,34,3.73,3.09,0.64,31.36,11.88,15,46.5,42,8,19,34,7,79.4,98.4,44,106,3.117,66.9,52.349999999999994,50.21,63.25,58.18,0.59,6.52,0.48000000000000004,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,11,Boston Bruins,NA,14,7,7,1,45,48,3.21,3.4299999999999997,-0.22,26.36,12.2,14,54.6,46,10,21.7,55,10,81.8,103.5,66,148,3.453,51.809999999999995,43.720000000000006,39.83,67.25,50.65,0.47000000000000003,6.54,0.46,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,15,Buffalo Sabres,NA,12,5,4,1.25,37,38,3.08,3.17,-0.09,30.5,10.11,13,42.3,40,8,20,42,4,90.5,110.5,58,143,3.609,49.6,58.44,54.65,56.33,54.75,0.49,5.83,-0.8300000000000001,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,23,Calgary Flames,NA,14,3,9,0.32999999999999996,31,47,2.21,3.36,-1.1500000000000001,28,7.91,8,46.4,52,7,13.5,53,12,77.4,90.9,67,165,3.6759999999999997,18.85,39.67,38.56,64.71000000000001,40.449999999999996,0.3,4.23,-1.23,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,3,Carolina Hurricanes,NA,11,7,4,1.75,41,32,3.73,2.9099999999999997,0.8200000000000001,32.730000000000004,11.39,14,50.2,32,3,9.4,40,7,82.5,91.9,50,100,2.9319999999999995,59.21,59.71,54.83,48.99,55.690000000000005,0.62,6.84,0.16,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,20,Chicago Blackhawks,NA,12,5,4,1.25,38,34,3.17,2.8299999999999996,0.33999999999999997,24.830000000000002,12.75,13,47,37,7,18.9,50,9,82,100.9,62,144,3.485,47.44,57.58,54.449999999999996,51.01,52.620000000000005,0.56,6.68,-1.6800000000000002,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,22,Colorado Avalanche,NA,13,7,1,7,47,33,3.62,2.54,1.08,34.15,10.59,19,50.8,49,8,16.3,39,4,89.7,106,47,100,2.527,63.91,73.14,71.35,24.54,58.24,0.6699999999999999,8.709999999999999,-1.71,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,19,Columbus Blue Jackets,NA,12,7,5,1.4,40,36,3.3299999999999996,3,0.32999999999999996,31.919999999999998,10.44,14,50.7,30,5,16.7,36,12,66.7,83.4,42,96,2.749,53.86,44.220000000000006,44.74,39.07,45.47,0.55,6.619999999999999,0.38,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,27,Dallas Stars,NA,12,6,3,2,33,35,2.75,2.92,-0.17,26,10.58,15,52.8,41,13,31.7,36,10,72.2,103.9,41,98,2.799,47.27,44.839999999999996,50.36,52.03,48.620000000000005,0.47000000000000003,5.64,0.36,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,16,Detroit Red Wings,NA,13,9,4,2.25,44,41,3.38,3.15,0.23,27.919999999999998,12.12,18,53.6,42,10,23.8,38,5,86.8,110.6,44,99,2.776,58.94,54.77,54.06,29.4,49.290000000000006,0.54,6.96,2.04,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,24,Edmonton Oilers,NA,13,6,4,1.5,41,40,3.15,3.08,0.07,29.310000000000002,10.76,15,51.8,36,12,33.3,31,6,80.6,113.9,32,64,2.211,60.75,53.54,54.21,10,44.63,0.51,6.6499999999999995,-0.65,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,4,Florida Panthers,NA,12,6,5,1.2,31,33,2.58,2.75,-0.17,28.830000000000002,8.96,13,46.9,45,9,20,41,10,75.6,95.6,50,111,2.928,35.25,53.42,54.720000000000006,83.05,56.61,0.47000000000000003,5.619999999999999,0.38,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,28,Los Angeles Kings,NA,13,5,4,1.25,37,41,2.8499999999999996,3.15,-0.3,29.919999999999998,9.51,14,49.1,37,6,16.2,50,13,74,90.2,52,116,3.042,39.36,41.24,40.89,47.11,42.15,0.45,5.85,-0.8500000000000001,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,25,Minnesota Wild,NA,13,4,6,0.6699999999999999,37,49,2.8499999999999996,3.77,-0.92,30,9.49,11,48,51,15,29.4,28,10,64.3,93.7,34,87,2.798,51.77,27.14,29.93,44.41,38.309999999999995,0.36,4.73,-0.73,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,14,Montreal Canadiens,NA,12,9,3,3,44,36,3.67,3,0.6699999999999999,25.919999999999998,14.15,18,50.5,35,10,28.6,39,9,76.9,105.5,51,122,3.1830000000000003,69.66,51.3,50.09,44.43,53.87,0.6,7.1899999999999995,1.81,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,18,Nashville Predators,NA,13,5,6,0.8300000000000001,33,43,2.54,3.3099999999999996,-0.77,27,9.4,12,51.8,40,5,12.5,43,5,88.4,100.9,54,117,3.0949999999999998,25.71,54.08,49.96,42.65,43.1,0.37,4.819999999999999,0.18,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,7,New Jersey Devils,NA,13,9,4,2.25,46,40,3.54,3.08,0.46,28.919999999999998,12.229999999999999,18,48.3,32,10,31.2,45,6,86.7,117.9,47,99,2.7070000000000003,68.73,61.75,54.21,49.879999999999995,58.64,0.5700000000000001,7.4,1.6,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,8,New York Islanders,NA,12,6,5,1.2,40,41,3.3299999999999996,3.42,-0.09,30.330000000000002,10.99,13,52.4,43,7,16.3,40,9,77.5,93.8,52,135,3.6159999999999997,53.17,35.65,39.32,57.51,46.41,0.49,5.84,0.16,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,9,New York Rangers,NA,13,6,5,1.2,31,30,2.38,2.3099999999999996,0.07,28.77,8.29,14,55.2,33,4,12.1,33,5,84.8,96.9,39,87,2.23,22.3,74.58,75.6,64.86,59.339999999999996,0.51,6.6899999999999995,-0.69,NA,NA,NA,nhl_team_stats_20251103.csv
2024,2025-11-03,13,Ottawa Senators,NA,13,6,5,1.2,48,51,3.69,3.92,-0.23,28.919999999999998,12.77,14,59.6,48,13,27.1,40,15,62.5,89.6,56,134,3.593,71.23,15.3,17.85,64.99000000000001,42.339999999999996,0.47000000000000003,6.109999999999999,-0.11,NA,NA,NA,nhl_team_stats_20251103.csv
