SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251108,29,Anaheim Ducks,ANA,13,9,3,3.0,55,42,4.23,3.23,1.0,30.92,13.68,19,46.8,54,12,22.2,44,11,75.0,97.2,56,141,3.414,84.48,42.69,40.88,67.6,58.91,0.63,8.21,0.79,ANA,Pacific,Western
2024-2025,20251108,11,Boston Bruins,BOS,16,9,7,1.29,52,53,3.25,3.31,-0.06,26.31,12.35,18,54.1,53,11,20.8,60,10,83.3,104.1,75,166,3.364,52.18,47.6,43.6,64.5,51.97,0.49,7.85,1.15,BOS,Atlantic,Eastern
2024-2025,20251108,15,Buffalo Sabres,BUF,14,5,5,1.0,38,43,2.71,3.07,-0.36,29.43,9.22,14,42.4,45,8,17.8,46,4,91.3,109.1,63,156,3.436,37.25,60.19,58.33,53.47,52.31,0.44,6.13,-1.13,BUF,Atlantic,Eastern
2024-2025,20251108,23,Calgary Flames,CGY,16,4,10,0.4,36,52,2.25,3.25,-1.0,28.19,7.98,10,46.8,57,7,12.3,57,13,77.2,89.5,75,190,3.666,18.81,38.86,41.06,68.11,41.71,0.32,5.18,-1.18,CGY,Pacific,Western
2024-2025,20251108,3,Carolina Hurricanes,CAR,13,9,4,2.25,48,35,3.69,2.69,1.0,32.23,11.46,18,50.6,37,4,10.8,46,8,82.6,93.4,58,129,3.01,60.51,64.23,61.88,49.15,58.94,0.65,8.49,0.51,CAR,Metropolitan,Eastern
2024-2025,20251108,20,Chicago Blackhawks,CHI,15,7,5,1.4,48,39,3.2,2.6,0.6,25.53,12.53,17,47.2,44,9,20.5,57,10,82.5,103.0,72,173,3.299,49.64,64.37,63.33,44.66,55.5,0.6,9.04,-2.04,CHI,Central,Western
2024-2025,20251108,22,Colorado Avalanche,COL,14,8,1,8.0,50,35,3.57,2.5,1.07,34.07,10.48,21,50.8,53,9,17.0,42,4,90.5,107.5,51,111,2.556,65.0,76.55,74.93,28.09,61.14,0.67,9.39,-1.39,COL,Central,Western
2024-2025,20251108,19,Columbus Blue Jackets,CBJ,13,7,6,1.17,41,41,3.15,3.15,0.0,32.77,9.62,14,51.5,31,5,16.1,38,12,68.4,84.5,45,102,2.778,50.68,41.35,41.45,44.41,44.47,0.5,6.5,0.5,CBJ,Metropolitan,Eastern
2024-2025,20251108,27,Dallas Stars,DAL,14,7,4,1.75,42,45,3.0,3.21,-0.21,26.07,11.51,17,52.8,50,17,34.0,44,13,70.5,104.5,49,114,2.924,56.3,34.18,39.58,48.34,44.6,0.47,6.53,0.47,DAL,Central,Western
2024-2025,20251108,16,Detroit Red Wings,DET,15,9,6,1.5,45,46,3.0,3.07,-0.07,28.07,10.69,18,51.5,48,10,20.8,42,6,85.7,106.5,49,112,2.71,46.38,56.59,55.72,30.29,47.24,0.49,7.33,1.67,DET,Atlantic,Eastern
