SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251108,24,Edmonton Oilers,EDM,15,6,5,1.2,46,46,3.07,3.07,0.0,28.87,10.62,16,52.5,40,14,35.0,37,8,78.4,113.4,38,76,2.229,59.78,51.95,52.68,14.54,44.74,0.5,7.5,-1.5,EDM,Pacific,Western
2024-2025,20251108,4,Florida Panthers,FLO,14,7,6,1.17,39,42,2.79,3.0,-0.21,27.93,9.97,15,47.0,52,10,19.2,52,13,75.0,94.2,63,140,3.174,39.5,46.58,45.7,87.03,54.7,0.46,6.49,0.51,FLA,Atlantic,Eastern
2024-2025,20251108,28,Los Angeles Kings,LAK,15,6,5,1.2,42,46,2.8,3.07,-0.27,29.4,9.52,16,49.8,47,8,17.0,57,13,77.2,94.2,60,135,3.038,38.92,43.8,45.07,44.79,43.15,0.45,6.81,-0.81,LAK,Pacific,Western
2024-2025,20251108,25,Minnesota Wild,MIN,16,6,7,0.86,48,57,3.0,3.56,-0.56,29.06,10.32,15,47.7,58,18,31.0,34,10,70.6,101.6,41,107,2.714,56.34,35.27,36.31,47.6,43.88,0.42,6.64,-0.64,MIN,Central,Western
2024-2025,20251108,14,Montreal Canadiens,MTL,14,9,3,3.0,51,44,3.64,3.14,0.5,25.0,14.57,20,52.0,41,12,29.3,50,11,78.0,107.3,64,151,3.361,69.34,47.93,44.88,48.38,52.63,0.57,8.03,0.97,MTL,Atlantic,Eastern
2024-2025,20251108,18,Nashville Predators,NSH,16,5,7,0.71,40,54,2.5,3.38,-0.88,27.38,9.13,14,52.0,49,7,14.3,50,9,82.0,96.3,63,135,3.006,26.25,46.88,42.98,40.53,39.16,0.35,5.66,-0.66,NSH,Central,Western
2024-2025,20251108,7,New Jersey Devils,NJD,14,10,4,2.5,50,43,3.57,3.07,0.5,28.86,12.38,20,48.1,37,10,27.0,47,6,87.2,114.2,49,103,2.651,67.2,62.94,55.07,49.98,58.8,0.57,8.05,1.95,NJD,Metropolitan,Eastern
2024-2025,20251108,8,New York Islanders,NYI,14,6,6,1.0,45,49,3.21,3.5,-0.29,30.29,10.61,14,52.4,48,7,14.6,45,10,77.8,92.4,59,149,3.519,49.27,34.38,36.02,52.68,43.09,0.46,6.4,-0.4,NYI,Metropolitan,Eastern
2024-2025,20251108,9,New York Rangers,NYR,15,7,6,1.17,35,34,2.33,2.27,0.06,28.4,8.22,16,54.6,39,5,12.8,40,6,85.0,97.8,47,106,2.287,21.14,77.54,79.03,65.35,60.76,0.51,7.7,-0.7,NYR,Metropolitan,Eastern
2024-2025,20251108,13,Ottawa Senators,OTT,14,6,5,1.2,50,54,3.57,3.86,-0.29,28.43,12.56,15,58.9,50,13,26.0,43,15,65.1,91.1,60,142,3.535,67.27,16.07,17.39,67.48,42.05,0.46,6.45,-0.45,OTT,Atlantic,Eastern
2024-2025,20251108,6,Philadelphia Flyers,PHI,14,8,5,1.6,41,36,2.93,2.57,0.36,25.0,11.71,17,49.2,44,9,20.5,49,6,87.8,108.3,68,194,3.793,41.69,62.74,69.63,64.6,59.67,0.57,7.91,0.09,PHI,Metropolitan,Eastern
2024-2025,20251108,10,Pittsburgh Penguins,PIT,15,9,4,2.25,53,41,3.53,2.73,0.8,27.6,12.8,20,49.9,39,14,35.9,45,7,84.4,120.3,54,143,2.969,72.23,63.22,64.1,24.03,55.9,0.63,9.39,-0.39,PIT,Metropolitan,Eastern
2024-2025,20251108,26,San Jose Sharks,SJS,15,6,6,1.0,50,54,3.33,3.6,-0.27,25.07,13.3,15,48.4,51,10,19.6,48,13,72.9,92.5,54,122,3.038,52.96,32.64,29.63,42.83,39.52,0.46,6.92,-0.92,SJS,Pacific,Western
2024-2025,20251108,143,Seattle Kraken,SEA,13,6,3,2.0,34,38,2.62,2.92,-0.3,24.38,10.73,16,44.9,40,8,20.0,34,10,70.6,90.6,41,107,2.792,31.73,45.85,51.67,42.04,42.82,0.45,5.8,0.2,SEA,Pacific,Western
2024-2025,20251108,17,St. Louis Blues,STL,15,5,8,0.62,41,58,2.73,3.87,-1.14,26.4,10.35,12,49.9,41,9,22.0,40,12,70.0,92.0,49,116,3.065,37.82,23.79,23.29,61.95,36.71,0.33,4.98,0.02,STL,Central,Western
2024-2025,20251108,1,Tampa Bay Lightning,TBL,14,7,5,1.4,43,39,3.07,2.79,0.28,26.71,11.5,16,44.8,48,8,16.7,47,5,89.4,106.1,65,152,3.264,44.05,65.19,64.86,42.78,54.22,0.55,7.67,-0.67,TBL,Atlantic,Eastern
2024-2025,20251108,12,Toronto Maple Leafs,TOR,14,8,5,1.6,52,50,3.71,3.57,0.14,28.07,13.23,17,54.8,34,4,11.8,42,7,83.3,95.1,48,102,2.873,58.29,42.24,38.87,54.81,48.55,0.52,7.27,0.73,TOR,Atlantic,Eastern
2024-2025,20251108,30,Utah Mammoth,UTA,14,9,5,1.8,47,40,3.36,2.86,0.5,29.43,11.41,18,47.1,46,8,17.4,39,9,76.9,94.3,54,130,2.954,54.73,55.16,56.3,29.66,48.96,0.58,8.12,0.88,UTA,Central,Western
2024-2025,20251108,21,Vancouver Canucks,VAN,15,7,8,0.88,42,50,2.8,3.33,-0.53,27.07,10.34,14,45.5,47,9,19.1,50,16,68.0,87.1,58,130,3.04,38.41,33.4,32.93,57.32,40.51,0.41,6.21,0.79,VAN,Pacific,Western
2024-2025,20251108,142,Vegas Golden Knights,VGK,13,7,3,2.33,43,37,3.31,2.85,0.46,28.77,11.5,17,55.4,47,11,23.4,36,8,77.8,101.2,44,102,2.677,58.17,55.28,57.22,46.75,54.35,0.57,7.47,-0.47,VGK,Pacific,Western
2024-2025,20251108,5,Washington Capitals,WSH,14,7,6,1.17,40,34,2.86,2.43,0.43,29.29,9.76,15,47.8,46,7,15.2,44,12,72.7,87.9,56,129,2.81,39.08,56.07,63.93,53.04,53.03,0.58,8.13,-1.13,WSH,Metropolitan,Eastern
2024-2025,20251108,2,Winnipeg Jets,WPJ,14,9,5,1.8,46,35,3.29,2.5,0.79,27.21,12.07,18,52.7,46,10,21.7,57,6,89.5,111.2,65,154,3.147,54.59,74.47,71.67,63.2,65.98,0.63,8.88,0.12,WPG,Central,Western
