SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251102,24,Edmonton Oilers,EDM,13,6,4,1.5,41,40,3.15,3.08,0.07,29.38,10.73,15,51.8,36,12,33.3,31,6,80.6,113.9,32,64,2.211,59.89,54.24,55.02,10.82,44.99,0.51,6.65,-0.65,EDM,Pacific,Western
2024-2025,20251102,4,Florida Panthers,FLO,12,6,5,1.2,31,33,2.58,2.75,-0.17,28.83,8.96,13,46.9,45,9,20.0,41,10,75.6,95.6,50,111,2.928,34.92,54.0,55.28,81.9,56.52,0.47,5.62,0.38,FLA,Atlantic,Eastern
2024-2025,20251102,28,Los Angeles Kings,LAK,13,5,4,1.25,37,41,2.85,3.15,-0.3,29.85,9.54,14,49.1,37,6,16.2,50,13,74.0,90.2,52,116,3.042,38.83,42.39,41.99,46.14,42.34,0.45,5.85,-0.85,LAK,Pacific,Western
2024-2025,20251102,25,Minnesota Wild,MIN,13,4,6,0.67,37,49,2.85,3.77,-0.92,30.08,9.46,11,48.0,51,15,29.4,28,10,64.3,93.7,34,87,2.798,51.22,28.64,31.68,43.66,38.8,0.36,4.73,-0.73,MIN,Central,Western
2024-2025,20251102,14,Montreal Canadiens,MTL,12,9,3,3.0,44,36,3.67,3.0,0.67,25.92,14.15,18,50.5,35,10,28.6,39,9,76.9,105.5,51,122,3.183,68.16,52.08,50.91,43.49,53.66,0.6,7.19,1.81,MTL,Atlantic,Eastern
2024-2025,20251102,18,Nashville Predators,NSH,13,5,6,0.83,33,43,2.54,3.31,-0.77,27.0,9.4,12,51.8,40,5,12.5,43,5,88.4,100.9,54,117,3.095,25.43,55.14,51.01,42.0,43.39,0.37,4.82,0.18,NSH,Central,Western
2024-2025,20251102,7,New Jersey Devils,NJD,12,9,3,3.0,45,36,3.75,3.0,0.75,28.58,13.12,18,48.1,31,10,32.3,43,6,86.0,118.3,45,95,2.735,73.85,62.96,56.17,53.35,61.58,0.61,7.32,1.68,NJD,Metropolitan,Eastern
2024-2025,20251102,8,New York Islanders,NYI,11,5,5,1.0,37,39,3.36,3.55,-0.19,29.55,11.38,11,51.3,41,6,14.6,36,9,75.0,89.6,48,127,3.732,51.14,31.5,36.03,62.53,45.3,0.47,5.2,-0.2,NYI,Metropolitan,Eastern
2024-2025,20251102,9,New York Rangers,NYR,13,6,5,1.2,31,30,2.38,2.31,0.07,28.69,8.31,14,55.2,33,4,12.1,33,5,84.8,96.9,39,87,2.23,22.14,74.37,75.47,64.17,59.04,0.51,6.69,-0.69,NYR,Metropolitan,Eastern
2024-2025,20251102,13,Ottawa Senators,OTT,13,6,5,1.2,48,51,3.69,3.92,-0.23,28.92,12.77,14,59.6,48,13,27.1,40,15,62.5,89.6,56,134,3.593,69.86,17.4,19.93,63.83,42.76,0.47,6.11,-0.11,OTT,Atlantic,Eastern
2024-2025,20251102,6,Philadelphia Flyers,PHI,11,6,4,1.5,32,29,2.91,2.64,0.27,24.0,12.12,13,50.6,36,7,19.4,40,4,90.0,109.4,55,165,4.06,39.53,60.0,67.84,63.08,57.61,0.55,6.03,-0.03,PHI,Metropolitan,Eastern
2024-2025,20251102,10,Pittsburgh Penguins,PIT,13,8,3,2.67,45,34,3.46,2.62,0.84,26.62,13.01,18,50.8,31,10,32.3,41,7,82.9,115.2,50,135,3.097,64.95,62.4,64.65,27.44,54.86,0.64,8.26,-0.26,PIT,Metropolitan,Eastern
2024-2025,20251102,26,San Jose Sharks,SJS,12,4,6,0.67,40,50,3.33,4.17,-0.84,25.67,12.99,10,50.4,42,9,21.4,38,13,65.8,87.2,43,100,3.309,53.71,17.35,15.3,40.98,31.83,0.39,4.67,-0.67,SJS,Pacific,Western
2024-2025,20251102,143,Seattle Kraken,SEA,11,5,2,2.5,30,31,2.73,2.82,-0.09,23.91,11.41,14,44.3,32,7,21.9,28,9,67.9,89.8,35,95,2.811,36.11,48.98,53.88,43.71,45.67,0.48,5.32,-0.32,SEA,Pacific,Western
2024-2025,20251102,17,St. Louis Blues,STL,12,3,7,0.43,34,50,2.83,4.17,-1.34,27.75,10.21,8,50.7,34,8,23.5,33,10,69.7,93.2,40,92,3.176,42.49,21.69,20.55,59.42,36.04,0.32,3.78,-0.78,STL,Central,Western
2024-2025,20251102,1,Tampa Bay Lightning,TBL,11,5,4,1.25,31,31,2.82,2.82,0.0,26.73,10.54,12,44.6,39,6,15.4,37,4,89.2,104.6,54,125,3.383,35.44,62.7,63.43,45.04,51.65,0.5,5.5,-0.5,TBL,Atlantic,Eastern
2024-2025,20251102,12,Toronto Maple Leafs,TOR,12,6,5,1.2,43,44,3.58,3.67,-0.09,29.5,12.15,13,54.5,32,4,12.5,36,6,83.3,95.8,42,90,2.964,54.36,41.68,39.78,53.47,47.32,0.49,5.85,0.15,TOR,Atlantic,Eastern
2024-2025,20251102,30,Utah Mammoth,UTA,11,8,2,4.0,40,30,3.64,2.73,0.91,29.55,12.31,16,45.5,38,8,21.1,34,9,73.5,94.6,47,108,3.01,63.55,54.72,56.08,28.68,50.76,0.64,7.04,0.96,UTA,Central,Western
2024-2025,20251102,21,Vancouver Canucks,VAN,13,6,7,0.86,35,41,2.69,3.15,-0.46,25.0,10.77,12,44.9,42,7,16.7,45,13,71.1,87.8,53,120,3.084,31.68,42.02,41.99,59.91,43.9,0.42,5.48,0.52,VAN,Pacific,Western
2024-2025,20251102,142,Vegas Golden Knights,VGK,11,6,2,3.0,39,31,3.55,2.82,0.73,28.0,12.66,15,54.1,43,11,25.6,30,6,80.0,105.6,38,90,2.738,64.61,57.57,59.61,50.05,57.96,0.61,6.74,-0.74,VGK,Pacific,Western
2024-2025,20251102,5,Washington Capitals,WSH,12,6,5,1.2,31,28,2.58,2.33,0.25,29.0,8.91,13,46.8,40,6,15.0,36,9,75.0,90.0,47,108,2.71,30.52,62.15,67.3,55.03,53.75,0.55,6.61,-0.61,WSH,Metropolitan,Eastern
2024-2025,20251102,2,Winnipeg Jets,WPJ,12,9,3,3.0,45,30,3.75,2.5,1.25,27.17,13.8,18,53.2,39,10,25.6,47,5,89.4,115.0,57,134,3.18,68.75,72.66,70.15,65.21,69.19,0.69,8.31,0.69,WPG,Central,Western
