SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251115,28,Los Angeles Kings,LAK,18,9,5,1.8,54,52,3.0,2.89,0.11,29.5,10.17,22,48.8,56,9,16.1,63,14,77.8,93.9,66,147,2.791,41.92,50.8,52.82,36.15,45.42,0.52,9.34,-0.34,LAK,Pacific,Western
2024-2025,20251115,25,Minnesota Wild,MIN,18,7,7,1.0,51,59,2.83,3.28,-0.45,28.5,9.94,18,47.5,66,19,28.8,40,11,72.5,101.3,47,119,2.587,49.67,42.61,44.53,43.2,45.0,0.43,7.68,-0.68,MIN,Central,Western
2024-2025,20251115,14,Montreal Canadiens,MTL,17,10,5,2.0,58,58,3.41,3.41,0.0,24.65,13.84,22,51.0,49,12,24.5,58,12,79.3,103.8,75,176,3.384,60.47,42.49,37.38,54.5,48.71,0.5,8.5,1.5,MTL,Atlantic,Eastern
2024-2025,20251115,18,Nashville Predators,NSH,19,6,9,0.67,49,66,2.58,3.47,-0.89,27.32,9.44,16,52.0,58,10,17.2,59,11,81.4,98.6,72,153,2.962,28.33,44.59,39.06,39.33,37.83,0.36,6.76,-0.76,NSH,Central,Western
2024-2025,20251115,7,New Jersey Devils,NJD,17,12,4,3.0,58,50,3.41,2.94,0.47,29.41,11.6,25,48.8,44,11,25.0,52,8,84.6,109.6,55,118,2.515,62.42,67.88,60.1,47.24,59.41,0.57,9.75,2.25,NJD,Metropolitan,Eastern
2024-2025,20251115,8,New York Islanders,NYI,18,10,6,1.67,60,56,3.33,3.11,0.22,28.83,11.56,22,53.0,60,10,16.7,62,12,80.6,97.3,77,193,3.369,52.33,47.08,48.64,54.85,50.73,0.53,9.61,0.39,NYI,Metropolitan,Eastern
2024-2025,20251115,9,New York Rangers,NYR,18,9,7,1.29,48,45,2.67,2.5,0.17,27.67,9.64,20,54.0,46,7,15.2,49,9,81.6,96.8,57,126,2.379,28.93,71.15,74.08,64.38,59.64,0.53,9.59,-0.59,NYR,Metropolitan,Eastern
2024-2025,20251115,13,Ottawa Senators,OTT,18,9,5,1.8,64,64,3.56,3.56,0.0,27.11,13.11,22,58.5,58,14,24.1,51,17,66.7,90.8,72,169,3.26,65.84,20.32,25.36,64.89,44.1,0.5,9.0,0.0,OTT,Atlantic,Eastern
2024-2025,20251115,6,Philadelphia Flyers,PHI,17,9,5,1.8,50,46,2.94,2.71,0.23,24.94,11.79,21,47.8,50,10,20.0,54,6,88.9,108.9,76,210,3.542,40.97,66.76,71.29,64.1,60.78,0.54,9.19,-0.19,PHI,Metropolitan,Eastern
2024-2025,20251115,10,Pittsburgh Penguins,PIT,18,9,5,1.8,57,47,3.17,2.61,0.56,27.67,11.45,22,49.4,44,15,34.1,52,8,84.6,118.7,62,162,2.811,62.5,71.63,72.0,23.54,57.41,0.6,10.73,-1.73,PIT,Metropolitan,Eastern
2024-2025,20251115,26,San Jose Sharks,SJS,18,8,7,1.14,55,58,3.06,3.22,-0.16,24.11,12.67,19,47.8,58,11,19.0,60,14,76.7,95.7,66,146,2.879,43.85,45.16,41.69,43.83,43.63,0.47,8.54,-0.54,SJS,Pacific,Western
2024-2025,20251115,143,Seattle Kraken,SEA,17,8,4,2.0,45,47,2.65,2.76,-0.11,24.65,10.74,21,44.6,51,10,19.6,46,14,69.6,89.2,54,133,2.642,31.1,48.95,55.87,35.16,42.77,0.48,8.15,-0.15,SEA,Pacific,Western
2024-2025,20251115,17,St. Louis Blues,STL,18,6,8,0.75,52,69,2.89,3.83,-0.94,25.72,11.23,16,50.5,46,11,23.9,45,13,71.1,95.0,56,128,2.92,43.0,21.93,22.74,63.32,37.75,0.36,6.53,-0.53,STL,Central,Western
2024-2025,20251115,1,Tampa Bay Lightning,TBL,16,8,6,1.33,49,48,3.06,3.0,0.06,26.88,11.4,18,44.8,53,9,17.0,51,6,88.2,105.2,73,171,3.311,43.15,62.61,60.87,51.63,54.56,0.51,8.16,-0.16,TBL,Atlantic,Eastern
2024-2025,20251115,12,Toronto Maple Leafs,TOR,18,8,8,1.0,65,69,3.61,3.83,-0.22,27.44,13.16,18,55.8,47,8,17.0,55,12,78.2,95.2,66,141,3.076,59.81,27.81,24.36,64.31,44.07,0.47,8.47,-0.47,TOR,Atlantic,Eastern
2024-2025,20251115,30,Utah Mammoth,UTA,18,10,7,1.43,58,55,3.22,3.06,0.16,29.78,10.82,21,47.4,57,9,15.8,49,9,81.6,97.4,66,162,2.977,48.56,57.44,55.2,27.79,47.25,0.53,9.46,0.54,UTA,Central,Western
2024-2025,20251115,21,Vancouver Canucks,VAN,19,8,9,0.89,56,67,2.95,3.53,-0.58,27.0,10.92,18,46.0,59,12,20.3,62,21,66.1,86.4,72,158,3.045,42.81,22.08,21.68,60.96,36.88,0.41,7.81,0.19,VAN,Pacific,Western
2024-2025,20251115,142,Vegas Golden Knights,VGK,16,7,4,1.75,51,48,3.19,3.0,0.19,29.62,10.76,19,54.3,58,12,20.7,45,10,77.8,98.5,55,127,2.771,52.98,49.93,53.57,47.41,50.97,0.53,8.49,-1.49,VGK,Pacific,Western
2024-2025,20251115,5,Washington Capitals,WSH,17,8,8,1.0,49,44,2.88,2.59,0.29,29.88,9.65,17,48.5,54,8,14.8,56,15,73.2,88.0,74,179,3.129,37.41,51.88,59.89,53.15,50.58,0.55,9.4,-1.4,WSH,Metropolitan,Eastern
2024-2025,20251115,2,Winnipeg Jets,WPJ,17,10,7,1.43,55,47,3.24,2.76,0.48,27.12,11.93,20,53.2,57,13,22.8,66,10,84.8,107.6,74,172,3.074,54.74,68.54,62.74,59.36,61.34,0.58,9.85,0.15,WPG,Central,Western
