SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251125,4,Florida Panthers,FLO,22,12,9,1.33,70,67,3.18,3.05,0.13,28.64,11.11,25,47.9,82,17,20.7,76,16,78.9,99.6,100,225,3.231,55.74,48.14,45.29,82.49,57.92,0.52,11.46,0.54,FLA,Atlantic,Eastern
2024-2025,20251125,28,Los Angeles Kings,LAK,23,11,6,1.83,62,60,2.7,2.61,0.09,29.04,9.28,28,48.9,72,11,15.3,74,14,81.1,96.4,79,173,2.539,30.17,63.17,63.92,36.46,48.43,0.52,11.89,-0.89,LAK,Pacific,Western
2024-2025,20251125,25,Minnesota Wild,MIN,23,12,7,1.71,68,64,2.96,2.78,0.18,27.83,10.62,28,47.8,82,21,25.6,54,13,75.9,101.5,63,154,2.403,52.5,57.33,59.79,51.45,55.27,0.53,12.22,-0.22,MIN,Central,Western
2024-2025,20251125,14,Montreal Canadiens,MTL,21,11,7,1.57,72,74,3.43,3.52,-0.09,25.52,13.43,25,50.9,62,13,21.0,71,17,76.1,97.1,101,253,3.767,63.96,30.59,26.91,62.45,45.98,0.49,10.23,0.77,MTL,Atlantic,Eastern
2024-2025,20251125,18,Nashville Predators,NSH,22,6,12,0.5,52,81,2.36,3.68,-1.32,27.91,8.47,16,52.8,68,11,16.2,63,11,82.5,98.7,77,163,2.915,17.35,40.33,32.26,39.14,32.27,0.29,6.41,-0.41,NSH,Central,Western
2024-2025,20251125,7,New Jersey Devils,NJD,22,14,7,2.0,69,67,3.14,3.05,0.09,29.45,10.65,29,48.9,56,13,23.2,64,11,82.8,106.0,74,159,2.617,55.66,60.42,53.1,47.47,54.16,0.51,11.32,2.68,NJD,Metropolitan,Eastern
2024-2025,20251125,8,New York Islanders,NYI,23,13,8,1.62,71,64,3.09,2.78,0.31,28.74,10.74,28,52.1,74,10,13.5,70,12,82.9,96.4,91,245,3.216,42.87,59.49,61.29,50.51,53.54,0.55,12.71,0.29,NYI,Metropolitan,Eastern
2024-2025,20251125,9,New York Rangers,NYR,24,11,11,1.0,61,62,2.54,2.58,-0.04,26.25,9.68,24,53.8,55,11,20.0,66,14,78.8,98.8,81,185,2.545,26.56,62.26,65.79,69.53,56.03,0.49,11.81,-0.81,NYR,Metropolitan,Eastern
2024-2025,20251125,13,Ottawa Senators,OTT,22,11,7,1.57,71,71,3.23,3.23,0.0,26.59,12.14,26,58.6,71,16,22.5,62,19,69.4,91.9,86,200,3.065,58.32,29.31,34.64,60.94,45.8,0.5,11.0,0.0,OTT,Atlantic,Eastern
2024-2025,20251125,6,Philadelphia Flyers,PHI,21,11,7,1.57,60,59,2.86,2.81,0.05,24.86,11.49,25,48.1,58,10,17.2,62,9,85.5,102.7,87,235,3.343,36.22,61.8,63.5,60.78,55.58,0.51,10.69,0.31,PHI,Metropolitan,Eastern
2024-2025,20251125,10,Pittsburgh Penguins,PIT,21,10,6,1.67,63,55,3.0,2.62,0.38,27.19,11.03,25,49.4,50,16,32.0,61,9,85.2,117.2,71,182,2.746,58.88,71.98,69.79,21.56,55.55,0.57,11.91,-1.91,PIT,Metropolitan,Eastern
2024-2025,20251125,26,San Jose Sharks,SJS,23,11,9,1.22,68,71,2.96,3.09,-0.13,24.22,12.21,25,48.1,82,15,18.3,76,15,80.3,98.6,85,195,2.91,42.59,49.58,46.55,46.87,46.4,0.48,11.01,-0.01,SJS,Pacific,Western
2024-2025,20251125,143,Seattle Kraken,SEA,22,11,5,2.2,57,56,2.59,2.55,0.04,24.14,10.73,28,45.0,61,12,19.7,61,18,70.5,90.2,71,167,2.507,28.03,51.6,58.71,29.95,42.07,0.51,11.17,-0.17,SEA,Pacific,Western
2024-2025,20251125,17,St. Louis Blues,STL,23,7,10,0.7,61,83,2.65,3.61,-0.96,25.52,10.39,20,51.0,57,13,22.8,56,14,75.0,97.8,64,150,2.71,34.08,31.34,30.84,56.42,38.17,0.35,8.05,-1.05,STL,Central,Western
2024-2025,20251125,1,Tampa Bay Lightning,TBL,22,13,7,1.86,69,60,3.14,2.73,0.41,26.27,11.94,28,45.2,69,12,17.4,72,9,87.5,104.9,105,273,3.542,48.43,68.02,66.82,58.56,60.46,0.57,12.53,0.47,TBL,Atlantic,Eastern
2024-2025,20251125,12,Toronto Maple Leafs,TOR,22,9,10,0.9,74,82,3.36,3.73,-0.37,27.77,12.11,21,56.1,58,9,15.5,65,13,80.0,95.5,81,190,3.19,54.71,31.2,27.48,64.21,44.4,0.45,9.86,-0.86,TOR,Atlantic,Eastern
2024-2025,20251125,30,Utah Mammoth,UTA,23,12,8,1.5,71,68,3.09,2.96,0.13,28.87,10.69,27,46.3,64,9,14.1,62,10,83.9,98.0,87,210,2.964,43.2,62.24,58.32,29.37,48.28,0.52,11.99,0.01,UTA,Central,Western
2024-2025,20251125,21,Vancouver Canucks,VAN,23,9,12,0.75,71,86,3.09,3.74,-0.65,26.61,11.6,20,47.4,77,18,23.4,75,23,69.3,92.7,94,221,3.409,54.05,10.53,13.08,61.05,34.67,0.41,9.33,-0.33,VAN,Pacific,Western
2024-2025,20251125,142,Vegas Golden Knights,VGK,22,10,5,2.0,68,64,3.09,2.91,0.18,29.91,10.33,27,54.4,76,18,23.7,58,11,81.0,104.7,73,166,2.646,56.23,56.64,57.74,38.67,52.32,0.53,11.66,-1.66,VGK,Pacific,Western
2024-2025,20251125,5,Washington Capitals,WSH,23,12,9,1.33,76,61,3.3,2.65,0.65,29.74,11.11,26,48.0,70,11,15.7,73,20,72.6,88.3,94,222,2.982,53.95,45.62,53.63,45.28,49.62,0.61,13.98,-1.98,WSH,Metropolitan,Eastern
2024-2025,20251125,2,Winnipeg Jets,WPJ,21,12,9,1.33,67,59,3.19,2.81,0.38,27.29,11.69,24,53.2,65,16,24.6,74,12,83.8,108.4,86,207,3.071,59.24,60.75,58.59,56.12,58.67,0.56,11.82,0.18,WPG,Central,Western
