SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251125,29,Anaheim Ducks,ANA,22,14,7,2.0,80,69,3.64,3.14,0.5,30.05,12.1,29,45.9,74,15,20.3,76,19,75.0,95.3,96,242,3.41,72.75,40.54,37.62,62.96,53.47,0.57,12.61,1.39,ANA,Pacific,Western
2024-2025,20251125,11,Boston Bruins,BOS,24,13,11,1.18,75,77,3.12,3.21,-0.09,27.75,11.26,26,52.6,78,20,25.6,94,16,83.0,108.6,125,308,3.848,58.23,41.35,42.08,77.75,54.85,0.49,11.66,1.34,BOS,Atlantic,Eastern
2024-2025,20251125,15,Buffalo Sabres,BUF,22,9,9,1.0,71,75,3.23,3.41,-0.18,27.73,11.64,22,43.3,67,12,17.9,65,8,87.7,105.6,86,221,3.343,52.88,52.76,45.88,51.94,50.86,0.47,10.4,-1.4,BUF,Atlantic,Eastern
2024-2025,20251125,23,Calgary Flames,CGY,24,8,13,0.62,59,71,2.46,2.96,-0.5,29.46,8.35,19,49.0,82,11,13.4,81,16,80.2,93.6,110,311,3.752,19.47,47.43,50.35,69.07,46.58,0.41,9.8,-1.8,CGY,Pacific,Western
2024-2025,20251125,3,Carolina Hurricanes,CAR,22,14,6,2.33,78,64,3.55,2.91,0.64,33.68,10.53,30,50.1,63,9,14.3,69,15,78.3,92.6,88,192,2.887,63.91,50.77,51.48,44.69,52.71,0.6,13.16,0.84,CAR,Metropolitan,Eastern
2024-2025,20251125,20,Chicago Blackhawks,CHI,22,10,8,1.25,69,61,3.14,2.77,0.37,24.86,12.61,24,46.9,62,15,24.2,78,13,83.3,107.5,99,267,3.488,55.79,62.63,59.24,43.57,55.31,0.56,12.37,-2.37,CHI,Central,Western
2024-2025,20251125,22,Colorado Avalanche,COL,22,16,1,16.0,88,48,4.0,2.18,1.82,33.09,12.09,37,49.0,83,13,15.7,69,9,87.0,102.7,80,172,2.414,82.6,85.96,85.02,34.85,72.11,0.77,16.96,-0.96,COL,Central,Western
2024-2025,20251125,19,Columbus Blue Jackets,CBJ,23,11,9,1.22,69,75,3.0,3.26,-0.26,30.35,9.89,25,50.8,53,9,17.0,57,15,73.7,90.7,73,175,2.788,43.61,37.43,40.92,33.48,38.86,0.46,10.55,0.45,CBJ,Metropolitan,Eastern
2024-2025,20251125,27,Dallas Stars,DAL,22,13,5,2.6,72,60,3.27,2.73,0.54,25.91,12.63,30,52.9,74,22,29.7,69,17,75.4,105.1,81,206,2.966,68.8,45.9,54.31,45.63,53.66,0.59,12.96,0.04,DAL,Central,Western
2024-2025,20251125,16,Detroit Red Wings,DET,23,13,9,1.44,69,74,3.0,3.22,-0.22,30.17,9.94,27,52.8,74,16,21.6,64,12,81.2,102.8,87,236,3.327,50.09,43.15,46.73,40.98,45.24,0.46,10.69,2.31,DET,Atlantic,Eastern
2024-2025,20251125,24,Edmonton Oilers,EDM,24,10,9,1.11,74,85,3.08,3.54,-0.46,28.46,10.83,25,52.9,59,17,28.8,61,11,82.0,110.8,75,175,2.859,59.15,39.74,38.32,25.79,40.75,0.43,10.34,-0.34,EDM,Pacific,Western
