SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251120,29,Anaheim Ducks,ANA,20,13,6,2.17,74,63,3.7,3.15,0.55,30.15,12.27,27,46.5,70,15,21.4,69,17,75.4,96.8,88,226,3.474,72.22,42.54,39.94,64.37,54.77,0.58,11.6,1.4,ANA,Pacific,Western
2024-2025,20251120,11,Boston Bruins,BOS,22,12,10,1.2,72,73,3.27,3.32,-0.05,27.5,11.9,24,53.4,73,20,27.4,83,15,81.9,109.3,112,266,3.734,62.37,40.19,39.8,74.01,54.09,0.49,10.83,1.17,BOS,Atlantic,Eastern
2024-2025,20251120,15,Buffalo Sabres,BUF,20,7,9,0.78,58,71,2.9,3.55,-0.65,27.95,10.38,18,42.6,61,10,16.4,59,6,89.8,106.2,80,209,3.482,38.18,51.39,44.6,52.28,46.61,0.4,8.0,-1.0,BUF,Atlantic,Eastern
2024-2025,20251120,23,Calgary Flames,CGY,22,6,13,0.46,51,67,2.32,3.05,-0.73,29.68,7.81,15,49.0,72,9,12.5,73,15,79.5,92.0,99,278,3.726,15.95,45.5,48.67,67.68,44.45,0.37,8.06,-2.06,CGY,Pacific,Western
2024-2025,20251120,3,Carolina Hurricanes,CAR,20,13,5,2.6,73,57,3.65,2.85,0.8,34.15,10.69,28,49.8,56,7,12.5,63,13,79.4,91.9,80,176,2.88,63.4,55.18,56.27,43.92,54.69,0.62,12.42,0.58,CAR,Metropolitan,Eastern
2024-2025,20251120,20,Chicago Blackhawks,CHI,19,10,5,2.0,64,48,3.37,2.53,0.84,25.16,13.39,24,46.5,56,13,23.2,70,11,84.3,107.5,91,251,3.608,60.52,70.27,69.07,49.61,62.37,0.64,12.15,-2.15,CHI,Central,Western
2024-2025,20251120,22,Colorado Avalanche,COL,19,13,1,13.0,78,45,4.11,2.37,1.74,33.74,12.17,31,50.0,72,12,16.7,62,7,88.7,105.4,73,158,2.593,83.08,82.36,81.14,32.98,69.89,0.75,14.26,-1.26,COL,Central,Western
2024-2025,20251120,19,Columbus Blue Jackets,CBJ,20,10,8,1.25,62,64,3.1,3.2,-0.1,30.55,10.15,22,51.4,46,8,17.4,50,14,72.0,89.4,64,157,2.814,46.94,38.17,43.15,36.34,41.15,0.48,9.68,0.32,CBJ,Metropolitan,Eastern
2024-2025,20251120,27,Dallas Stars,DAL,20,12,5,2.4,66,56,3.3,2.8,0.5,25.8,12.79,27,53.6,69,22,31.9,59,14,76.3,108.2,69,168,2.806,67.81,47.95,56.29,44.87,54.23,0.58,11.63,0.37,DAL,Central,Western
2024-2025,20251120,16,Detroit Red Wings,DET,20,12,7,1.71,62,62,3.1,3.1,0.0,29.85,10.39,25,52.6,69,15,21.7,56,11,80.4,102.1,68,166,2.892,52.13,48.1,51.29,36.12,46.91,0.5,10.0,2.0,DET,Atlantic,Eastern
2024-2025,20251120,24,Edmonton Oilers,EDM,22,9,9,1.0,67,80,3.05,3.64,-0.59,28.5,10.69,22,52.9,55,17,30.9,55,10,81.8,112.7,62,130,2.626,57.26,38.87,36.64,22.43,38.8,0.41,9.07,-0.07,EDM,Pacific,Western
2024-2025,20251120,4,Florida Panthers,FLO,19,10,8,1.25,58,58,3.05,3.05,0.0,28.53,10.7,21,48.2,76,16,21.1,69,15,78.3,99.4,88,193,3.219,49.67,48.55,45.19,85.16,57.14,0.5,9.5,0.5,FLA,Atlantic,Eastern
2024-2025,20251120,28,Los Angeles Kings,LAK,20,10,6,1.67,56,54,2.8,2.7,0.1,29.0,9.66,24,48.8,61,10,16.4,67,14,79.1,95.5,70,155,2.626,35.46,57.88,59.58,35.14,47.01,0.52,10.36,-0.36,LAK,Pacific,Western
2024-2025,20251120,25,Minnesota Wild,MIN,21,10,7,1.43,60,64,2.86,3.05,-0.19,28.05,10.19,24,48.1,78,20,25.6,48,13,72.9,98.5,55,135,2.458,47.18,47.65,50.7,47.6,48.28,0.47,9.83,0.17,MIN,Central,Western
2024-2025,20251120,14,Montreal Canadiens,MTL,19,10,6,1.67,63,64,3.32,3.37,-0.05,25.21,13.15,23,50.9,56,12,21.4,65,14,78.5,99.9,87,206,3.466,56.87,41.6,36.38,58.78,48.41,0.49,9.36,0.64,MTL,Atlantic,Eastern
2024-2025,20251120,18,Nashville Predators,NSH,20,6,10,0.6,49,70,2.45,3.5,-1.05,27.0,9.07,16,52.4,62,10,16.1,59,11,81.4,97.5,72,153,2.893,21.64,43.93,38.15,40.85,36.14,0.33,6.58,-0.58,NSH,Central,Western
2024-2025,20251120,7,New Jersey Devils,NJD,19,13,5,2.6,62,57,3.26,3.0,0.26,29.63,11.01,27,49.3,51,12,23.5,56,10,82.1,105.6,60,128,2.498,58.17,62.11,55.34,44.13,54.94,0.54,10.29,2.71,NJD,Metropolitan,Eastern
2024-2025,20251120,8,New York Islanders,NYI,20,11,7,1.57,64,62,3.2,3.1,0.1,28.5,11.23,24,52.5,66,10,15.2,68,12,82.4,97.6,84,220,3.418,47.81,49.98,49.67,54.9,50.59,0.52,10.32,0.68,NYI,Metropolitan,Eastern
2024-2025,20251120,9,New York Rangers,NYR,21,10,9,1.11,53,51,2.52,2.43,0.09,27.1,9.31,22,53.0,51,9,17.6,58,13,77.6,95.2,70,161,2.481,25.02,65.71,71.06,69.13,57.73,0.52,10.88,-0.88,NYR,Metropolitan,Eastern
2024-2025,20251120,13,Ottawa Senators,OTT,19,9,6,1.5,64,65,3.37,3.42,-0.05,26.58,12.67,22,58.2,60,14,23.3,53,17,67.9,91.2,75,175,3.168,61.09,24.32,29.63,62.25,44.32,0.49,9.36,-0.36,OTT,Atlantic,Eastern
2024-2025,20251120,6,Philadelphia Flyers,PHI,18,9,6,1.5,51,51,2.83,2.83,0.0,24.72,11.46,21,48.1,51,10,19.6,56,7,87.5,107.1,78,214,3.495,37.28,63.27,65.37,62.64,57.14,0.5,9.0,0.0,PHI,Metropolitan,Eastern
2024-2025,20251120,10,Pittsburgh Penguins,PIT,19,10,5,2.0,61,47,3.21,2.47,0.74,27.37,11.73,24,48.9,44,15,34.1,56,8,85.7,119.8,66,170,2.744,65.02,76.83,76.15,24.84,60.71,0.63,11.93,-1.93,PIT,Metropolitan,Eastern
2024-2025,20251120,26,San Jose Sharks,SJS,20,9,8,1.12,59,64,2.95,3.2,-0.25,24.15,12.22,21,48.5,69,13,18.8,64,14,78.1,96.9,70,154,2.786,41.42,47.29,43.15,43.22,43.77,0.46,9.19,-0.19,SJS,Pacific,Western
