SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251111,24,Edmonton Oilers,EDM,17,7,6,1.17,52,59,3.06,3.47,-0.41,28.29,10.81,18,52.4,46,15,32.6,46,8,82.6,115.2,50,103,2.6,58.31,44.21,42.62,20.7,41.46,0.44,7.44,-0.44,EDM,Pacific,Western
2024-2025,20251111,4,Florida Panthers,FLO,16,8,7,1.14,43,47,2.69,2.94,-0.25,28.12,9.56,17,47.7,60,11,18.3,57,13,77.2,95.5,70,157,3.11,36.66,50.8,49.76,86.05,55.82,0.46,7.29,0.71,FLA,Atlantic,Eastern
2024-2025,20251111,28,Los Angeles Kings,LAK,16,7,5,1.4,45,48,2.81,3.0,-0.19,29.25,9.62,18,49.8,51,9,17.6,59,14,76.3,93.9,62,139,2.944,39.8,44.69,46.09,41.3,42.97,0.47,7.48,-0.48,LAK,Pacific,Western
2024-2025,20251111,25,Minnesota Wild,MIN,17,7,7,1.0,50,57,2.94,3.35,-0.41,28.47,10.33,17,47.4,62,18,29.0,37,10,73.0,102.0,44,113,2.622,53.68,41.6,43.1,44.65,45.76,0.44,7.4,-0.4,MIN,Central,Western
2024-2025,20251111,14,Montreal Canadiens,MTL,15,10,3,3.33,57,46,3.8,3.07,0.73,24.87,15.28,22,51.9,43,12,27.9,52,11,78.8,106.7,66,155,3.243,71.93,51.15,47.88,50.09,55.26,0.61,9.08,0.92,MTL,Atlantic,Eastern
2024-2025,20251111,18,Nashville Predators,NSH,18,5,9,0.56,47,65,2.61,3.61,-1.0,27.17,9.61,14,52.0,57,10,17.5,57,11,80.7,98.2,70,149,3.064,32.27,39.97,34.19,39.8,36.56,0.34,6.18,-1.18,NSH,Central,Western
2024-2025,20251111,7,New Jersey Devils,NJD,16,11,4,2.75,54,47,3.38,2.94,0.44,28.94,11.66,23,48.3,43,11,25.6,49,7,85.7,111.3,52,112,2.528,60.83,67.61,60.39,47.13,58.99,0.57,9.11,1.89,NJD,Metropolitan,Eastern
2024-2025,20251111,8,New York Islanders,NYI,16,8,6,1.33,53,51,3.31,3.19,0.12,29.62,11.18,18,52.7,51,9,17.6,51,11,78.4,96.0,65,161,3.273,53.0,42.95,45.37,50.84,48.04,0.52,8.3,-0.3,NYI,Metropolitan,Eastern
2024-2025,20251111,9,New York Rangers,NYR,17,8,7,1.14,41,42,2.41,2.47,-0.06,28.06,8.6,18,54.0,43,6,14.0,46,9,80.4,94.4,53,118,2.34,24.22,71.07,72.72,64.9,58.23,0.49,8.29,-0.29,NYR,Metropolitan,Eastern
2024-2025,20251111,13,Ottawa Senators,OTT,16,8,5,1.6,57,58,3.56,3.62,-0.06,27.31,13.04,19,58.9,54,13,24.1,46,15,67.4,91.5,66,154,3.333,63.91,21.11,24.62,67.13,44.19,0.49,7.87,0.13,OTT,Atlantic,Eastern
2024-2025,20251111,6,Philadelphia Flyers,PHI,15,8,5,1.6,43,39,2.87,2.6,0.27,24.8,11.56,18,49.0,46,9,19.6,51,6,88.2,107.8,72,202,3.724,39.02,65.62,72.26,67.9,61.2,0.55,8.24,-0.24,PHI,Metropolitan,Eastern
2024-2025,20251111,10,Pittsburgh Penguins,PIT,17,9,5,1.8,56,45,3.29,2.65,0.64,28.29,11.64,21,49.4,42,15,35.7,51,8,84.3,120.0,61,160,2.911,66.68,67.88,68.67,25.15,57.1,0.61,10.31,-1.31,PIT,Metropolitan,Eastern
2024-2025,20251111,26,San Jose Sharks,SJS,16,7,6,1.17,53,55,3.31,3.44,-0.13,25.0,13.25,17,48.2,53,10,18.9,53,13,75.5,94.4,59,132,2.997,50.87,37.72,33.88,43.17,41.41,0.48,7.69,-0.69,SJS,Pacific,Western
2024-2025,20251111,143,Seattle Kraken,SEA,15,7,4,1.75,39,43,2.6,2.87,-0.27,25.2,10.32,18,44.2,46,9,19.6,39,12,69.2,88.8,47,119,2.71,31.99,45.06,52.34,40.33,42.43,0.45,6.76,0.24,SEA,Pacific,Western
2024-2025,20251111,17,St. Louis Blues,STL,16,5,8,0.62,44,62,2.75,3.88,-1.13,25.94,10.6,13,50.3,43,10,23.3,43,13,69.8,93.1,52,122,3.045,39.59,19.99,19.91,66.2,36.42,0.33,5.35,-0.35,STL,Central,Western
2024-2025,20251111,1,Tampa Bay Lightning,TBL,15,8,5,1.6,46,41,3.07,2.73,0.34,26.27,11.68,18,44.7,50,9,18.0,48,5,89.6,107.6,69,163,3.241,44.33,70.1,70.02,43.86,57.08,0.56,8.38,-0.38,TBL,Atlantic,Eastern
2024-2025,20251111,12,Toronto Maple Leafs,TOR,16,8,7,1.14,59,60,3.69,3.75,-0.06,27.88,13.23,17,54.7,41,7,17.1,47,9,80.9,98.0,56,121,2.995,60.33,34.78,31.12,56.26,45.63,0.49,7.87,0.13,TOR,Atlantic,Eastern
2024-2025,20251111,30,Utah Mammoth,UTA,16,9,7,1.29,51,50,3.19,3.12,0.07,29.38,10.85,18,46.7,49,8,16.3,43,9,79.1,95.4,59,140,2.951,48.33,52.35,51.13,27.43,44.81,0.51,8.18,0.82,UTA,Central,Western
2024-2025,20251111,21,Vancouver Canucks,VAN,17,8,8,1.0,50,58,2.94,3.41,-0.47,27.24,10.8,17,46.2,55,10,18.2,56,18,67.9,86.1,66,146,3.053,41.79,28.76,27.85,57.56,38.99,0.43,7.25,0.75,VAN,Pacific,Western
2024-2025,20251111,142,Vegas Golden Knights,VGK,15,7,4,1.75,48,44,3.2,2.93,0.27,29.67,10.79,18,54.9,53,12,22.6,40,9,77.5,100.1,50,117,2.697,55.31,53.98,56.1,45.78,52.79,0.54,8.16,-1.16,VGK,Pacific,Western
2024-2025,20251111,5,Washington Capitals,WSH,15,7,7,1.0,42,37,2.8,2.47,0.33,29.33,9.55,15,48.3,47,7,14.9,46,13,71.7,86.6,62,152,3.006,37.03,53.03,63.16,56.04,52.31,0.56,8.44,-1.44,WSH,Metropolitan,Eastern
2024-2025,20251111,2,Winnipeg Jets,WPJ,15,9,6,1.5,47,39,3.13,2.6,0.53,27.0,11.6,18,52.8,50,10,20.0,61,8,86.9,106.9,69,162,3.147,48.41,72.87,68.48,64.74,63.62,0.59,8.88,0.12,WPG,Central,Western
