SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251106,29,Anaheim Ducks,ANA,12,8,3,2.67,48,37,4.0,3.08,0.92,31.42,12.73,17,47.3,49,10,20.4,39,8,79.5,99.9,51,131,3.368,77.1,50.92,49.5,63.64,60.29,0.63,7.53,0.47,ANA,Pacific,Western
2024-2025,20251106,11,Boston Bruins,BOS,15,8,7,1.14,49,51,3.27,3.4,-0.13,26.4,12.37,16,54.3,50,11,22.0,58,10,82.8,104.8,71,158,3.432,53.95,45.37,41.32,64.79,51.36,0.48,7.21,0.79,BOS,Atlantic,Eastern
2024-2025,20251106,15,Buffalo Sabres,BUF,13,5,4,1.25,38,40,2.92,3.08,-0.16,29.54,9.9,14,42.1,42,8,19.0,44,4,90.9,109.9,60,147,3.451,43.83,61.56,57.31,55.53,54.56,0.47,6.15,-1.15,BUF,Atlantic,Eastern
2024-2025,20251106,23,Calgary Flames,CGY,14,3,9,0.33,31,47,2.21,3.36,-1.15,28.0,7.91,8,46.4,52,7,13.5,53,12,77.4,90.9,67,165,3.676,18.07,39.39,38.2,65.81,40.37,0.3,4.23,-1.23,CGY,Pacific,Western
2024-2025,20251106,3,Carolina Hurricanes,CAR,12,8,4,2.0,44,32,3.67,2.67,1.0,32.67,11.22,16,50.4,35,4,11.4,43,7,83.7,95.1,53,106,2.784,60.6,65.89,61.78,46.33,58.65,0.65,7.85,0.15,CAR,Metropolitan,Eastern
2024-2025,20251106,20,Chicago Blackhawks,CHI,13,5,5,1.0,39,37,3.0,2.85,0.15,25.23,11.89,13,47.9,40,7,17.5,52,10,80.8,98.3,64,148,3.369,41.47,56.47,53.14,46.76,49.46,0.53,6.83,-1.83,CHI,Central,Western
2024-2025,20251106,22,Colorado Avalanche,COL,14,8,1,8.0,50,35,3.57,2.5,1.07,34.07,10.48,21,50.8,53,9,17.0,42,4,90.5,107.5,51,111,2.556,64.63,74.39,72.6,26.92,59.63,0.67,9.39,-1.39,COL,Central,Western
2024-2025,20251106,19,Columbus Blue Jackets,CBJ,12,7,5,1.4,40,36,3.33,3.0,0.33,31.92,10.44,14,50.7,30,5,16.7,36,12,66.7,83.4,42,96,2.749,54.76,43.4,44.29,40.8,45.81,0.55,6.62,0.38,CBJ,Metropolitan,Eastern
2024-2025,20251106,27,Dallas Stars,DAL,13,7,3,2.33,37,38,2.85,2.92,-0.07,26.08,10.91,17,52.3,45,14,31.1,39,11,71.8,102.9,44,104,2.762,49.37,44.27,49.68,50.7,48.5,0.49,6.34,0.66,DAL,Central,Western
2024-2025,20251106,16,Detroit Red Wings,DET,14,9,5,1.8,44,42,3.14,3.0,0.14,27.64,11.37,18,52.0,44,10,22.7,39,5,87.2,109.9,45,101,2.634,51.43,58.85,58.28,26.71,48.82,0.52,7.32,1.68,DET,Atlantic,Eastern
2024-2025,20251106,24,Edmonton Oilers,EDM,15,6,5,1.2,46,46,3.07,3.07,0.0,28.87,10.62,16,52.5,40,14,35.0,37,8,78.4,113.4,38,76,2.229,59.68,51.58,52.65,13.31,44.31,0.5,7.5,-1.5,EDM,Pacific,Western
2024-2025,20251106,4,Florida Panthers,FLO,13,6,6,1.0,34,40,2.62,3.08,-0.46,28.23,9.26,13,46.7,50,10,20.0,48,12,75.0,95.0,58,127,3.162,35.53,44.95,43.92,84.68,52.27,0.42,5.46,0.54,FLA,Atlantic,Eastern
2024-2025,20251106,28,Los Angeles Kings,LAK,14,6,4,1.5,40,41,2.86,2.93,-0.07,29.64,9.64,16,49.9,43,7,16.3,55,13,76.4,92.7,57,126,2.965,39.79,47.83,47.63,46.07,45.33,0.49,6.83,-0.83,LAK,Pacific,Western
2024-2025,20251106,25,Minnesota Wild,MIN,14,5,6,0.83,40,51,2.86,3.64,-0.78,29.64,9.64,13,47.9,54,17,31.5,30,10,66.7,98.2,36,91,2.708,53.59,31.69,34.16,45.19,41.16,0.38,5.34,-0.34,MIN,Central,Western
2024-2025,20251106,14,Montreal Canadiens,MTL,13,9,3,3.0,48,40,3.69,3.08,0.61,25.46,14.5,19,51.8,39,12,30.8,45,11,75.6,106.4,59,141,3.349,72.78,47.21,45.59,50.48,54.01,0.59,7.66,1.34,MTL,Atlantic,Eastern
2024-2025,20251106,18,Nashville Predators,NSH,15,5,6,0.83,39,51,2.6,3.4,-0.8,27.6,9.42,14,52.2,46,7,15.2,49,9,81.6,96.8,60,129,3.048,29.69,46.36,42.78,39.8,39.65,0.37,5.53,-0.53,NSH,Central,Western
2024-2025,20251106,7,New Jersey Devils,NJD,13,9,4,2.25,46,40,3.54,3.08,0.46,28.92,12.23,18,48.3,32,10,31.2,45,6,86.7,117.9,47,99,2.707,69.54,61.59,53.96,52.36,59.36,0.57,7.4,1.6,NJD,Metropolitan,Eastern
2024-2025,20251106,8,New York Islanders,NYI,13,6,5,1.2,43,44,3.31,3.38,-0.07,30.46,10.86,14,52.2,46,7,15.2,44,10,77.3,92.5,58,147,3.607,52.45,36.32,39.6,56.73,46.28,0.49,6.36,-0.36,NYI,Metropolitan,Eastern
2024-2025,20251106,9,New York Rangers,NYR,14,6,6,1.0,31,33,2.21,2.36,-0.15,28.5,7.77,14,54.6,36,4,11.1,36,6,83.3,94.4,42,93,2.239,15.92,71.75,73.07,64.65,56.35,0.47,6.54,-0.54,NYR,Metropolitan,Eastern
2024-2025,20251106,13,Ottawa Senators,OTT,13,6,5,1.2,48,51,3.69,3.92,-0.23,28.92,12.77,14,59.6,48,13,27.1,40,15,62.5,89.6,56,134,3.593,72.22,14.64,17.44,66.15,42.61,0.47,6.11,-0.11,OTT,Atlantic,Eastern
2024-2025,20251106,6,Philadelphia Flyers,PHI,13,7,5,1.4,38,35,2.92,2.69,0.23,24.92,11.73,15,49.0,43,9,20.9,46,6,87.0,107.9,63,184,3.904,42.03,57.01,63.92,63.58,56.63,0.54,7.03,-0.03,PHI,Metropolitan,Eastern
2024-2025,20251106,10,Pittsburgh Penguins,PIT,14,8,4,2.0,48,38,3.43,2.71,0.72,27.36,12.53,18,50.1,34,11,32.4,42,7,83.3,115.7,51,137,3.012,66.36,60.93,62.57,25.53,53.85,0.62,8.62,-0.62,PIT,Metropolitan,Eastern
2024-2025,20251106,26,San Jose Sharks,SJS,13,4,6,0.67,42,52,3.23,4.0,-0.77,25.08,12.88,11,49.4,44,9,20.5,40,13,67.5,88.0,46,106,3.204,50.99,20.23,18.75,40.86,32.7,0.39,5.13,-1.13,SJS,Pacific,Western
2024-2025,20251106,143,Seattle Kraken,SEA,12,6,2,3.0,33,32,2.75,2.67,0.08,23.92,11.5,16,44.1,34,8,23.5,31,9,71.0,94.5,38,101,2.707,38.01,54.01,58.15,44.26,48.61,0.51,6.18,-0.18,SEA,Pacific,Western
2024-2025,20251106,17,St. Louis Blues,STL,14,4,8,0.5,38,58,2.71,4.14,-1.43,27.07,10.03,10,49.6,39,9,23.1,37,12,67.6,90.7,45,105,3.128,38.62,18.33,18.28,61.11,34.09,0.3,4.2,-0.2,STL,Central,Western
2024-2025,20251106,1,Tampa Bay Lightning,TBL,13,6,5,1.2,37,36,2.85,2.77,0.08,26.69,10.66,14,45.1,44,6,13.6,44,5,88.6,102.2,63,146,3.332,34.96,63.02,63.55,46.31,51.96,0.51,6.69,-0.69,TBL,Atlantic,Eastern
2024-2025,20251106,12,Toronto Maple Leafs,TOR,14,8,5,1.6,52,50,3.71,3.57,0.14,28.07,13.23,17,54.8,34,4,11.8,42,7,83.3,95.1,48,102,2.873,58.44,43.07,40.61,55.15,49.32,0.52,7.27,0.73,TOR,Atlantic,Eastern
2024-2025,20251106,30,Utah Mammoth,UTA,14,9,5,1.8,47,40,3.36,2.86,0.5,29.43,11.41,18,47.1,46,8,17.4,39,9,76.9,94.3,54,130,2.954,54.64,54.8,55.63,28.27,48.34,0.58,8.12,0.88,UTA,Central,Western
2024-2025,20251106,21,Vancouver Canucks,VAN,14,7,7,1.0,40,45,2.86,3.21,-0.35,25.79,11.08,14,44.9,45,9,20.0,49,15,69.4,89.4,57,128,3.089,39.86,37.69,37.37,61.02,43.98,0.44,6.2,0.8,VAN,Pacific,Western
2024-2025,20251106,142,Vegas Golden Knights,VGK,12,7,2,3.5,40,31,3.33,2.58,0.75,28.5,11.7,17,55.1,44,11,25.0,32,6,81.2,106.2,40,94,2.569,60.01,63.34,65.89,50.52,59.94,0.62,7.5,-0.5,VGK,Pacific,Western
2024-2025,20251106,5,Washington Capitals,WSH,13,7,5,1.4,37,29,2.85,2.23,0.62,29.23,9.74,15,47.5,43,7,16.3,39,9,76.9,93.2,51,119,2.721,39.32,62.37,70.65,50.83,55.79,0.62,8.06,-1.06,WSH,Metropolitan,Eastern
2024-2025,20251106,2,Winnipeg Jets,WPJ,13,9,4,2.25,45,33,3.46,2.54,0.92,26.77,12.93,18,52.1,44,10,22.7,53,6,88.7,111.4,62,146,3.21,60.35,70.79,67.75,65.16,66.01,0.65,8.45,0.55,WPG,Central,Western
