SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251112,24,Edmonton Oilers,EDM,17,7,6,1.17,52,59,3.06,3.47,-0.41,28.29,10.81,18,52.4,46,15,32.6,46,8,82.6,115.2,50,103,2.6,58.69,43.67,42.27,21.53,41.54,0.44,7.44,-0.44,EDM,Pacific,Western
2024-2025,20251112,4,Florida Panthers,FLO,16,8,7,1.14,43,47,2.69,2.94,-0.25,28.12,9.56,17,47.7,60,11,18.3,57,13,77.2,95.5,70,157,3.11,36.13,50.14,49.13,86.68,55.52,0.46,7.29,0.71,FLA,Atlantic,Eastern
2024-2025,20251112,28,Los Angeles Kings,LAK,17,8,5,1.6,50,49,2.94,2.88,0.06,29.06,10.12,20,49.9,54,9,16.7,62,14,77.4,94.1,65,145,2.861,41.94,49.05,50.69,38.36,45.01,0.51,8.68,-0.68,LAK,Pacific,Western
2024-2025,20251112,25,Minnesota Wild,MIN,18,7,7,1.0,51,59,2.83,3.28,-0.45,28.5,9.94,18,47.5,66,19,28.8,40,11,72.5,101.3,47,119,2.587,50.59,42.17,44.22,43.13,45.03,0.43,7.68,-0.68,MIN,Central,Western
2024-2025,20251112,14,Montreal Canadiens,MTL,16,10,4,2.5,58,51,3.62,3.19,0.43,24.69,14.68,22,51.7,46,12,26.1,55,11,80.0,106.1,69,161,3.237,67.16,49.41,44.86,49.79,52.81,0.56,9.01,0.99,MTL,Atlantic,Eastern
2024-2025,20251112,18,Nashville Predators,NSH,18,5,9,0.56,47,65,2.61,3.61,-1.0,27.17,9.61,14,52.0,57,10,17.5,57,11,80.7,98.2,70,149,3.064,31.62,39.52,33.88,40.47,36.37,0.34,6.18,-1.18,NSH,Central,Western
2024-2025,20251112,7,New Jersey Devils,NJD,16,11,4,2.75,54,47,3.38,2.94,0.44,28.94,11.66,23,48.3,43,11,25.6,49,7,85.7,111.3,52,112,2.528,61.71,67.36,59.82,48.23,59.28,0.57,9.11,1.89,NJD,Metropolitan,Eastern
2024-2025,20251112,8,New York Islanders,NYI,16,8,6,1.33,53,51,3.31,3.19,0.12,29.62,11.18,18,52.7,51,9,17.6,51,11,78.4,96.0,65,161,3.273,53.6,42.27,44.86,51.87,48.15,0.52,8.3,-0.3,NYI,Metropolitan,Eastern
2024-2025,20251112,9,New York Rangers,NYR,17,8,7,1.14,41,42,2.41,2.47,-0.06,28.06,8.6,18,54.0,43,6,14.0,46,9,80.4,94.4,53,118,2.34,23.02,70.52,71.92,65.67,57.78,0.49,8.29,-0.29,NYR,Metropolitan,Eastern
2024-2025,20251112,13,Ottawa Senators,OTT,17,8,5,1.6,59,61,3.47,3.59,-0.12,27.41,12.66,20,58.3,56,13,23.2,49,16,67.3,90.5,69,160,3.278,61.84,21.25,25.1,63.9,43.02,0.48,8.21,-0.21,OTT,Atlantic,Eastern
2024-2025,20251112,6,Philadelphia Flyers,PHI,15,8,5,1.6,43,39,2.87,2.6,0.27,24.8,11.56,18,49.0,46,9,19.6,51,6,88.2,107.8,72,202,3.724,39.12,65.21,71.54,68.4,61.07,0.55,8.24,-0.24,PHI,Metropolitan,Eastern
2024-2025,20251112,10,Pittsburgh Penguins,PIT,17,9,5,1.8,56,45,3.29,2.65,0.64,28.29,11.64,21,49.4,42,15,35.7,51,8,84.3,120.0,61,160,2.911,67.56,67.46,67.96,25.91,57.22,0.61,10.31,-1.31,PIT,Metropolitan,Eastern
2024-2025,20251112,26,San Jose Sharks,SJS,17,8,6,1.33,55,56,3.24,3.29,-0.05,24.59,13.16,19,48.3,56,11,19.6,57,14,75.4,95.0,63,140,2.932,50.24,41.01,37.85,44.28,43.34,0.49,8.37,-0.37,SJS,Pacific,Western
2024-2025,20251112,143,Seattle Kraken,SEA,16,7,4,1.75,40,44,2.5,2.75,-0.25,25.06,9.98,19,44.5,48,9,18.8,43,13,69.8,88.6,51,127,2.662,27.62,48.18,55.08,36.92,41.95,0.45,7.24,-0.24,SEA,Pacific,Western
2024-2025,20251112,17,St. Louis Blues,STL,17,6,8,0.75,47,64,2.76,3.76,-1.0,26.24,10.54,15,50.2,45,11,24.4,44,13,70.5,94.9,54,126,2.954,40.94,23.62,24.81,65.99,38.84,0.35,5.95,0.05,STL,Central,Western
2024-2025,20251112,1,Tampa Bay Lightning,TBL,15,8,5,1.6,46,41,3.07,2.73,0.34,26.27,11.68,18,44.7,50,9,18.0,48,5,89.6,107.6,69,163,3.241,44.71,69.86,69.37,44.3,57.06,0.56,8.38,-0.38,TBL,Atlantic,Eastern
2024-2025,20251112,12,Toronto Maple Leafs,TOR,17,8,8,1.0,62,65,3.65,3.82,-0.17,28.18,12.94,17,55.0,46,8,17.4,53,12,77.4,94.8,64,137,3.12,61.27,27.6,24.6,64.68,44.54,0.48,8.11,-0.11,TOR,Atlantic,Eastern
2024-2025,20251112,30,Utah Mammoth,UTA,16,9,7,1.29,51,50,3.19,3.12,0.07,29.38,10.85,18,46.7,49,8,16.3,43,9,79.1,95.4,59,140,2.951,48.68,51.87,50.62,27.98,44.79,0.51,8.18,0.82,UTA,Central,Western
2024-2025,20251112,21,Vancouver Canucks,VAN,18,8,9,0.89,53,63,2.94,3.5,-0.56,27.56,10.69,17,45.8,57,11,19.3,60,20,66.7,86.0,70,154,3.082,43.1,24.13,23.07,56.87,36.79,0.41,7.45,0.55,VAN,Pacific,Western
2024-2025,20251112,142,Vegas Golden Knights,VGK,15,7,4,1.75,48,44,3.2,2.93,0.27,29.67,10.79,18,54.9,53,12,22.6,40,9,77.5,100.1,50,117,2.697,55.77,53.34,55.5,46.46,52.77,0.54,8.16,-1.16,VGK,Pacific,Western
2024-2025,20251112,5,Washington Capitals,WSH,16,8,7,1.14,46,38,2.88,2.38,0.5,29.25,9.83,17,48.2,52,8,15.4,51,13,74.5,89.9,69,169,3.054,39.24,57.72,66.67,54.77,54.6,0.59,9.51,-1.51,WSH,Metropolitan,Eastern
2024-2025,20251112,2,Winnipeg Jets,WPJ,16,10,6,1.67,52,42,3.25,2.62,0.63,27.19,11.95,20,53.2,54,12,22.2,63,9,85.7,107.9,71,166,3.07,54.57,71.12,66.28,60.22,63.05,0.61,9.7,0.3,WPG,Central,Western
