SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251105,24,Edmonton Oilers,EDM,15,6,5,1.2,46,46,3.07,3.07,0.0,28.87,10.62,16,52.5,40,14,35.0,37,8,78.4,113.4,38,76,2.229,59.65,51.43,52.62,12.84,44.13,0.5,7.5,-1.5,EDM,Pacific,Western
2024-2025,20251105,4,Florida Panthers,FLO,13,6,6,1.0,34,40,2.62,3.08,-0.46,28.23,9.26,13,46.7,50,10,20.0,48,12,75.0,95.0,58,127,3.162,35.78,44.9,43.83,84.66,52.29,0.42,5.46,0.54,FLA,Atlantic,Eastern
2024-2025,20251105,28,Los Angeles Kings,LAK,14,6,4,1.5,40,41,2.86,2.93,-0.07,29.64,9.64,16,49.9,43,7,16.3,55,13,76.4,92.7,57,126,2.965,40.0,47.77,47.64,45.9,45.33,0.49,6.83,-0.83,LAK,Pacific,Western
2024-2025,20251105,25,Minnesota Wild,MIN,14,5,6,0.83,40,51,2.86,3.64,-0.78,29.64,9.64,13,47.9,54,17,31.5,30,10,66.7,98.2,36,91,2.708,53.63,31.49,33.73,44.88,40.93,0.38,5.34,-0.34,MIN,Central,Western
2024-2025,20251105,14,Montreal Canadiens,MTL,13,9,3,3.0,48,40,3.69,3.08,0.61,25.46,14.5,19,51.8,39,12,30.8,45,11,75.6,106.4,59,141,3.349,72.62,47.23,45.51,50.39,53.94,0.59,7.66,1.34,MTL,Atlantic,Eastern
2024-2025,20251105,18,Nashville Predators,NSH,15,5,6,0.83,39,51,2.6,3.4,-0.8,27.6,9.42,14,52.2,46,7,15.2,49,9,81.6,96.8,60,129,3.048,30.01,46.15,42.52,39.57,39.56,0.37,5.53,-0.53,NSH,Central,Western
2024-2025,20251105,7,New Jersey Devils,NJD,13,9,4,2.25,46,40,3.54,3.08,0.46,28.92,12.23,18,48.3,32,10,31.2,45,6,86.7,117.9,47,99,2.707,69.4,61.54,53.93,52.18,59.26,0.57,7.4,1.6,NJD,Metropolitan,Eastern
2024-2025,20251105,8,New York Islanders,NYI,13,6,5,1.2,43,44,3.31,3.38,-0.07,30.46,10.86,14,52.2,46,7,15.2,44,10,77.3,92.5,58,147,3.607,52.52,36.09,39.34,56.72,46.17,0.49,6.36,-0.36,NYI,Metropolitan,Eastern
2024-2025,20251105,9,New York Rangers,NYR,14,6,6,1.0,31,33,2.21,2.36,-0.15,28.5,7.77,14,54.6,36,4,11.1,36,6,83.3,94.4,42,93,2.239,16.4,71.92,73.51,64.44,56.57,0.47,6.54,-0.54,NYR,Metropolitan,Eastern
2024-2025,20251105,13,Ottawa Senators,OTT,13,6,5,1.2,48,51,3.69,3.92,-0.23,28.92,12.77,14,59.6,48,13,27.1,40,15,62.5,89.6,56,134,3.593,72.07,14.32,16.78,66.08,42.31,0.47,6.11,-0.11,OTT,Atlantic,Eastern
2024-2025,20251105,6,Philadelphia Flyers,PHI,13,7,5,1.4,38,35,2.92,2.69,0.23,24.92,11.73,15,49.0,43,9,20.9,46,6,87.0,107.9,63,184,3.904,42.22,57.03,64.15,63.67,56.77,0.54,7.03,-0.03,PHI,Metropolitan,Eastern
2024-2025,20251105,10,Pittsburgh Penguins,PIT,14,8,4,2.0,48,38,3.43,2.71,0.72,27.36,12.53,18,50.1,34,11,32.4,42,7,83.3,115.7,51,137,3.012,66.26,61.0,62.78,25.31,53.84,0.62,8.62,-0.62,PIT,Metropolitan,Eastern
2024-2025,20251105,26,San Jose Sharks,SJS,13,4,6,0.67,42,52,3.23,4.0,-0.77,25.08,12.88,11,49.4,44,9,20.5,40,13,67.5,88.0,46,106,3.204,51.09,19.83,18.05,40.62,32.4,0.39,5.13,-1.13,SJS,Pacific,Western
2024-2025,20251105,143,Seattle Kraken,SEA,12,6,2,3.0,33,32,2.75,2.67,0.08,23.92,11.5,16,44.1,34,8,23.5,31,9,71.0,94.5,38,101,2.707,38.25,54.2,58.35,44.03,48.71,0.51,6.18,-0.18,SEA,Pacific,Western
2024-2025,20251105,17,St. Louis Blues,STL,13,4,7,0.57,37,52,2.85,4.0,-1.15,27.31,10.42,10,50.0,36,9,25.0,34,11,67.6,92.6,41,94,3.019,44.41,20.95,21.42,54.33,35.28,0.34,4.38,-0.38,STL,Central,Western
2024-2025,20251105,1,Tampa Bay Lightning,TBL,13,6,5,1.2,37,36,2.85,2.77,0.08,26.69,10.66,14,45.1,44,6,13.6,44,5,88.6,102.2,63,146,3.332,35.24,63.04,63.74,46.19,52.05,0.51,6.69,-0.69,TBL,Atlantic,Eastern
2024-2025,20251105,12,Toronto Maple Leafs,TOR,13,7,5,1.4,47,47,3.62,3.62,0.0,28.77,12.57,15,54.8,33,4,12.1,39,7,82.1,94.2,45,96,2.916,56.58,39.95,38.11,58.92,48.39,0.5,6.5,0.5,TOR,Atlantic,Eastern
2024-2025,20251105,30,Utah Mammoth,UTA,13,9,4,2.25,44,35,3.38,2.69,0.69,29.85,11.34,18,47.3,43,8,18.6,38,9,76.3,94.9,53,128,2.998,56.64,57.32,59.09,30.06,50.78,0.61,7.96,1.04,UTA,Central,Western
2024-2025,20251105,21,Vancouver Canucks,VAN,14,7,7,1.0,40,45,2.86,3.21,-0.35,25.79,11.08,14,44.9,45,9,20.0,49,15,69.4,89.4,57,128,3.089,40.08,37.61,37.18,60.89,43.94,0.44,6.2,0.8,VAN,Pacific,Western
2024-2025,20251105,142,Vegas Golden Knights,VGK,12,7,2,3.5,40,31,3.33,2.58,0.75,28.5,11.7,17,55.1,44,11,25.0,32,6,81.2,106.2,40,94,2.569,59.99,63.43,66.19,50.3,59.98,0.62,7.5,-0.5,VGK,Pacific,Western
2024-2025,20251105,5,Washington Capitals,WSH,12,6,5,1.2,31,28,2.58,2.33,0.25,29.0,8.91,13,46.8,40,6,15.0,36,9,75.0,90.0,47,108,2.71,30.86,61.47,67.26,56.51,54.02,0.55,6.61,-0.61,WSH,Metropolitan,Eastern
2024-2025,20251105,2,Winnipeg Jets,WPJ,13,9,4,2.25,45,33,3.46,2.54,0.92,26.77,12.93,18,52.1,44,10,22.7,53,6,88.7,111.4,62,146,3.21,60.34,70.98,68.07,65.15,66.14,0.65,8.45,0.55,WPG,Central,Western
