SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251119,24,Edmonton Oilers,EDM,21,9,8,1.12,63,73,3.0,3.48,-0.48,28.43,10.55,22,52.8,52,16,30.8,54,10,81.5,112.3,61,128,2.601,56.32,41.88,40.81,23.96,40.74,0.43,8.95,0.05,EDM,Pacific,Western
2024-2025,20251119,4,Florida Panthers,FLO,19,10,8,1.25,58,58,3.05,3.05,0.0,28.53,10.7,21,48.2,76,16,21.1,69,15,78.3,99.4,88,193,3.219,50.33,48.23,44.83,85.36,57.19,0.5,9.5,0.5,FLA,Atlantic,Eastern
2024-2025,20251119,28,Los Angeles Kings,LAK,20,10,6,1.67,56,54,2.8,2.7,0.1,29.0,9.66,24,48.8,61,10,16.4,67,14,79.1,95.5,70,155,2.626,36.49,57.76,59.36,34.56,47.04,0.52,10.36,-0.36,LAK,Pacific,Western
2024-2025,20251119,25,Minnesota Wild,MIN,20,9,7,1.29,56,61,2.8,3.05,-0.25,28.55,9.81,22,48.2,77,20,26.0,46,13,71.7,97.7,53,131,2.482,47.34,45.47,49.39,45.42,46.91,0.46,9.15,-0.15,MIN,Central,Western
2024-2025,20251119,14,Montreal Canadiens,MTL,19,10,6,1.67,63,64,3.32,3.37,-0.05,25.21,13.15,23,50.9,56,12,21.4,65,14,78.5,99.9,87,206,3.466,56.55,41.12,35.94,58.62,48.06,0.49,9.36,0.64,MTL,Atlantic,Eastern
2024-2025,20251119,18,Nashville Predators,NSH,20,6,10,0.6,49,70,2.45,3.5,-1.05,27.0,9.07,16,52.4,62,10,16.1,59,11,81.4,97.5,72,153,2.893,23.07,43.41,37.74,40.57,36.2,0.33,6.58,-0.58,NSH,Central,Western
2024-2025,20251119,7,New Jersey Devils,NJD,19,13,5,2.6,62,57,3.26,3.0,0.26,29.63,11.01,27,49.3,51,12,23.5,56,10,82.1,105.6,60,128,2.498,58.61,61.72,55.09,43.56,54.74,0.54,10.29,2.71,NJD,Metropolitan,Eastern
2024-2025,20251119,8,New York Islanders,NYI,20,11,7,1.57,64,62,3.2,3.1,0.1,28.5,11.23,24,52.5,66,10,15.2,68,12,82.4,97.6,84,220,3.418,48.03,49.63,49.36,54.16,50.3,0.52,10.32,0.68,NYI,Metropolitan,Eastern
2024-2025,20251119,9,New York Rangers,NYR,21,10,9,1.11,53,51,2.52,2.43,0.09,27.1,9.31,22,53.0,51,9,17.6,58,13,77.6,95.2,70,161,2.481,26.35,65.65,70.95,69.27,58.06,0.52,10.88,-0.88,NYR,Metropolitan,Eastern
2024-2025,20251119,13,Ottawa Senators,OTT,19,9,6,1.5,64,65,3.37,3.42,-0.05,26.58,12.67,22,58.2,60,14,23.3,53,17,67.9,91.2,75,175,3.168,60.94,24.02,29.13,62.37,44.11,0.49,9.36,-0.36,OTT,Atlantic,Eastern
2024-2025,20251119,6,Philadelphia Flyers,PHI,18,9,6,1.5,51,51,2.83,2.83,0.0,24.72,11.46,21,48.1,51,10,19.6,56,7,87.5,107.1,78,214,3.495,37.78,62.95,65.21,62.71,57.16,0.5,9.0,0.0,PHI,Metropolitan,Eastern
2024-2025,20251119,10,Pittsburgh Penguins,PIT,19,10,5,2.0,61,47,3.21,2.47,0.74,27.37,11.73,24,48.9,44,15,34.1,56,8,85.7,119.8,66,170,2.744,65.5,76.61,76.09,24.2,60.6,0.63,11.93,-1.93,PIT,Metropolitan,Eastern
2024-2025,20251119,26,San Jose Sharks,SJS,20,9,8,1.12,59,64,2.95,3.2,-0.25,24.15,12.22,21,48.5,69,13,18.8,64,14,78.1,96.9,70,154,2.786,41.6,46.92,42.78,42.81,43.53,0.46,9.19,-0.19,SJS,Pacific,Western
2024-2025,20251119,143,Seattle Kraken,SEA,19,9,5,1.8,51,52,2.68,2.74,-0.06,24.42,10.99,23,44.9,55,11,20.0,54,16,70.4,90.4,62,149,2.635,32.99,48.27,53.39,32.32,41.74,0.49,9.29,-0.29,SEA,Pacific,Western
2024-2025,20251119,17,St. Louis Blues,STL,20,6,9,0.67,55,76,2.75,3.8,-1.05,25.75,10.68,17,50.7,51,12,23.5,51,14,72.5,96.0,60,140,2.884,39.11,22.95,22.89,60.54,36.38,0.34,6.87,-0.87,STL,Central,Western
2024-2025,20251119,1,Tampa Bay Lightning,TBL,19,10,7,1.43,59,56,3.11,2.95,0.16,26.79,11.59,22,44.8,62,11,17.7,63,9,85.7,103.4,92,230,3.572,46.62,59.35,58.46,53.55,54.49,0.53,10.0,-0.0,TBL,Atlantic,Eastern
2024-2025,20251119,12,Toronto Maple Leafs,TOR,20,9,9,1.0,70,74,3.5,3.7,-0.2,27.8,12.59,20,55.6,53,8,15.1,60,13,78.3,93.4,71,151,2.964,56.72,31.23,27.84,62.49,44.57,0.47,9.44,-0.44,TOR,Atlantic,Eastern
2024-2025,20251119,30,Utah Mammoth,UTA,20,10,7,1.43,62,61,3.1,3.05,0.05,29.0,10.69,23,47.5,60,9,15.0,55,10,81.8,96.8,74,181,2.983,44.66,57.03,54.29,27.69,45.92,0.51,10.16,-0.16,UTA,Central,Western
2024-2025,20251119,21,Vancouver Canucks,VAN,21,9,10,0.9,67,77,3.19,3.67,-0.48,26.0,12.27,20,46.7,68,16,23.5,70,23,67.1,90.6,88,209,3.44,55.05,13.07,14.29,63.27,36.42,0.43,9.04,-0.04,VAN,Pacific,Western
2024-2025,20251119,142,Vegas Golden Knights,VGK,19,9,4,2.25,60,54,3.16,2.84,0.32,29.42,10.73,24,53.4,67,17,25.4,52,11,78.8,104.2,62,141,2.598,58.43,55.83,58.67,41.37,53.58,0.55,10.51,-1.51,VGK,Pacific,Western
2024-2025,20251119,5,Washington Capitals,WSH,19,9,8,1.12,53,47,2.79,2.47,0.32,29.68,9.4,20,48.4,57,8,14.0,62,17,72.6,86.6,80,191,2.982,34.23,53.89,60.62,50.63,49.84,0.56,10.65,-1.65,WSH,Metropolitan,Eastern
2024-2025,20251119,2,Winnipeg Jets,WPJ,19,12,7,1.71,64,52,3.37,2.74,0.63,27.05,12.45,24,53.2,60,15,25.0,70,11,84.3,109.3,79,190,3.043,62.89,68.12,61.99,55.42,62.1,0.6,11.44,0.56,WPG,Central,Western
